name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime,comment,review
黑暗楼层,https://movie.douban.com/subject/2296544/,5.8,5295,Pete Riski,Pekka Lehtosaari,斯凯·班尼特/诺亚·亨特雷/DominiqueMcElligott,恐怖/奇幻,芬兰/冰岛,英语,2008,87分钟,(全部1330条),(全部42条)
密码疑云,https://movie.douban.com/subject/2973528/,6.2,4689,瓦季姆·舒梅列夫,丹尼斯·卡里谢夫,文森特·佩雷斯/安娜斯塔西娅·扎沃洛纽克/弗拉基米尔·缅绍夫/OskarKuchera/OlegShtefanko,剧情/动作/冒险,俄罗斯,俄语,2007,106分钟,(全部774条),(全部73条)
翠西碎片,https://movie.douban.com/subject/1872270/,7.2,4500,布鲁斯·麦克唐纳德,Maureen Medved,艾伦·佩吉/LibbyAdams/斯蒂芬·阿梅尔/斯利姆·崔格/凯特·托德,剧情,加拿大,英语,2007,77分钟,(全部918条),(全部48条)
东京朋友,https://movie.douban.com/subject/1826151/,6.9,4614,永山耕三,卫藤凛,大塚爱/松本莉绪/真木阳子/小林麻央/瑛太,剧情,日本,日语,2006,116分钟,(全部719条),(全部32条)
星际宝贝2：史迪奇有问题,https://movie.douban.com/subject/1423031/,7.8,4735,迈克尔·拉巴什/安东尼·莱昂迪斯,安东尼·莱昂迪斯,克里斯·桑德斯/达科塔·范宁/蒂亚·卡雷尔/戴维·奥格登·施蒂尔斯/凯文·麦克唐纳德/库内瓦·穆克/李截/霍利斯顿·科尔曼/吉莲·亨利/莉莉娜·穆米/保罗·沃格特,喜剧/科幻/动画/家庭,美国,英语/法语/西班牙语,2005,68分钟,(全部436条),(全部3条)
血与骨,https://movie.douban.com/subject/1388176/,8.1,4912,崔洋一,崔洋一,北野武/铃木京香/新井浩文/田畑智子/小田切让/松重丰/国村隼/盐见三省/寺岛进/中村优子/滨田麻里/北村一辉/唯野未步子/柏原收史/伊藤淳史,剧情,日本,朝鲜语/日语,2004,140分钟,(全部1006条),(全部43条)
尸骨无存,https://movie.douban.com/subject/1308069/,5.9,5140,伊莱·罗斯,伊莱·罗斯,莱德尔·斯特朗/乔丹·莱德/詹姆斯·德贝罗,惊悚/恐怖,美国,英语,2002,91分钟,(全部917条),(全部14条)
格蕾丝,https://movie.douban.com/subject/3289348/,5.6,4984,保罗·索雷特,保罗·索雷特,乔丹·莱德/加布里埃尔·罗斯/舍治·哈德/萨曼莎·费里斯/马尔科姆·斯图尔特/克里斯·坎宁安,剧情/惊悚/恐怖,美国/加拿大,英语,2009,USA:85分钟,(全部1103条),(全部34条)
撒哈拉,https://movie.douban.com/subject/1309031/,6.4,4481,布瑞克·埃斯纳尔,Thomas Dean Donnelly,马修·麦康纳/佩内洛普·克鲁兹/史蒂夫·茨恩/威廉姆·H·梅西/雷恩·威尔森,喜剧/动作/惊悚/冒险,英国/西班牙/德国/美国,英语/法语/阿拉伯语,2005,124分钟,(全部637条),(全部26条)
十三岁,https://movie.douban.com/subject/1303651/,7.1,4550,凯瑟琳·哈德威克,凯瑟琳·哈德威克,埃文·蕾切尔·伍德/妮基·瑞德/霍利·亨特,剧情,美国,英语/西班牙语/葡萄牙语,2003,100分钟,(全部892条),(全部21条)
