name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime,comment,review
美丽人生,https://movie.douban.com/subject/1292063/,9.5,643694,罗伯托·贝尼尼,温琴佐·切拉米,罗伯托·贝尼尼/尼可莱塔·布拉斯基/乔治·坎塔里尼/朱斯蒂诺·杜拉诺/赛尔乔·比尼·布斯特里克/玛丽萨·帕雷德斯/霍斯特·布赫霍尔茨/利迪娅·阿方西/朱利亚娜·洛约迪切/亚美利哥·丰塔尼/彼得·德·席尔瓦/弗朗西斯·古佐/拉法埃拉·莱博罗尼/克劳迪奥·阿方西/吉尔·巴罗尼/马西莫·比安奇/恩尼奥·孔萨尔维/吉安卡尔洛·科森蒂诺/阿伦·克雷格/汉尼斯·赫尔曼/弗兰科·梅斯科利尼/安东尼奥·普雷斯特/吉娜·诺维勒/理查德·塞梅尔/安德烈提多娜/迪尔克·范登贝格/奥梅罗·安东努蒂,剧情/喜剧/爱情/战争,意大利,意大利语/德语/英语,1997,116分钟,(全部133713条),(全部3100条)
唐伯虎点秋香,https://movie.douban.com/subject/1306249/,8.5,498306,李力持,李力持,周星驰/巩俐/陈百祥/郑佩佩/朱咪咪/梁家仁/苑琼丹/梁荣忠/黄一山/黄霑/吴镇宇/刘家辉/蓝洁瑛/谷德昭/陈辉虹/李健仁/宣萱/温翠苹,喜剧/爱情/古装,香港,粤语,1993,102分钟,(全部44091条),(全部241条)
辛德勒的名单,https://movie.douban.com/subject/1295124/,9.5,574173,史蒂文·斯皮尔伯格,托马斯·肯尼利,连姆·尼森/本·金斯利/拉尔夫·费因斯/卡罗琳·古多尔/乔纳森·萨加尔/艾伯丝·戴维兹/马尔戈萨·格贝尔/马克·伊瓦涅/碧翠斯·马科拉/安德烈·瑟韦林/弗里德里希·冯·图恩/克齐斯茨托夫·拉夫特/诺伯特·魏塞尔,剧情/历史/战争,美国,英语/希伯来语/德语/波兰语,1993,195分钟,(全部88212条),(全部1862条)
七宗罪,https://movie.douban.com/subject/1292223/,8.8,561979,大卫·芬奇,安德鲁·凯文·沃克,摩根·弗里曼/布拉德·皮特/凯文·史派西/格温妮斯·帕特洛/安德鲁·凯文·沃克/约翰·卡西尼/雷格·E·凯蒂/李·厄米,剧情/悬疑/惊悚/犯罪,美国,英语/葡萄牙语,1995,127分钟,(全部83963条),(全部1597条)
情书,https://movie.douban.com/subject/1292220/,8.9,513880,岩井俊二,岩井俊二,中山美穗/丰川悦司/酒井美纪/柏原崇/范文雀/篠原胜之/铃木庆一/田口智朗/加贺麻理子/光石研/铃木兰兰/盐见三省/中村久美/梅田凡乃/长田江身子/小栗香织/神户浩/酒井敏也/山口诗史/山崎一/德井优/武藤寿美,剧情/爱情,日本,日语,1995,117分钟,(全部120641条),(全部4114条)
喜剧之王,https://movie.douban.com/subject/1302425/,8.7,471098,周星驰/李力持,曾瑾昌,周星驰/张柏芝/莫文蔚/吴孟达/林子善/田启文/李兆基/成龙/李思捷/郑文辉,剧情/喜剧/爱情,香港,粤语,1999,85分钟,(全部66406条),(全部1153条)
搏击俱乐部,https://movie.douban.com/subject/1292000/,9.0,515620,大卫·芬奇,恰克·帕拉尼克,爱德华·诺顿/布拉德·皮特/海伦娜·伯翰·卡特/扎克·格雷尼尔/米特·洛夫/杰瑞德·莱托/艾恩·贝利/里奇蒙德·阿奎特/乔治·马奎尔,剧情/动作/悬疑/惊悚,美国/德国,英语,1999,139分钟,(全部103096条),(全部2319条)
闻香识女人,https://movie.douban.com/subject/1298624/,9.0,459431,马丁·布莱斯特,博·古德曼,阿尔·帕西诺/克里斯·奥唐纳/詹姆斯·瑞布霍恩/加布里埃尔·安瓦尔/菲利普·塞默·霍夫曼/理查德·文彻/布莱德利·惠特福德/罗谢尔·奥利弗/MargaretEginton/TomRiisFarrell/NicholasSadler/托德·路易斯/马特·史密斯/吉恩·坎菲尔德/弗兰西丝·康罗伊,剧情,美国,英语,1992,157分钟,(全部88963条),(全部2181条)
沉默的羔羊,https://movie.douban.com/subject/1293544/,8.8,467758,乔纳森·戴米,托马斯·哈里斯,朱迪·福斯特/安东尼·霍普金斯/斯科特·格伦/安东尼·希尔德/布鲁克·史密斯/卡斯·莱蒙斯/弗兰基·费森/泰德·拉文/崔西·沃特/丹·巴特勒/达拉,剧情/惊悚/犯罪,美国,英语,1991,118分钟,(全部68608条),(全部759条)
黑客帝国,https://movie.douban.com/subject/1291843/,8.9,403334,莉莉·沃卓斯基/拉娜·沃卓斯基,莉莉·沃卓斯基,基努·里维斯/凯瑞-安·莫斯/劳伦斯·菲什伯恩/雨果·维文/格洛丽亚·福斯特/乔·潘托里亚诺/马库斯·钟/朱利安·阿拉汗加/马特·多兰,动作/科幻,美国/澳大利亚,英语,1999,136分钟,(全部53477条),(全部690条)
狮子王,https://movie.douban.com/subject/1301753/,9.0,403509,罗杰·阿勒斯/罗伯·明可夫,艾琳·梅琪,乔纳森·泰勒·托马斯/马修·布罗德里克/杰瑞米·艾恩斯/詹姆斯·厄尔·琼斯/莫伊拉·凯利/内森·连恩/尼基塔·卡兰姆/厄尼·萨贝拉/乌比·戈德堡/罗温·艾金森,剧情/动画/歌舞/家庭/冒险,美国,英语/斯瓦希里语/科萨语/祖鲁语,1994,89分钟,(全部44843条),(全部353条)
重庆森林,https://movie.douban.com/subject/1291999/,8.7,441550,王家卫,王家卫,林青霞/金城武/梁朝伟/王菲/周嘉玲,剧情/爱情,香港,粤语/汉语普通话/英语/印地语/日语,1994,102分钟,(全部92176条),(全部2058条)
低俗小说,https://movie.douban.com/subject/1291832/,8.8,461820,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,约翰·特拉沃尔塔/乌玛·瑟曼/阿曼达·普拉莫/蒂姆·罗斯/塞缪尔·杰克逊/菲尔·拉马/布鲁斯·威利斯/弗兰克·威利/布尔·斯蒂尔斯/文·瑞姆斯/劳拉·拉芙蕾丝/保罗·考尔德伦/布罗娜·加拉赫/罗姗娜·阿奎特/埃里克·斯托尔兹/玛丽亚·德·梅黛洛,剧情/喜剧/犯罪,美国,英语/西班牙语/法语,1994,154分钟,(全部88069条),(全部1265条)
东邪西毒,https://movie.douban.com/subject/1292328/,8.6,340176,王家卫,王家卫,张国荣/林青霞/梁朝伟/张学友/张曼玉/刘嘉玲/梁家辉/杨采妮/邹兆龙,剧情/动作/爱情/武侠/古装,香港/台湾,粤语/汉语普通话,1994,100分钟,(全部49958条),(全部1706条)
活着,https://movie.douban.com/subject/1292365/,9.2,410627,张艺谋,芦苇,葛优/巩俐/姜武/牛犇/郭涛/张璐/倪大红/肖聪/董飞/刘天池/董立范/黄宗洛/刘燕瑾/李连义/杨同顺,剧情/家庭/历史,中国大陆/香港,汉语普通话,1994,132分钟,(全部82796条),(全部1991条)
勇敢的心,https://movie.douban.com/subject/1294639/,8.9,370761,梅尔·吉布森,兰道尔·华莱士,梅尔·吉布森/苏菲·玛索/布莱恩·考克斯/詹姆斯·卡沙莫/辛·劳洛/凯瑟琳·麦克马克/安古斯·麦克菲登,剧情/动作/传记/历史/战争,美国,英语/法语/拉丁语/苏格兰盖尔语,1995,177分钟,(全部59081条),(全部1001条)
射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,8.7,362461,刘镇伟,刘镇伟,梁朝伟/林青霞/张国荣/叶玉卿/张学友/王祖贤/张曼玉/梁家辉/刘嘉玲/钟镇涛/鲍起静,喜剧/奇幻/武侠/古装,香港,粤语,1993,113分钟,(全部56683条),(全部321条)
阳光灿烂的日子,https://movie.douban.com/subject/1291875/,8.8,360181,姜文,姜文,夏雨/宁静/陶虹/耿乐/斯琴高娃/冯小刚/刘小宁/姜文/王学圻/王朔/尚楠/方化/代少波/王海/姚二嘎/吴淑昆/左小青/韩冬/孙靖/刘斌/张维/杨彤林/王海/王福/胡贝贝/高保成/吴淑琨/张华/二勇/烈子/陈伟,剧情/爱情,中国大陆/香港,汉语普通话,1994,134分钟,(全部61966条),(全部1446条)
心灵捕手,https://movie.douban.com/subject/1292656/,8.8,375591,格斯·范·桑特,本·阿弗莱克,马特·达蒙/罗宾·威廉姆斯/本·阿弗莱克/斯特兰·斯卡斯加德/明妮·德里弗/卡西·阿弗莱克/科尔·豪瑟/JohnMighton/DanWashington/艾莉森·福兰德/维克·萨海/史提文科兹洛夫斯基/斯科特·威廉姆·文特斯/JimmyFlynn/乔治·普林普顿/弗朗切斯科·克莱门特,剧情,美国,英语,1997,126分钟,(全部67470条),(全部2076条)
拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,8.9,343873,史蒂文·斯皮尔伯格,罗伯特·罗达特,汤姆·汉克斯/汤姆·塞兹摩尔/爱德华·伯恩斯/巴里·佩珀/亚当·戈德堡/范·迪塞尔/吉奥瓦尼·瑞比西/杰瑞米·戴维斯/马特·达蒙/特德·丹森/保罗·吉亚玛提/丹尼斯·法里纳/马克斯·马蒂尼/丹兰·布鲁诺/丹尼尔·切尔奎拉/迪米特里·格里特萨斯/史蒂夫·格里芬/彼得·迈尔斯/亚当·肖/罗尔夫·萨克森/克里·约翰逊/洛克兰·艾肯/尚恩约翰逊/莱尔德·曼辛托斯/安德鲁·斯科特/马修·夏普/文森特·沃尔什/约翰·沙拉恩/马丁·哈伯/罗非洛·迪格托勒/恩里奇·雷德曼/米歇尔·埃文斯/内森·菲利安/勒兰德·奥瑟/大卫·维格/瑞恩·赫斯特/哈威·普雷斯内尔/代尔·戴/布莱恩·科兰斯顿/大卫·沃尔/埃里克·罗兰/哈里逊·杨/凯思琳·拜荣/约翰·德·兰西/詹姆斯·恩布里/德里克·李/若昂·科斯塔·梅内塞斯/马克·施泰因迈尔,剧情/历史/战争,美国,英语/法语/德语/捷克语,1998,169分钟,(全部43186条),(全部725条)
两杆大烟枪,https://movie.douban.com/subject/1293350/,9.1,353022,盖·里奇,盖·里奇,杰森·弗莱明/德克斯特·弗莱彻/尼克·莫兰/杰森·斯坦森/斯蒂文·麦金托什/斯汀/维尼·琼斯,剧情/喜剧/犯罪,英国,英语,1998,107分钟,(全部67540条),(全部637条)
春光乍泄,https://movie.douban.com/subject/1292679/,8.9,342898,王家卫,王家卫,张国荣/梁朝伟/张震,剧情/爱情/同性,香港/日本/韩国,粤语/汉语普通话/西班牙语,1997,96分钟,(全部72510条),(全部2262条)
幽灵公主,https://movie.douban.com/subject/1297359/,8.8,314796,宫崎骏,宫崎骏,松田洋治/石田百合子/田中裕子/小林薰/西村雅彦/上条恒彦/岛本须美/渡边哲/佐藤允/名古屋章/美轮明宏/森光子/森繁久弥,动画/奇幻/冒险,日本,日语,1997,134分钟,(全部40337条),(全部668条)
青蛇,https://movie.douban.com/subject/1303394/,8.5,286967,徐克,李碧华,张曼玉/王祖贤/赵文卓/吴兴国/马精武/田丰/刘洵,剧情/爱情/奇幻/古装,香港,粤语,1993,99分钟,(全部45042条),(全部1138条)
阿飞正传,https://movie.douban.com/subject/1305690/,8.5,277759,王家卫,王家卫,张国荣/张曼玉/刘嘉玲/刘德华/张学友/潘迪华/梁朝伟,剧情/爱情/犯罪,香港,粤语/汉语普通话/英语/菲律宾语/上海话,1990,94分钟,(全部57500条),(全部1403条)
猜火车,https://movie.douban.com/subject/1292528/,8.5,295904,丹尼·博伊尔,埃文·威尔什,伊万·麦克格雷格/艾文·布莱纳/约翰尼·李·米勒/凯文·麦克基德/罗伯特·卡莱尔/凯莉·麦克唐纳/彼得·穆兰/詹姆斯·卡沙莫/艾琳·尼古拉斯/苏珊·维德勒/波林·林奇/雪莉·亨德森/斯图尔特·麦克奎里/埃文·威尔什/戴尔·温顿/基思·艾伦/凯文·艾伦/FionaBell/休罗斯/芬利·威尔士/汤姆·德尔玛/约翰·霍奇/安德鲁·麦克唐纳/StuartMcGugan,剧情/犯罪,英国,英语,1996,94分钟,(全部55201条),(全部1198条)
甜蜜蜜,https://movie.douban.com/subject/1305164/,8.8,292302,陈可辛,岸西,黎明/张曼玉/杨恭如/曾志伟/杜可风/张同祖/诸慧荷/丁羽,剧情/爱情,香港,粤语/汉语普通话/英语,1996,118分钟,(全部59831条),(全部1783条)
第六感,https://movie.douban.com/subject/1297630/,8.8,308551,M·奈特·沙马兰,M·奈特·沙马兰,布鲁斯·威利斯/海利·乔·奥斯蒙/托妮·科莱特/奥莉维亚·威廉姆斯/唐尼·沃尔伯格/特拉沃·摩根/彼得·安东尼·唐伯蒂斯/格伦·菲茨杰拉德/米莎·巴顿/LisaSummerour/法尔德斯·巴姆/杰弗里·泽布尼斯,剧情/悬疑/惊悚,美国,英语/拉丁语/西班牙语,1999,107分钟,(全部62250条),(全部786条)
爱在黎明破晓前,https://movie.douban.com/subject/1296339/,8.8,302340,理查德·林克莱特,理查德·林克莱特,伊桑·霍克/朱莉·德尔佩/安德莉亚·埃克特/汉诺·波西尔/KarlBruckschwaiger/TexRubinowitz/埃尔尼·曼戈尔德/DominikCastell/HaymonMariaButtinger/HaraldWaiglein/汉斯·魏因加特纳/PeterIlyHuemer/HubertFabianKulterer/约翰·斯洛斯/ChristianAnkowitsch/亚当·戈德堡/PaulPoet,剧情/爱情,美国/奥地利/瑞士,英语/德语/法语,1995,101分钟,(全部74237条),(全部2033条)
小鬼当家,https://movie.douban.com/subject/1293088/,8.2,244854,克里斯·哥伦布,约翰·休斯,麦考利·卡尔金/乔·佩西/丹尼尔·斯特恩/约翰·赫德/罗伯茨·布洛瑟姆/凯瑟琳·欧哈拉/安吉拉·戈塔尔斯/戴文·雷特瑞/杰瑞·巴曼/希拉里•沃尔夫/约翰·坎迪/拉里·哈金/迈克尔·C·莫罗纳/克里斯汀·敏特尔/戴阿娜·坎佩露/杰迪代亚·科恩/基南·卡尔金/森塔·摩西/泰利·斯内尔/马特·多赫蒂/拉尔夫·富迪/MichaelGuido/雷·托勒/BillieBird/比尔·厄尔文/格里·贝克尔/克拉克·德弗洛/DanCharlesZukoski/霍普·戴维斯/詹姆斯·雷恩/肯·哈德森·坎贝尔/吉姆·奥特莱比/莱昂纳尔·巴里摩尔/奎因.卡尔金/拉加·高斯内尔/詹姆斯·M·赫夫曼/宝拉·纽瑟姆/YuriRutman/LucianoSaber,喜剧,美国,英语,1990,103分钟,(全部19684条),(全部85条)
饮食男女,https://movie.douban.com/subject/1291818/,9.1,290719,李安,李安,郎雄/杨贵媚/吴倩莲/王渝文/张艾嘉/归亚蕾/赵文瑄/陈昭荣/陈捷文/卢金城/唐语谦/洪其德/王瑞/杜满生/王玨/陈妤/左正芬/许敬民/聂卓晶/丁仲,剧情/家庭,台湾/美国,汉语普通话/闽南语/湖南话,1994,124分钟,(全部67204条),(全部1586条)
九品芝麻官,https://movie.douban.com/subject/1297518/,8.3,258610,王晶,王晶,周星驰/吴孟达/张敏/徐锦江/钟丽缇/蔡少芬/吴启华/邹兆龙/梁荣忠/黄一飞/苑琼丹/刘洵/黄一山,喜剧/古装,香港,粤语,1994,108分钟,(全部19433条),(全部119条)
菊次郎的夏天,https://movie.douban.com/subject/1293359/,8.8,258428,北野武,北野武,北野武/关口雄介/岸本加世子/グレート義太夫/井手博士/磨赤儿/大家由祐子/细川典江/今村鼠/田中要次,剧情/喜剧,日本,日语,1999,121分钟,(全部59983条),(全部1459条)
变脸,https://movie.douban.com/subject/1292659/,8.4,260905,吴宇森,麦克·韦柏,约翰·特拉沃尔塔/尼古拉斯·凯奇/琼·艾伦/亚历桑德罗·尼沃拉/吉娜·格申/多米尼克·斯万/尼克·卡萨维茨/哈威·普雷斯内尔/科鲁姆·费奥瑞/约翰·卡洛·林奇/希·庞德/罗伯特·维斯多姆/赵牡丹/詹姆斯·丹顿/马特·罗斯/克里斯·鲍尔/迈尔斯·杰弗里/大卫·麦克库利/托马斯·简/汤米·弗拉纳根/达纳·史密斯/罗密·温莎/保罗•希普/柯克·鲍兹/劳伦·辛克莱尔/本·里德/丽莎·博伊尔/琳达·霍夫曼/丹尼·马斯特森/迈克尔·罗查/麦克·韦柏/梅根·保罗/诺姆·卡普顿,动作/科幻/惊悚/犯罪,美国,英语/拉丁语,1997,138分钟,(全部31025条),(全部314条)
新龙门客栈,https://movie.douban.com/subject/1292287/,8.5,241715,李惠民,徐克,张曼玉/林青霞/梁家辉/甄子丹/熊欣欣/刘洵/任世官/吴启华/袁祥仁/徐锦江/郑希怡/王彤川/王伟顺/蔡浩,动作/爱情/武侠/古装,香港/中国大陆,汉语普通话/粤语,1992,88分钟,(全部28536条),(全部344条)
食神,https://movie.douban.com/subject/1293351/,7.9,242956,李力持/周星驰,劳文生,周星驰/莫文蔚/刘以达/吴孟达/薛家燕/谷德昭/李兆基/江希文/田启文/欧锦棠/罗家英/钟丽缇/林雪,喜剧/动作,香港,粤语,1996,88分钟,(全部18291条),(全部143条)
纵横四海,https://movie.douban.com/subject/1295409/,8.7,209280,吴宇森,吴宇森,周润发/张国荣/钟楚红/朱江/曾江/胡枫/唐宁/邓一君,剧情/喜剧/动作/犯罪,香港,粤语/汉语普通话/客家话/英语/法语,1991,108分钟,(全部33352条),(全部312条)
大内密探零零发,https://movie.douban.com/subject/1329936/,7.7,219145,谷德昭/周星驰,劳文生,周星驰/刘嘉玲/李若彤/罗家英/张达明/刘以达/李力持/江欣燕/苑琼丹/朱咪咪/李健仁/袁祥仁/袁信义/植敬雯/潘恒生/谷德昭/文隽/黄老邪/黄一飞/查尔斯·沈/吴育枢/王均康/陈剑云/欧锦棠/叶伟信,喜剧/动作/爱情/古装,香港,粤语,1996,89分钟,(全部16091条),(全部119条)
国产凌凌漆,https://movie.douban.com/subject/1307739/,8.2,223711,李力持/周星驰,谷德昭,周星驰/袁咏仪/罗家英/陈宝莲/郑祖/黄锦江/李力持/于荣光/李健仁/古明华/黄一飞/梁思浩/梁小熊/曾守明/邓兆尊/梁克逊/黄老邪/叶进,喜剧/动作,香港,汉语普通话/粤语,1994,83分钟,(全部21436条),(全部185条)
侧耳倾听,https://movie.douban.com/subject/1297052/,8.8,235174,近藤喜文,宫崎骏,本名阳子/小林桂树/高山南/高桥一生/山下容莉枝/室井滋/露口茂/饭冢雅弓,剧情/爱情/动画,日本,日语/英语,1995,111分钟,(全部47943条),(全部1209条)
诺丁山,https://movie.douban.com/subject/1298038/,7.9,227551,罗杰·米歇尔,理查德·柯蒂斯,朱莉娅·罗伯茨/休·格兰特/理查德·麦凯布/瑞斯·伊凡斯/詹姆斯·德雷福斯/迪兰·莫兰/亨利·古德曼/朱利安·林希德-图特/罗蕾莱·金/约翰·斯拉普内尔/克拉克·彼得斯/尤兰达·瓦兹奎兹/米莎·巴顿/蒂姆·麦克纳尼/吉娜·麦基/艾玛·钱伯斯/休·博纳维尔/多里斯·洛夫/桑吉夫·巴哈斯卡/保罗·查希迪/艾米莉·莫迪默/萨缪尔·韦斯特/帕特里克·巴罗/安迪·德拉图尔/鲁伯特·普格特/AnnBeach/莎莉·菲利普斯/亚历克·鲍德温/IanBooKhoo/西蒙·卡洛/乔·考尼什/肖恩·克罗宁/欧米德·吉亚李利/迈克尔·希格斯/若昂·科斯塔·梅内塞斯/马修·莫迪恩,喜剧/爱情,英国/美国,英语/西班牙语,1999,124分钟,(全部47471条),(全部850条)
美国丽人,https://movie.douban.com/subject/1292062/,8.5,227049,萨姆·门德斯,艾伦·鲍尔,凯文·史派西/安妮特·贝宁/索拉·伯奇/韦斯·本特利/米娜·苏瓦丽/彼得·盖勒/艾莉森·珍妮/克里斯·库珀/斯科特·巴库拉/山姆·洛巴兹/巴里·德尔·舍曼/阿若·希利/约翰·赵/肯特·法尔考/希瑟·乔伊·谢尔/切尔西·赫特福德/安贝尔·史密斯/乔尔·麦克拉里/玛丽莎·贾里特·威诺克/丹尼斯·安德森,剧情/爱情/家庭,美国,英语,1999,122分钟,(全部42038条),(全部1303条)
侏罗纪公园,https://movie.douban.com/subject/1292523/,8.1,202759,史蒂文·斯皮尔伯格,迈克尔·克莱顿,山姆·尼尔/劳拉·邓恩/杰夫·高布伦/理查德·阿滕伯勒/鲍勃·佩克/马丁·费雷罗/约瑟夫·梅泽罗/阿丽亚娜·理查兹/塞缪尔·杰克逊/黄荣亮/韦恩·奈特/杰拉尔德·R·莫伦/米盖尔·桑多瓦尔,科幻/惊悚/冒险,美国,英语/西班牙语,1993,127分钟,(全部27498条),(全部218条)
夜访吸血鬼,https://movie.douban.com/subject/1299327/,8.3,221442,尼尔·乔丹,安妮·莱斯,布拉德·皮特/汤姆·克鲁斯/克斯汀·邓斯特/克里斯蒂安·史莱特/坦迪·牛顿/安东尼奥·班德拉斯/海伦·麦克洛瑞/罗格·洛伊德-派克/斯蒂芬·瑞/马塞尔·尤勒斯/贝利纳·洛根/苏珊·林奇/安德鲁·蒂曼/约翰·麦康奈尔/洛尔·玛尔萨克/多美兹亚娜·佐丹奴,剧情/惊悚/奇幻,美国,英语,1994,123分钟,(全部41616条),(全部591条)
武状元苏乞儿,https://movie.douban.com/subject/1297863/,7.6,190314,陈嘉上,陈建忠,周星驰/张敏/吴孟达/徐少强/林威/陈百祥/郑丹瑞/苑琼丹/陈慧仪,喜剧/动作/武侠/古装,香港,粤语,1992,96分钟,(全部10353条),(全部89条)
玩具总动员,https://movie.douban.com/subject/1291575/,8.3,195038,约翰·拉塞特,乔斯·韦登,汤姆·汉克斯/蒂姆·艾伦/唐·里克斯/吉姆·法尼,喜剧/动画/家庭,美国,英语,1995,81分钟,(全部17013条),(全部137条)
