name,url,rate,box,director,writer,actor,genre,place,language,releasedate,movietime
钢铁飞龙之奥特曼崛起,https://movie.douban.com/subject/30190607/,3.2,21500000,王巍,王巍,,动作/科幻/动画,中国大陆,汉语普通话,2019-01-18,90分钟
奎迪：英雄再起,https://movie.douban.com/subject/26707088/,7.2,16720000,小斯蒂芬·卡普尔,乔·霍代里·库克,迈克尔·B·乔丹/西尔维斯特·史泰龙/泰莎·汤普森/杜夫·龙格尔/弗罗里安·穆特鲁/布里吉特·尼尔森/罗素·霍恩斯比/伍德·哈里斯/米洛·文堤米利亚/菲利西亚·拉斯海德/迈克尔·巴佛/安德烈·沃德/迈尔斯·哈姆帕斯/伊沃·南迪/克里斯托弗·曼恩,剧情/运动,美国,英语,2019-01-04,130分钟
我想吃掉你的胰脏,https://movie.douban.com/subject/27107140/,6.8,13620000,牛岛新一郎,牛岛新一郎,高杉真宙/Lynn/藤井雪代/内田雄马/福岛润/田中敦子/三木真一郎,爱情/动画,日本,日语,2019-01-18,108分钟
德鲁大叔,https://movie.douban.com/subject/27074301/,6.5,7020000,查尔斯·斯通三世,杰·朗吉诺,凯里·欧文/里尔·莱尔·哈瓦瑞/沙奎尔·奥尼尔/克里斯·韦伯/雷吉·米勒/内特·罗宾逊/丽萨·莱斯利/埃丽卡·阿什/蒂凡尼·哈迪斯/尼克·克罗尔/迈克·艾普斯/J·B·斯穆夫/亚当·拉扎尔-怀特/比尔·沃尔顿/乔治·格文/史蒂夫·纳什/迪肯贝·穆托姆博/宁宁·利克斯/特伦斯·罗斯摩尔/德韦恩·博伊德/以利亚·埃弗雷特/盖奇·劳森,喜剧/运动,美国,英语,2019-01-11,103分钟
流浪地球,https://movie.douban.com/subject/26266893/,7.9,4627000000,郭帆,龚格尔,屈楚萧/吴京/李光洁/吴孟达,科幻/灾难,中国大陆,汉语普通话,2019-02-05,125分钟
新喜剧之王,https://movie.douban.com/subject/4840388/,5.8,624000000,周星驰,周星驰,王宝强/鄂靖文/张全蛋,剧情/喜剧,中国大陆/香港,汉语普通话,2019-02-05,91分钟
飞驰人生,https://movie.douban.com/subject/30163509/,7.0,1715000000,韩寒,韩寒,沈腾/黄景瑜/尹正,喜剧,中国大陆,汉语普通话,2019-02-05,98分钟
廉政风云,https://movie.douban.com/subject/27114416/,5.5,114000000,麦兆辉,麦兆辉,刘青云/张家辉/林嘉欣,剧情/悬疑/犯罪,香港,粤语,2019-02-05,114分钟
疯狂的外星人,https://movie.douban.com/subject/25986662/,6.4,2201000000,宁浩,孙小杭,黄渤/沈腾/汤姆·派福瑞,喜剧/科幻,中国大陆,汉语普通话,2019-02-05,116分钟
神探蒲松龄,https://movie.douban.com/subject/27065898/,3.9,153000000,严嘉,刘伯翰,成龙/阮经天/钟楚曦,喜剧/动作/奇幻,中国大陆,汉语普通话,2019-02-05,108分钟
