name,url,rate,box,director,writer,actor,genre,place,language,releasedate,movietime
铁线虫入侵 연가시,https://movie.douban.com/subject/6839145/,6.7,7050000,朴正祐,朴正祐,金明民/金烔完/文晶熙/李荷妮,剧情/惊悚/灾难,韩国,韩语,2012-12-06(中国大陆),109分钟
目击者,https://movie.douban.com/subject/10594920/,5.9,7750000,高则豪,汤清发,高捷/淳于珊珊/贾孝国/许明虎/胡小庭/张海,剧情/动作/悬疑/惊悚,中国大陆,汉语普通话,2012-11-20(中国大陆),94分钟
我老公不靠谱 我老婆唔够秤II：我老公唔生性,https://movie.douban.com/subject/10788846/,6.5,23600000,阮世生,阮世生,蔡卓妍/郑伊健/张歆艺/徐正溪/王祖蓝/郑欣宜/关楚耀,喜剧/爱情,香港,粤语,2012-12-07(中国大陆),106分钟
人再囧途之泰囧,https://movie.douban.com/subject/10574622/,7.4,1243530000,徐峥,徐峥,徐峥/王宝强/黄渤/陶虹/谢楠/范冰冰,喜剧,中国大陆,汉语普通话/英语/泰语,2012-12-12(中国大陆),105分钟
恋爱三万英尺,https://movie.douban.com/subject/10563119/,3.3,2900000,杨子,杨子,方力申/谢君豪/黄又南/刘羽琦/张佳楠/赵荣/郑晓宁,喜剧/爱情,中国大陆,汉语普通话/粤语,2012-11-23(中国大陆),93分钟
邂逅幸福 Un bonheur N'arrive Jamais Seul,https://movie.douban.com/subject/6724946/,6.9,1250000,詹姆斯·胡特,詹姆斯·胡特,苏菲·玛索/加德·艾尔马莱/莫里斯·巴泰勒米/弗朗索瓦·贝莱昂/米夏埃尔·阿比特布尔/朱莉-安妮·罗斯,喜剧/爱情,法国,法语,2012-11-27(中国大陆),108分钟
无间罪：僵尸重生,https://movie.douban.com/subject/11612905/,2.6,5100000,夏咏,李刚,刘锡明/刘珈彤/梁小龙/尚华/林重延/李奇龙/乔禹涵,惊悚/恐怖,中国大陆,汉语普通话,2012-11-23(中国大陆),93分钟
2012,https://movie.douban.com/subject/3005875/,7.8,134400000,罗兰·艾默里奇,罗兰·艾默里奇,约翰·库萨克/切瓦特·埃加福特/阿曼达·皮特/坦迪·牛顿/丹尼·格洛弗/伍迪·哈里森/奥利弗·普莱特/连姆·詹姆斯/摩根·莉莉/毕崔斯·罗森/黄经汉/卢燕,动作/科幻/冒险/灾难,美国/加拿大,英语/法语/藏语/汉语普通话/俄语/印地语/葡萄牙语/拉丁语/意大利语,2009-11-13(中国大陆/美国),158分钟
王的盛宴,https://movie.douban.com/subject/4202204/,5.4,73950000,陆川,陆川,刘烨/吴彦祖/张震/秦岚/沙溢/聂远/霍思燕/何杜娟/陶泽如/李琦/奇道/赵亮/吕聿来/郝柏杰,历史/古装,中国大陆,汉语普通话,2012-11-29(中国大陆),109分钟
一九四二,https://movie.douban.com/subject/6011805/,7.5,360600000,冯小刚,刘震云,张国立/张默/徐帆/李雪健/陈道明/艾德里安·布洛迪/蒂姆·罗宾斯/冯远征/张涵予/王子文/段奕宏/范伟/柯蓝/张国强/林永健/乔振宇/李倩/赵毅,剧情/历史/战争/灾难,中国大陆,河南方言/英语/日语/汉语普通话,2012-11-29(中国大陆),146分钟
少年派的奇幻漂流 Life of Pi,https://movie.douban.com/subject/1929463/,9.0,560200000,李安,扬·马特尔,苏拉·沙玛/伊尔凡·可汗/拉菲·斯波/阿迪勒·侯赛因/塔布/阿尤什·坦东/加塔姆·贝鲁尔/阿彦·汗/穆德·阿巴斯·卡勒里/维比什·希瓦库玛/热拉尔·德帕迪约/詹姆斯·塞托/俊·奈托/安德里亚·迪·斯戴法诺/沙拉万提·塞纳特/王柏杰/柯一正/黄健玮,剧情/奇幻/冒险,美国/台湾/英国/加拿大,英语/泰米尔语/法语/日语/印地语/汉语普通话,2012-11-22(中国大陆),127分钟
三个未婚妈妈,https://movie.douban.com/subject/10813354/,4.0,3900000,江平,朱苹,车永莉/爱新觉罗·启星/居文沛/苏有朋/黄磊/张嘉译,剧情,中国大陆,汉语普通话,2012-10-26(中国大陆),90分钟
普罗旺斯惊魂记 Derrière les murs,https://movie.douban.com/subject/5152934/,3.9,15850000,朱利安·拉孔布,朱利安·拉孔布,莱蒂西娅·卡斯塔/蒂埃里·钮维/贾克·鲍那非/罗杰·杜马斯/安妮·波努瓦/安娜·卢瓦雷,剧情/悬疑/惊悚/恐怖,法国,法语,2012-10-30(中国大陆),87分钟(中国大陆)
诡爱,https://movie.douban.com/subject/11636413/,5.0,12100000,梁婷,梁婷,辛芷蕾/成毅/于毅/叶熙祺/张哲瀚/何佩瑜/邢岷山,悬疑/惊悚,中国大陆,汉语普通话,2012-10-30(中国大陆),107分钟
新妈妈再爱我一次,https://movie.douban.com/subject/6309365/,4.4,5320000,金世勋,,景甜/陆毅/迷你彬/郝好/程伊/罗家英,剧情/爱情/家庭,中国大陆,汉语普通话,2012-11-09(中国大陆),96分钟
冰雪11天,https://movie.douban.com/subject/10810268/,5.5,8180000,陈国星,思芜,刘桦/冯远征/黄奕/郭家铭/奚美娟/柳岩/梁丹妮,剧情/灾难,中国大陆,汉语普通话,2012-11-01(中国大陆),100分钟
一次别离 جدایی نادر از سیمین,https://movie.douban.com/subject/5964718/,8.7,3000000,阿斯哈·法哈蒂,阿斯哈·法哈蒂,佩曼·莫阿迪/蕾拉·哈塔米/萨瑞·巴亚特/沙哈布·侯赛尼/萨日娜·法哈蒂/梅里拉·扎雷伊/阿里-阿萨哈·萨哈巴齐/巴巴克·卡里米/吉米娅·侯赛伊妮/希尔·亚齐丹巴克什/萨哈巴努·佐哈多,剧情/家庭,伊朗/法国,波斯语,2012-11-13(中国大陆),123分钟
给野兽献花,https://movie.douban.com/subject/6389532/,4.9,6100000,张立嘉,张立嘉,房祖名/安以轩/林雪/陈保元/巩新亮/杜奕衡/骆达华/刘序浩/高捷/李欣汝/梁丹妮/朱子岩/吴孟达,剧情/爱情,中国大陆,汉语普通话,2012-11-16(中国大陆),91分钟
天生爱情狂 天生愛情狂,https://movie.douban.com/subject/10456963/,5.8,9600000,叶念琛,叶念琛,张智霖/刘心悠/雨侨/黄智雯/梁烈唯/叶熙祺/陈柏宇/苟芸慧,喜剧/爱情,香港,粤语,2012-11-09(中国大陆),106分钟
幻影追凶 Faces in the Crowd,https://movie.douban.com/subject/4120583/,6.1,12450000,朱利安·麦格奈,朱利安·麦格奈,米拉·乔沃维奇/朱利安·麦克马洪/迈克尔·山克斯/莎拉·韦恩·卡丽丝/何家蓓/瓦伦提娜·瓦格斯,剧情/惊悚/犯罪,美国/法国/加拿大/英国,英语,2012-11-13(中国大陆),103分钟
守护者联盟 Rise of the Guardians,https://movie.douban.com/subject/3769423/,8.1,27800000,彼得·拉姆齐,大卫·林赛-阿贝尔,克里斯·派恩/休·杰克曼/艾拉·菲舍尔/裘德·洛/亚历克·鲍德温/达科塔·高尤/卡玛尼·格里芬/彼得·拉姆齐,动画/家庭/奇幻/冒险,美国,英语,2012-11-16(中国大陆),97分钟
无敌破坏王 Wreck-It Ralph,https://movie.douban.com/subject/6534248/,8.7,62550000,瑞奇·摩尔,菲尔·约翰斯顿,约翰·C·赖利/萨拉·西尔弗曼/杰克·麦克布瑞尔/简·林奇/艾伦·图代克/敏迪·卡灵/乔·洛·特鲁格里奥/艾德·奥尼尔/丹尼斯·海斯伯特/伊迪·迈克莱尔/雷蒙德·S·佩尔西/杰斯·哈梅尔/瑞秋·哈里斯/斯盖拉·阿斯丁/亚当·卡罗拉/霍拉提奥·桑斯/莫里斯·拉马奇/斯戴芬妮·斯考特/约翰·迪·玛吉欧/瑞奇·摩尔/凯蒂·洛斯/贾米·埃曼/乔西·特立尼达/辛贝·沃克/塔克·吉莫尔/布兰登·斯考特/蒂姆·梅尔滕斯/凯文·迪特斯/杰洛·里佛斯/马丁·贾维斯/布莱恩·克辛格/罗杰·克莱格·史密斯/菲尔·约翰斯顿/鲁本·兰登/凯尔·赫伯特/洁米·斯贝勒·罗伯茨/尼克·格里姆肖,喜剧/动画/奇幻/冒险,美国,英语,2012-11-06(中国大陆),101分钟
寒战 寒戰,https://movie.douban.com/subject/6890730/,7.4,248650000,梁乐民,梁乐民,郭富城/梁家辉/李治廷/彭于晏/杨采妮/马伊琍/林家栋/安志杰/钱嘉乐/尹子维/王敏德/黄芝琪/郑欣宜/文峰/贾晓晨/刘德华/何华超,剧情/动作/犯罪,香港/中国大陆,粤语/汉语普通话,2012-11-08(中国大陆/香港),103分钟
叛谍追击 The Expatriate,https://movie.douban.com/subject/6790253/,6.0,13160000,菲利普·施特尔茨尔,阿拉什·阿梅尔,艾伦·艾克哈特/欧嘉·柯瑞兰寇/丽亚娜·莱伯拉托/亚历山大·费林/凯特·林德尔/艾力克·高敦/SebastienSoudais,动作/惊悚,美国/加拿大/比利时,英语,2012-10-12(中国大陆),100分钟
安娜·卡列尼娜 Anna Karenina,https://movie.douban.com/subject/6110546/,7.1,11300000,乔·赖特,汤姆·斯托帕德,凯拉·奈特莉/裘德·洛/米歇尔·道克瑞/凯莉·麦克唐纳/亚伦·泰勒-约翰逊/艾米丽·沃森/马修·麦克费登/奥莉维亚·威廉姆斯/露丝·威尔森/艾丽西亚·维坎德/多姆纳尔·格里森,剧情/爱情,英国,英语,2012-10-16(中国大陆),130分钟
男人如衣服,https://movie.douban.com/subject/10606939/,5.0,26800000,谷德昭,谷德昭,黄百鸣/郑中基/林峯/熊黛林/毛舜筠/吴千语/海清,喜剧/爱情,香港/中国大陆,汉语普通话/粤语,2012-10-12(中国大陆),97分钟
雨中的树,https://movie.douban.com/subject/10583887/,5.7,17550000,尹力,刘恒,王志飞/丁柳元/王成阳/刘佩琦/闫妮/雷恪生/徐海乔/吴军/邹俊百/马精武/果靖霖/李梦男,剧情,中国大陆,汉语普通话,2012-09-19(中国大陆),106分钟
太极2：英雄崛起,https://movie.douban.com/subject/10573695/,5.9,121350000,冯德伦,张家鲁,梁家辉/袁晓超/杨颖/彭于晏/冯绍峰/谢欣颖/冯淬帆/吴迪/熊乃瑾/申思/英达/刘碧丽/冯德伦/陈思诚/彼得·斯特曼/袁文康/谢贤/元彪/吴彦祖,喜剧/动作/奇幻/武侠/古装,中国大陆,汉语普通话,2012-10-25(中国大陆),103分钟
暮光之城4：破晓(上) The Twilight Saga: Breaking Dawn - Part 1,https://movie.douban.com/subject/3289081/,6.4,32950000,比尔·康顿,斯蒂芬妮·梅耶,罗伯特·帕丁森/克里斯汀·斯图尔特/泰勒·洛特纳/杰克逊·拉斯波恩/阿什丽·格林尼/安娜·肯德里克/妮基·瑞德/彼得·费辛利,剧情/爱情/惊悚/奇幻/冒险,美国,英语,2012-10-23(中国大陆),117分钟
大海啸之鲨口逃生 Bait 3D,https://movie.douban.com/subject/3735015/,5.4,158700000,金波·兰道,拉塞尔·穆卡希,沙妮·文森/泽维尔·塞缪尔/朱利安·麦克马洪/菲比·托金/戚玉武/亚历克斯·罗素/林肯·刘易斯/卡莉巴·海内,动作/惊悚/灾难,澳大利亚,英语,2012-10-12(中国大陆),92分钟(中国大陆)
全面回忆 Total Recall,https://movie.douban.com/subject/3569911/,7.0,115990000,伦·怀斯曼,马克·鲍姆贝克,科林·法瑞尔/凯特·贝金赛尔/杰西卡·贝尔/布莱恩·科兰斯顿/博基姆·伍德拜因/比尔·奈伊/约翰·赵/李威尹/伊桑·霍克/詹姆斯·麦克格温/娜塔莉·林斯卡/斯蒂芬·麦克唐纳德,动作/科幻/惊悚/冒险,美国/加拿大,英语,2012-10-20(中国大陆),118分钟
谍影重重4 The Bourne Legacy,https://movie.douban.com/subject/3001077/,6.7,219250000,托尼·吉尔罗伊,托尼·吉尔罗伊,杰瑞米·雷纳/蕾切尔·薇兹/爱德华·诺顿/琼·艾伦/奥斯卡·伊萨克/唐纳·墨菲/寇瑞·斯托尔/大卫·斯特雷泽恩,动作/悬疑/惊悚,美国/日本,英语/俄语/菲律宾语/乌克兰语,2012-10-25(中国大陆),135分钟
宝贝女儿好妈妈之吃记忆的大雪球,https://movie.douban.com/subject/11618249/,5.5,3500000,张恒,蒋丹,祖晴/梁颖/孙金华/王虹/郭东文/王瑶/曹群耀,喜剧/动画/家庭,中国大陆,汉语普通话,2012-09-30(中国大陆),83分钟
飓风营救2 Taken 2,https://movie.douban.com/subject/3606971/,6.7,116300000,奥利维尔·米加顿,吕克·贝松,连姆·尼森/玛姬·格蕾斯/法米克·詹森/拉德·舍博德兹加/卢克·葛莱姆斯/勒兰德·奥瑟/路奈尔·坎贝尔/劳拉·布莱斯,剧情/动作/犯罪,法国/美国,英语/土耳其语/阿拉伯语,2012-10-07(中国大陆),91分钟
萨米大冒险 Le Voyage extraordinaire de Samy,https://movie.douban.com/subject/3074533/,6.8,21500000,本·斯塔森,多米尼克·帕里斯,蒂姆·克里/詹尼·麦卡锡/安东尼·安德森/梅兰尼·格里菲斯/小艾德·博格里/斯泰西·基齐/柯斯汀·科佩尔/伊莎贝拉·弗尔曼/罗伯特·席安,动画/冒险,比利时,英语,2012-09-30(中国大陆),85分钟
危险关系,https://movie.douban.com/subject/6527269/,5.8,59250000,许秦豪,严歌苓,章子怡/张东健/张柏芝/窦骁/卢燕/王奕瑾,剧情/爱情,中国大陆/韩国/新加坡,汉语普通话,2012-09-27(中国大陆),112分钟
铜雀台,https://movie.douban.com/subject/6796158/,5.0,98350000,赵林山,汪海林,周润发/刘亦菲/苏有朋/玉木宏/伊能静/邱心志/姚橹/倪大红/牛犇/罗家英/保剑锋/池程/王洪千/曲泉丞/彭敬慈/张籽沐/刘杰毅/郭金非/田瑞辉/颜冠英/金延虎/李胜达/王羽铮/王祖卿/付俊龙,剧情/古装,中国大陆,汉语普通话,2012-09-26(中国大陆),107分钟
二次曝光,https://movie.douban.com/subject/6878446/,6.1,106620000,李玉,李玉,范冰冰/冯绍峰/霍思燕/陈冲/孔维/姚安濂/梁静/方励,剧情/爱情/悬疑,中国大陆,汉语普通话,2012-09-29(中国大陆),106分钟
环形使者 Looper,https://movie.douban.com/subject/3179706/,6.9,127850000,莱恩·约翰逊,莱恩·约翰逊,约瑟夫·高登-莱维特/布鲁斯·威利斯/艾米莉·布朗特/保罗·达诺/皮尔斯·加格农/杰夫·丹尼尔斯/许晴,动作/科幻/惊悚,美国/中国大陆,英语/法语/汉语普通话,2012-09-28(美国/中国大陆),110分钟(中国大陆)
太极1：从零开始,https://movie.douban.com/subject/5996800/,5.7,146400000,冯德伦,张家鲁,袁晓超/梁家辉/杨颖/彭于晏/冯绍峰/舒淇/刘伟强/谢欣颖/熊欣欣/冯克安/梁小龙/陈思诚/熊乃瑾/英达/冯德伦/刘碧丽,喜剧/动作/奇幻/武侠/古装,中国大陆,汉语普通话,2012-09-27(中国大陆),99分钟
毕业那年,https://movie.douban.com/subject/10759842/,3.8,790000,姚宇,仧縯,顾莉雅/朱文超/叶青青/王仲欣/丁汀/飞龙/龙泽,剧情/音乐,中国大陆,汉语普通话,2012-09-21(中国大陆),88分钟
非常营救,https://movie.douban.com/subject/11589786/,5.4,650000,毛坚,袁军,赵文瑄/王双宝/任帅/胡影怡/董彦麟/汪洋/崔成勋/张家川,剧情/悬疑,中国大陆,汉语普通话,2012-09-21(中国大陆),90分钟
伤心童话,https://movie.douban.com/subject/10453730/,4.9,10200000,徐正超,徐正超,刘诗诗/胡夏/大左/谢楠/徐正超/伊力奇/杨悦/付滃/张子栋/赵佳怡/鞠泓宇/张一鸣/叶清源,喜剧/爱情,中国大陆,汉语普通话,2012-09-14(中国大陆),92分钟
秘鲁大冒险 Las aventuras de Tadeo Jones,https://movie.douban.com/subject/10746436/,6.5,12200000,安立奎·高德,贝洛妮卡·费尔南德斯,凯瑞·莎勒/菲奥娜·格拉斯科特/亚当·詹姆斯/路易斯·麦克劳德,动画/冒险,西班牙,英语/西班牙语,2012-09-14(中国大陆),92分钟
黑衣女人 The Woman in Black,https://movie.douban.com/subject/5156706/,5.8,16780000,詹姆斯·瓦特金斯,苏珊·希尔,丹尼尔·雷德克里夫/塞伦·希德/珍妮·麦克蒂尔/玛丽·萧克莱/露西·梅耶·巴克,剧情/惊悚/恐怖,英国/加拿大/瑞典,英语,2012-09-20(中国大陆),95分钟
白鹿原,https://movie.douban.com/subject/4718369/,6.3,129750000,王全安,王全安,张丰毅/张雨绮/段奕宏/吴刚/刘威/成泰燊/郭涛,剧情/历史,中国大陆,汉语普通话/陕西话,2012-09-15(中国大陆),154分钟(中国大陆)
稍安勿躁,https://movie.douban.com/subject/10617749/,3.2,1300000,宋金笑,宋金笑,宋金笑/范逸臣/陈冲/王宏伟/伍勇纳/姜晓冲,剧情/喜剧,中国大陆,汉语普通话,2012-09-07(中国大陆),90分钟
超凡蜘蛛侠 The Amazing Spider-Man,https://movie.douban.com/subject/2129132/,7.3,320380000,马克·韦布,史蒂夫·迪特寇,安德鲁·加菲尔德/艾玛·斯通/瑞斯·伊凡斯/马丁·辛/莎莉·菲尔德/C·托马斯·豪威尔/丹尼斯·利瑞/朱丽安妮·尼科尔森/坎贝尔·斯科特/安妮·帕里西/伊尔凡·可汗/迈尔斯·艾略特/汉娜·马克斯,动作/科幻/冒险,美国,英语,2012-08-27(中国大陆),136分钟(美国/中国大陆)
蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,https://movie.douban.com/subject/3395373/,8.7,350850000,克里斯托弗·诺兰,大卫·S·高耶,克里斯蒂安·贝尔/汤姆·哈迪/安妮·海瑟薇/约瑟夫·高登-莱维特/玛丽昂·歌迪亚/加里·奥德曼/迈克尔·凯恩/摩根·弗里曼/朱诺·坦普尔/乔什·平茨/丹尼尔·逊亚塔/内斯特·卡博内尔/伯恩·戈曼/连姆·尼森/乔伊·金/艾丹·吉伦/基里安·墨菲/乔什·斯图沃特/马修·莫迪恩/本·门德尔森,剧情/动作/科幻/惊悚/犯罪,美国/英国,英语/阿拉伯语,2012-08-27(中国大陆),165分钟
普罗米修斯 Prometheus,https://movie.douban.com/subject/3771562/,7.3,224149999,雷德利·斯科特,达蒙·林德洛夫,劳米·拉佩斯/迈克尔·法斯宾德/查理兹·塞隆/伊德里斯·艾尔巴/盖·皮尔斯/罗根·马歇尔-格林/西恩·哈里斯/拉菲·斯波/埃蒙·埃利奥特/黄凯旋/凯特·迪基/帕特里克·威尔森/露西·哈钦森,科幻/惊悚/冒险,美国/英国,英语/苏格兰盖尔语,2012-09-02(中国大陆),124分钟(美国)
敢死队2 The Expendables 2,https://movie.douban.com/subject/6040982/,6.9,335550000,西蒙·韦斯特,西尔维斯特·史泰龙,西尔维斯特·史泰龙/杰森·斯坦森/李连杰/余男/查克·诺瑞斯/尚格·云顿/布鲁斯·威利斯/阿诺·施瓦辛格/泰瑞·克鲁斯/兰迪·库卓/利亚姆·海姆斯沃斯/斯科特·阿金斯/杜夫·龙格尔/诺瓦克·德约科维奇/查瑞丝玛·卡朋特,动作/冒险,美国,英语/尼泊尔语/汉语普通话/桑族语/阿尔巴尼亚语,2012-09-04(中国大陆),103分钟(美国)
爆笑角斗士 勁抽福祿壽,https://movie.douban.com/subject/6534064/,6.3,4000000,钟澍佳,黄洋达,曾志伟/王祖蓝/阮兆祥/李思捷/薛凯琪/张可颐/陈法拉/王小凤/田启文/高海宁/陈美诗/林颖彤/苟芸慧/卢觅雪/叶竞生/谢天华/吴家乐/金刚/蔡一智,喜剧,香港,粤语,2012-08-23(中国大陆),90分钟
恐怖旅馆,https://movie.douban.com/subject/11511025/,2.7,14810000,郑来志,郑来志,陈司翰/贡米/来喜/安雅/赵铭/李菁/董立范,喜剧/恐怖,中国大陆,汉语普通话,2012-08-17(中国大陆),86分钟
边境风云,https://movie.douban.com/subject/11501396/,7.7,29780000,程耳,程耳,孙红雷/王珞丹/张默/杨坤/倪大红/陈曦/高叶,剧情/犯罪,中国大陆,汉语普通话/四川话/缅甸语,2012-08-17(中国大陆),100分钟
河东狮吼2,https://movie.douban.com/subject/6221409/,3.3,74050000,马伟豪,马志宇,张柏芝/小沈阳/赵本山/黄维德/张馨予/何炅/许绍雄,喜剧/动作/爱情,中国大陆/香港,汉语普通话/粤语,2012-08-17(中国大陆),102分钟
HOLD住爱,https://movie.douban.com/subject/10539139/,3.4,45800000,张琦,张琦,杨幂/刘恺威/周秀娜/王景春/吴岱融/王骁,喜剧/爱情/悬疑,中国大陆,汉语普通话,2012-08-23(中国大陆),98分钟
消失的子弹,https://movie.douban.com/subject/6991110/,6.5,160050000,罗志良,罗志良,谢霆锋/刘青云/杨幂/井柏然/廖启智/吴刚/郑希怡/江一燕/高虎/王紫逸,动作/悬疑/犯罪,中国大陆/香港,粤语/汉语普通话,2012-08-14(中国大陆),108分钟
乐翻天,https://movie.douban.com/subject/6946772/,5.1,5200000,王岳伦,王岳伦,姜武/宁静/姚橹/郑京虎/孟瞳迪/林子聪/黄奕/刘桦/杜海涛/张达明/隋凯/黄姿琪,喜剧,中国大陆,汉语普通话,2012-08-02(中国大陆),90分钟
搞定岳父大人,https://movie.douban.com/subject/10831449/,6.4,15750000,李海蜀,李海蜀,徐峥/许绍雄/林鹏/李凤绪,喜剧/爱情/家庭,中国大陆,汉语普通话,2012-08-03(中国大陆),95分钟
神秘世界历险记,https://movie.douban.com/subject/2381879/,7.0,21600000,王云飞,王云飞,刘露/孟泉霖/陆揆/冯盛/姜广涛/张瑶函/李立宏/常进/张杰/刘芊含,喜剧/动画/家庭/奇幻/冒险,中国大陆,汉语普通话,2012-08-10(中国大陆),80分钟
太空一号 Lockout,https://movie.douban.com/subject/4301662/,6.1,35400000,詹姆斯·马瑟,吕克·贝松,盖·皮尔斯/玛姬·格蕾斯/彼得·斯特曼/约瑟夫·吉尔根/文森特·里根/连尼·詹姆斯/博扬·佩雷斯,动作/科幻/惊悚,美国/法国,英语,2012-08-07(中国大陆),95分钟
机械师 The Mechanic,https://movie.douban.com/subject/3006783/,6.9,89000000,西蒙·韦斯特,肖恩·萨莱诺,杰森·斯坦森/本·福斯特/托尼·戈德温/唐纳德·萨瑟兰/杰夫·蔡斯/米妮·安顿/克里斯蒂娜·坎贝尔,剧情/动作/惊悚,美国,英语,2012-08-02(中国大陆),93分钟
我爱灰太狼,https://movie.douban.com/subject/10581450/,3.3,72500000,朱枫,黄伟健,赵娜/梁颖/祖晴/高全胜/邓玉婷/刘红韵/朱予同/张琳,喜剧/动画/冒险,中国大陆,汉语普通话,2012-08-10(中国大陆),91分钟
听风者,https://movie.douban.com/subject/6041191/,6.9,242200000,麦兆辉,麦兆辉,梁朝伟/周迅/范晓萱/王学兵/董勇/甘婷婷/单立文,剧情/悬疑,中国大陆/香港,汉语普通话/粤语,2012-08-07(中国大陆),120分钟
神探亨特张,https://movie.douban.com/subject/6880590/,6.9,7700000,高群书,高群书,张立宪/史航/宁财神/顾小白/白燕升/牟森/齐溪/舒可文,动作/犯罪,中国大陆,汉语普通话,2012-07-20(中国大陆),118分钟
老雷斯的故事 Dr. Seuss' The Lorax,https://movie.douban.com/subject/3893805/,6.8,13450000,克里斯·雷纳德,肯·道里欧,扎克·埃夫隆/泰勒·斯威夫特/丹尼·德维托/艾德·赫尔姆斯/贝蒂·怀特/罗伯·里格尔,动画/家庭/奇幻,美国/法国,英语,2012-07-27(中国大陆),86分钟
笔仙,https://movie.douban.com/subject/10549223/,4.7,60100000,安兵基,刘晗,梅婷/郭京飞/吴超,悬疑/恐怖,中国大陆,汉语普通话,2012-07-17(中国大陆),94分钟
在劫难逃 Abduction,https://movie.douban.com/subject/4308001/,5.7,52700000,约翰·辛格顿,肖恩·克里斯汀森,泰勒·洛特纳/莉莉·柯林斯/阿尔弗雷德·莫里纳/西格妮·韦弗/迈克尔·恩奎斯特/詹森·艾萨克/玛丽亚·贝罗/丹泽尔·惠特克,剧情/动作/悬疑/惊悚,美国,英语,2012-07-27(中国大陆),106分钟(美国)
冰川时代4 Ice Age: Continental Drift,https://movie.douban.com/subject/4914468/,8.0,457800000,麦克·特米尔,迈克尔·伯格 ,阿兹·安萨里/乔·贝哈/克里斯托弗·坎贝尔/阿兰·夏巴/伊丝特尔·迪恩/彼特·丁拉基/奥布里·德雷克·葛莱汉姆/杰森·弗里基奥内/卡洛斯·沙尔丹哈/尼克·弗罗斯特/乔什·加德/约翰·雷吉扎莫/克里斯·韦奇,喜剧/动画/冒险,美国,英语,2012-07-27(中国大陆),88分钟
