name,url,rate,box,director,writer,actor,genre,place,language,releasedate,movietime
加勒比海盗5：死无对证,https://movie.douban.com/subject/6311303/,7.2,1179900000,艾斯彭·山德伯格,特里·鲁西奥,约翰尼·德普/哈维尔·巴登/杰弗里·拉什/布伦顿·思韦茨/卡雅·斯考达里奥/凯文·麦克纳利/格什菲·法拉哈尼/奥兰多·布鲁姆/凯拉·奈特莉/斯蒂芬·格拉汉姆/大卫·文翰/保罗·麦卡特尼/马丁·科勒巴/亚当·布朗/丹尼·基兰/马赫什·扎杜/胡安·卡洛斯·凡希多,动作/奇幻/冒险,美国,英语,2017-05-26,129分钟
金刚：骷髅岛,https://movie.douban.com/subject/26309788/,6.6,1149650000,乔丹·沃格特-罗伯茨,麦克思·鲍伦斯坦,汤姆·希德勒斯顿/布丽·拉尔森/塞缪尔·杰克逊/约翰·古德曼/景甜/约翰·C·赖利/科里·霍金斯/约翰·奥提兹/托比·凯贝尔/杰森·米切尔/谢伊·惠格姆/托马斯·曼/尤金·科德罗/马克·埃文·杰克逊/威尔·布里顿/石原贵雅/理查德·詹金斯/艾琳·瑞秋/罗伯特·泰勒/詹姆斯·M.康纳/托马斯·米德蒂奇/布莱恩·萨卡/达特·樊/吴辛惠/贝丝·肯尼迪/泰瑞·诺塔里,动作/奇幻/冒险,美国/中国大陆/澳大利亚/加拿大,英语/越南语/日语,2017-03-24,119分钟
极限特工3：终极回归,https://movie.douban.com/subject/3230115/,5.6,1127930000,D·J·卡卢索,F·斯科特·弗雷泽,范·迪塞尔/甄子丹/迪皮卡·帕度柯妮/吴亦凡/鲁比·罗丝/塞缪尔·杰克逊/妮娜·杜波夫/托尼·贾/托妮·科莱特/赫敏·科菲尔德/阿尔·萨皮恩扎/艾斯·库珀/内马尔/罗伊·麦克凯恩/迈克尔·比斯平,动作/冒险,美国,英语,2017-02-10,107分钟
生化危机：终章,https://movie.douban.com/subject/20471852/,6.5,1112350000,保罗·安德森,保罗·安德森,米拉·乔沃维奇/伊恩·格雷/艾丽·拉特/鲁比·罗丝/李准基/肖恩·罗伯茨/威廉·莱维/欧文·马肯/罗拉/艾尔·安德森/密尔顿·施尔/西沃恩·霍奇森/凯文·奥托/保罗·汉普赛尔,动作/科幻/恐怖,美国,英语,2017-02-24,106分钟
乘风破浪,https://movie.douban.com/subject/26862259/,6.8,1049130000,韩寒,韩寒,邓超/彭于晏/赵丽颖/董子健/金士杰/易小星/张本煜/李荣浩/高华阳/李淳/孙伊涵/熊黎/李春嫒/潘米/小马达/金毛期期/孙启恒/孙强/彭菲茗/贾川西/张国庆/程诚/白珞力/方励/郭佳杰/冷海铭,剧情/喜剧,中国大陆,汉语普通话,2017-01-28,102分钟
神偷奶爸3,https://movie.douban.com/subject/25812712/,6.8,1036720000,凯尔·巴尔达,辛科·保罗,史蒂夫·卡瑞尔/克里斯汀·韦格/崔·帕克/米兰达·卡斯格拉夫/达纳·盖尔/内芙·沙雷尔/皮埃尔·柯芬/史蒂夫·库根/朱莉·安德鲁斯/珍妮·斯蕾特/迈克尔·贝亚蒂/安迪·尼曼/阿德里安·奇斯卡托/布莱恩·T·德莱尼/肯·道里欧,喜剧/动画/冒险,美国,英语,2017-07-07,90分钟
蜘蛛侠：英雄归来,https://movie.douban.com/subject/24753477/,7.4,774130000,乔·沃茨,约翰·弗朗西斯·戴利,汤姆·赫兰德/小罗伯特·唐尼/玛丽莎·托梅/迈克尔·基顿/雅各布·巴特朗/托尼·雷沃罗利/赞达亚/乔恩·费儒/亚伯拉罕·阿塔哈/劳拉·哈里尔/迈克尔·巴尔别里/罗根·马歇尔-格林/马丁·斯塔尔/唐纳德·格洛弗/汉尼拔·布勒斯/迈克尔·曼多/博基姆·伍德拜因/肯尼斯·崔/詹妮弗·康纳利/格温妮斯·帕特洛/克里斯·埃文斯,动作/科幻/冒险,美国,英语,2017-09-08,133分钟
雷神3：诸神黄昏,https://movie.douban.com/subject/25821634/,7.4,743020000,塔伊加·维迪提,埃里克·皮尔森,克里斯·海姆斯沃斯/汤姆·希德勒斯顿/凯特·布兰切特/伊德里斯·艾尔巴/杰夫·高布伦/泰莎·汤普森/卡尔·厄本/马克·鲁弗洛/安东尼·霍普金斯/本尼迪克特·康伯巴奇/塔伊加·维迪提/瑞切尔·豪斯/克兰西·布朗/浅野忠信/雷·史蒂文森/扎克瑞·莱维/卢克·海姆斯沃斯/马特·达蒙/山姆·尼尔/夏洛特·尼克道/斯坦·李,动作/奇幻/冒险,美国,英语,2017-11-03,130分钟
猩球崛起3：终极之战,https://movie.douban.com/subject/25808075/,6.8,739780000,马特·里夫斯,马特·里夫斯,安迪·瑟金斯/伍迪·哈里森/史蒂夫·茨恩/卡琳·考诺娃/阿米尔·米勒/泰瑞·诺塔里/泰·奥尔森/迈克尔·亚当思韦特/托比·凯贝尔/加布里埃尔·查瓦里亚/朱迪·格雷尔/莎拉·坎宁/德文·达尔顿/阿莱克斯·潘诺维奇/亚历桑德罗·朱利安尼/马克斯·洛伊德-琼斯/蒂莫西·韦伯,剧情/动作/科幻,美国,英语/美国手语,2017-09-15,140分钟
大闹天竺,https://movie.douban.com/subject/26389696/,3.7,732280000,王宝强,束焕,王宝强/白客/岳云鹏/柳岩/黄渤/林永健/马浴柯/陈佩斯/朱时茂/王祖蓝/刘昊然,喜剧/动作/冒险,中国大陆,汉语普通话,2017-01-28,100分钟
金刚狼3：殊死一战,https://movie.douban.com/subject/25765735/,8.3,731590000,詹姆斯·曼高德,詹姆斯·曼高德,休·杰克曼/帕特里克·斯图尔特/达芙妮·基恩/波伊德·霍布鲁克/斯戴芬·莫昌特/伊丽莎白·罗德里格斯/多丽丝·莫尔加多/理查德·E·格兰特/玛丽·佩顿·斯图尔特/伊利斯·尼尔/艾瑞琪·拉·塞拉/劳伦·格罗斯/胡安·贾斯帕/克日什托夫·索什斯基/萨博·班克森,剧情/动作/科幻,美国,英语/西班牙语,2017-03-03,123分钟
悟空传,https://movie.douban.com/subject/26035290/,5.0,696490000,郭子健,郭子健,彭于晏/倪妮/余文乐/俞飞鸿/欧豪/郑爽/乔杉/杨迪/巴音/王德顺/李尚恩/张承阳,剧情/动作/奇幻,中国大陆,汉语普通话,2017-07-13,123分钟
正义联盟,https://movie.douban.com/subject/2158490/,6.5,689900000,扎克·施奈德,扎克·施奈德,本·阿弗莱克/亨利·卡维尔/盖尔·加朵/埃兹拉·米勒/杰森·莫玛/雷·费舍尔/杰瑞米·艾恩斯/艾米·亚当斯/戴安·琳恩/康妮·尼尔森/J·K·西蒙斯/塞伦·希德/艾梅柏·希尔德/乔·莫顿/丽莎·洛文·孔斯利/大卫·休里斯/迈克尔·麦克埃尔哈顿/理查德·克里弗特/英格瓦·埃盖特·西古德松/比利·克鲁德普/赛吉·康斯坦斯/乔·曼根尼罗/杰西·艾森伯格,动作/科幻/奇幻/冒险,美国,英语/冰岛语/俄语,2017-11-17,120分钟
银河护卫队2,https://movie.douban.com/subject/25937854/,8.0,685210000,詹姆斯·古恩,詹姆斯·古恩,克里斯·帕拉特/佐伊·索尔达娜/戴夫·巴蒂斯塔/范·迪塞尔/布莱德利·库珀/凯伦·吉兰/迈克尔·鲁克/庞·克莱门捷夫/伊丽莎白·德比茨基/肖恩·古恩/库尔特·拉塞尔/克里斯·沙利文/大卫·哈塞尔霍夫/西尔维斯特·史泰龙/杨紫琼,动作/科幻/冒险,美国,英语,2017-05-05,136分钟
新木乃伊,https://movie.douban.com/subject/20451290/,4.7,625600000,艾里克斯·库兹曼,乔·斯派茨,汤姆·克鲁斯/罗素·克劳/安娜贝拉·沃丽丝/索菲亚·波多拉/杰克·约翰逊/考特尼·万斯/马尔万·肯扎里/斯蒂芬·汤普森/詹姆斯·阿拉马/马修·威尔卡斯/索姆·卡皮拉/肖恩·卡梅伦·迈克尔/雷兹·肯普顿/尼尔·马斯克尔/哈维尔·博泰特/帕克·索耶,动作/奇幻/冒险,美国,英语,2017-06-09,110分钟
一条狗的使命,https://movie.douban.com/subject/6873143/,7.7,607810000,拉斯·霍尔斯道姆,W·布鲁斯·卡梅伦,乔什·加德/布丽特·罗伯森/丹尼斯·奎德/佩吉·利普顿/K·J·阿帕/布莱斯·吉扎尔/朱丽叶·赖伦斯/卢克·科比/加布里埃尔·罗斯/迈克尔·博夫舍维尔/洛根·米勒/柯尔比·豪威尔-巴普蒂斯特/普奇·豪尔/约翰·奥提兹/妮科尔·勒普拉卡/彼特·科拉米斯/卡罗琳·凯芙/简·迈克格雷格/科维西·阿梅扬/卡琳·博姆拜克/娜奥米·弗伦内特,剧情/喜剧/家庭,美国,英语,2017-03-03,101分钟
神奇女侠,https://movie.douban.com/subject/1578714/,7.1,599880000,派蒂·杰金斯,艾伦·海因伯格,盖尔·加朵/克里斯·派恩/康妮·尼尔森/罗宾·怀特/丹尼·赫斯顿/大卫·休里斯/萨伊德·塔格马奥/艾文·布莱纳/尤金·布雷弗·洛克/露茜·戴维斯/埃伦娜·安纳亚/莉莉·阿斯佩尔/艾米丽·凯里/丽莎·洛文·孔斯利/安·奥戈博莫/杜晨·科洛斯,动作/奇幻/冒险,美国/中国大陆/香港,英语,2017-06-02,141分钟
美女与野兽,https://movie.douban.com/subject/25900945/,7.1,591770000,比尔·康顿,斯蒂芬·卓博斯基,艾玛·沃森/丹·史蒂文斯/卢克·伊万斯/凯文·克莱恩/乔什·加德/伊万·麦克格雷格/伊恩·麦克莱恩/艾玛·汤普森/斯坦利·图齐/古古·姆巴塔-劳/奥德拉·麦克唐纳/内森·麦克/哈蒂·莫拉汉/迈克尔·吉普森/水野索诺娅/亨利·加勒特/戴尔·布兰斯顿,爱情/歌舞/奇幻,美国,英语,2017-03-17,129分钟
追龙,https://movie.douban.com/subject/26425068/,7.2,573210000,王晶,王晶,甄子丹/刘德华/姜皓文/郑则仕/刘浩龙/汤镇业/喻亢/胡然/徐冬冬/黄日华/陈惠敏/周励淇/吴毅将,动作/犯罪,香港/中国大陆,粤语/汉语普通话,2017-09-30,128分钟
英伦对决,https://movie.douban.com/subject/25723583/,7.1,535550000,马丁·坎贝尔,大卫·马可尼,成龙/皮尔斯·布鲁斯南/刘涛/梁佩诗/夏莉·墨菲/欧拉·布莱蒂/迈克尔·麦克埃尔哈顿/西蒙·坤茨/雷·费隆/罗里·弗莱克-拜恩/皮帕·贝内特-华纳/德尔莫特·克劳利/蒂利亚纳·布克丽瓦/鲁弗斯·琼斯/斯蒂芬·霍根,动作/犯罪,英国/中国大陆,英语/汉语普通话,2017-09-30,113分钟
三生三世十里桃花,https://movie.douban.com/subject/25823277/,3.9,534400000,赵小丁,李晗,刘亦菲/杨洋/罗晋/严屹宽/李纯/顾璇/陈佩斯/彭子苏/张贺茗/王羽铮/塔拉,爱情/奇幻,中国大陆,汉语普通话,2017-08-03,109分钟
妖猫传,https://movie.douban.com/subject/5350027/,6.9,529440000,陈凯歌,王蕙玲,黄轩/染谷将太/张雨绮/秦昊/张榕容/刘昊然/欧豪/张鲁一/阿部宽/田雨/刘佩琦/辛柏青/成泰燊/李淳/秦怡/松坂庆子/张天爱/周中和/火野正平/夏楠/陈旭/王迪/宋运成,剧情/悬疑/奇幻/古装,中国大陆/日本,汉语普通话/日语,2017-12-22,129分钟
熊出没·奇幻空间,https://movie.douban.com/subject/26831711/,6.4,522780000,林永长,崔铁志,尚雯婕/鲍春来/孙建宏/曾舜晞,动画/儿童,中国大陆,汉语普通话,2017-01-28,90分钟
杀破狼·贪狼,https://movie.douban.com/subject/26826398/,7.1,521260000,叶伟信,梁礼彦,古天乐/吴樾/托尼·贾/林家栋/克里斯·柯林斯/郑雪儿/卢惠光/蔡洁/陈汉娜/维他亚·潘斯林加姆/索姆波布·本贾蒂库尔/斯拉潘·瓦塔纳金达,剧情/动作,香港/中国大陆,粤语,2017-08-17,101分钟
星球大战外传：侠盗一号,https://movie.douban.com/subject/25894431/,7.3,478329999,加里斯·爱德华斯,克里斯·韦兹,菲丽希缇·琼斯/迭戈·卢纳/甄子丹/本·门德尔森/麦斯·米科尔森/艾伦·图代克/福里斯特·惠特克/姜文/里兹·阿迈德/乔纳森·阿里斯/尤妮斯·奥卢米德/克莱尔·陈/吉米·斯密茨/沃维克·戴维斯/马克·普雷斯顿/吉娜薇·欧瑞丽/詹姆斯·厄尔·琼斯,动作/科幻/冒险,美国,英语,2017-01-06,134分钟
王牌特工2：黄金圈,https://movie.douban.com/subject/26378579/,6.9,472380000,马修·沃恩,简·古德曼,塔伦·埃格顿/科林·费尔斯/马克·斯特朗/朱丽安·摩尔/埃尔顿·约翰/爱德华·霍尔克罗夫特/哈莉·贝瑞/佩德罗·帕斯卡/查宁·塔图姆/杰夫·布里吉斯/迈克尔·刚本/索菲·库克森/汉娜·奥斯特罗姆/比约恩·格拉纳特/莱娜·恩卓/波比·迪瓦伊/汤姆·本尼迪克·奈特/托马斯·图尔格斯/基思·艾伦/艾米丽·沃森/布鲁斯·格林伍德/戈登·亚历山大/马丁·福特/明格斯·约翰斯顿,喜剧/动作/冒险,英国/美国,英语/意大利语/瑞典语,2017-10-20,141分钟
缝纫机乐队,https://movie.douban.com/subject/26926321/,6.6,454330000,大鹏,大鹏,大鹏/乔杉/古力娜扎/李鸿其/韩童生/曲隽希/于谦/岳云鹏/王劲松/于洋/代乐乐/赵英俊/马大明/张一鸣/衣云鹤/曹然然/曹桐睿/宋小宝/刘小光/文松/宋晓峰/周冬雨/袁姗姗/宋茜/林志玲,喜剧/音乐,中国大陆,汉语普通话,2017-09-29,117分钟
全球风暴,https://movie.douban.com/subject/22266012/,6.0,432150000,迪安·德夫林,迪安·德夫林,杰拉德·巴特勒/吉姆·斯特吉斯/艾比·考尼什/亚历山德拉·玛丽亚·拉娜/吴彦祖/欧赫尼奥·德尔维斯/阿马尔·维克德/阿德普波·奥杜耶/安迪·加西亚/艾德·哈里斯/罗伯特·席安/理查德·希夫/梅尔·温宁汉姆/莎姬·贝兹/特丽莎·贝特曼,动作/科幻/灾难,美国,英语/粤语/俄语/印地语/西班牙语,2017-10-27,109分钟
星际特工：千星之城,https://movie.douban.com/subject/11502973/,7.0,408880000,吕克·贝松,吕克·贝松,戴恩·德哈恩/卡拉·迪瓦伊/克里夫·欧文/蕾哈娜/伊桑·霍克/赫比·汉考克/吴亦凡/萨姆·斯普卢尔/阿兰·夏巴/鲁特格尔·哈尔/泽维尔·吉亚诺利/约翰·古德曼/山姆·道格拉斯/萨莎·露丝,动作/科幻/冒险,法国,英语/法语,2017-08-25,137分钟
嫌疑人X的献身,https://movie.douban.com/subject/26606743/,6.3,398000000,苏有朋,李佳颖,王凯/张鲁一/林心如/叶祖新/丁冠森/邓恩熙/成泰燊/赵阳/侯明昊/焉栩嘉/任熙青/李炳易/李宏/赵燕国彰,剧情/悬疑/犯罪,中国大陆,汉语普通话,2017-03-31,112分钟
拆弹专家,https://movie.douban.com/subject/26748673/,6.3,391080000,邱礼涛,邱礼涛,刘德华/姜武/宋佳/吴卓羲/姜皓文/王紫逸/黄日华/石修/廖启智/张竣杰/蔡瀚亿/张继聪/李国麟/骆应钧/尹扬明/卢惠光/何华超,动作/悬疑/犯罪,中国大陆/香港,汉语普通话/粤语,2017-04-28,120分钟
妖铃铃,https://movie.douban.com/subject/26966580/,4.2,361910000,吴君如,周运海,吴君如/沈腾/岳云鹏/张译/Papi酱/吴镇宇/方中信/焦俊艳/潘斌龙/阿如那/许君聪/李亦航/周冬雨/马思纯/李尚正,喜剧/恐怖,中国大陆,汉语普通话,2017-12-29,88分钟
敦刻尔克,https://movie.douban.com/subject/26607693/,8.4,339600000,克里斯托弗·诺兰,克里斯托弗·诺兰,菲恩·怀特海德/汤姆·格林-卡尼/杰克·劳登/哈里·斯泰尔斯/阿奈林·巴纳德/汤姆·哈迪/马克·里朗斯/巴里·基奥根/基里安·墨菲/詹姆斯·达西/肯尼思·布拉纳/李·阿姆斯特朗/詹姆斯·布鲁尔/达米安·勃纳尔/布莱恩·威纳尔/哈利·理查森/艾略特·提特恩索/凯文·格思里/巴比·洛克伍德/米歇尔·贝尔/比利·豪尔/迈克尔·凯恩/约翰·诺兰/米兰达·诺兰,剧情/历史/战争,英国/法国/美国/荷兰,英语/法语/德语,2017-09-01,107分钟
空天猎,https://movie.douban.com/subject/26753020/,5.0,316930000,李晨,李晨,李晨/范冰冰/王千源/李佳航/赵达/李晨浩/郭洺宇/叶浏/陆思宇/托马尔·奥兹/吴秀波/邓超/王学圻,剧情/动作/战争,中国大陆,汉语普通话,2017-09-29,115分钟
异形：契约,https://movie.douban.com/subject/11803087/,7.3,305190000,雷德利·斯科特,迈克尔·格林,迈克尔·法斯宾德/凯瑟琳·沃特斯顿/比利·克鲁德普/丹尼·麦克布莱德/德米安·比齐尔/卡门·艾乔戈/朱西·斯莫利特/考莉·埃尔南德斯/艾米·西米茨/纳撒尼尔·迪安/亚历山大·英格兰/本杰明·里格比/乌利·拉图基孚/泰丝·哈乌布里奇/罗蕾莱·金/哈维尔·博泰特/詹姆斯·弗兰科/盖·皮尔斯/劳米·拉佩斯,科幻/恐怖,美国,英语,2017-06-16,122分钟
机器之血,https://movie.douban.com/subject/26729868/,4.7,305110000,张立嘉,张立嘉,成龙/罗志祥/欧阳娜娜/夏侯云姗/卡兰·马尔韦/泰丝·哈乌布里奇/吉娜·卡拉诺,剧情/动作/科幻,中国大陆,汉语普通话,2017-12-22,110分钟
心理罪,https://movie.douban.com/subject/26698000/,4.9,303040000,谢东燊,顾小白,廖凡/李易峰/万茜/李纯/张国柱/谢君豪/封佳奇/蔡鹭/虞朗/范湉湉/易扬,动作/悬疑/犯罪,中国大陆,汉语普通话,2017-08-11,110分钟
奇门遁甲,https://movie.douban.com/subject/26661191/,4.4,299370000,袁和平,徐克,大鹏/倪妮/李治廷/周冬雨/伍佰/柳岩/许明虎/杨一威/谢苗/孙明明/黄晓明,动作/奇幻,中国大陆/香港,汉语普通话,2017-12-14,113分钟
二代妖精之今生有幸,https://movie.douban.com/subject/26797419/,5.5,291680000,肖洋,肖洋,冯绍峰/刘亦菲/李光洁/郭京飞/焦俊艳/熊乃瑾/王双宝/张子贤/朱捷/陈芋米/范湉湉/隋凯/崔名扬,喜剧/爱情/奇幻,中国大陆,汉语普通话,2017-12-29,110分钟
记忆大师,https://movie.douban.com/subject/25884801/,7.1,290780000,陈正道,任鹏,黄渤/段奕宏/徐静蕾/杨子姗/梁杰理/许玮甯/王真儿/焦刚/张念骅/杜函梦/栾元晖/曹英睿,剧情/悬疑/惊悚/犯罪,中国大陆,汉语普通话,2017-04-28,119分钟
太空旅客,https://movie.douban.com/subject/3434070/,6.9,283930000,莫滕·泰杜姆,乔·斯派茨,詹妮弗·劳伦斯/克里斯·帕拉特/麦克·辛/劳伦斯·菲什伯恩/安迪·加西亚/因德尔·库马尔/奥罗拉·佩里纽,科幻/冒险,美国,英语/汉语普通话,2017-01-13,116分钟
天才枪手,https://movie.douban.com/subject/27024903/,8.2,269950000,纳塔吾·彭皮里亚,塔妮达·汉塔维瓦塔娜,茱蒂蒙·琼查容苏因/查侬·散顶腾古/依莎亚·贺苏汪/披纳若·苏潘平佑/塔内·瓦拉库努娄/莎琳雷特·托马斯/伊戈·米基塔斯/帕辛·宽萨塔彭/萨哈贾克·波斯安吉特/坎嘉娜·维耐潘尼/育塔彭·瓦拉努科洛楚/诺帕瓦特·里基特王,剧情/悬疑/犯罪,泰国,泰语/英语,2017-10-13,130分钟
绣春刀II：修罗战场,https://movie.douban.com/subject/26270502/,7.2,264010000,路阳,陈舒,张震/杨幂/张译/雷佳音/辛芷蕾/金士杰/刘端端/武强/杨轶/李媛/吴晓亮/李洪涛/刘峰超/袁文康/马赫/刘亭作/姜晓冲/陈齐威/王仁君/周一围,剧情/动作/武侠/古装,中国大陆,汉语普通话,2017-07-19,120分钟
爱乐之城,https://movie.douban.com/subject/25934014/,8.3,247750000,达米恩·查泽雷,达米恩·查泽雷,瑞恩·高斯林/艾玛·斯通/约翰·传奇/罗丝玛丽·德薇特/芬·维特洛克/杰西卡·罗德/水野索诺娅/考莉·埃尔南德斯/J·K·西蒙斯/汤姆·艾弗瑞特·斯科特/米根·费伊/达蒙·冈普顿/贾森·福克斯/乔什·平茨/艾米·科恩/特里·沃尔特斯/汤姆·谢尔顿/辛达·亚当斯/克劳丁·克劳迪奥/D·A·瓦拉赫/特雷弗·里斯奥尔/奥莉维亚·汉密尔顿/安娜·查泽雷/马里乌斯·代·弗里斯/妮科尔·库隆/迈尔斯·安德森/约翰·辛德曼/瓦拉里·雷·米勒/基夫·范登·霍伊维尔/佐伊·霍尔/登普西·帕皮恩/辛德拉·车,剧情/爱情/歌舞,美国,英语,2017-02-14,128分钟
侠盗联盟,https://movie.douban.com/subject/25858758/,5.2,235560000,冯德伦,冯德伦,刘德华/舒淇/张静初/杨祐宁/让·雷诺/曾志伟/沙溢/游天翼/张益群,动作/冒险,中国大陆/香港/捷克,汉语普通话/英语/法语/俄语,2017-08-11,108分钟
东方快车谋杀案,https://movie.douban.com/subject/25790761/,6.9,227959999,肯尼思·布拉纳,迈克尔·格林,肯尼思·布拉纳/佩内洛普·克鲁兹/威廉·达福/朱迪·丹奇/约翰尼·德普/乔什·加德/德里克·雅各比/小莱斯利·奥多姆/米歇尔·菲佛/黛西·雷德利/露西·宝通/奥利维娅·科尔曼/亚当·加西亚/米兰达·莱森/曼努埃尔·加西亚-鲁尔福/汤姆·巴特曼/马尔万·肯扎里/阿拉·萨菲/谢尔盖·波卢宁,剧情/悬疑/犯罪,美国/马耳他,英语/法语/德语/阿拉伯语,2017-11-10,114分钟
心理罪之城市之光,https://movie.douban.com/subject/26774722/,5.9,223440000,徐纪周,徐纪周,邓超/阮经天/刘诗诗/文淇/林嘉欣/郭京飞/马苏,动作/悬疑/犯罪,中国大陆/香港,汉语普通话,2017-12-22,124分钟
解忧杂货店,https://movie.douban.com/subject/26654146/,5.0,222370000,韩杰,宋啸,王俊凯/迪丽热巴/董子健/李鸿其/董李无忧/成龙/秦昊/陈都灵/郝蕾/李梦/成泰燊/高华阳/潘斌龙/孟慧圆/孙小野,剧情/奇幻,中国大陆,汉语普通话,2017-12-29,109分钟
欢乐好声音,https://movie.douban.com/subject/26354572/,8.1,216109999,加斯·詹宁斯,加斯·詹宁斯,马修·麦康纳/瑞茜·威瑟斯彭/塞思·麦克法兰/斯嘉丽·约翰逊/约翰·C·赖利/塔伦·埃格顿/托瑞·凯利/珍妮弗·桑德斯/詹妮弗·哈德森/加斯·詹宁斯/彼得·塞拉菲诺威茨/尼克·克罗尔/贝克·班尼特/杰·费罗尔/尼克·奥弗曼/莱斯莉·琼斯/雷亚·普尔曼/亚当·布克斯顿/比尔·法玛尔,喜剧/动画/歌舞,美国,英语/日语,2017-02-17,108分钟
京城81号2,https://movie.douban.com/subject/26662798/,3.8,215190000,钱人豪,谭广源,张智霖/梅婷/钟欣潼/耿乐/邬君梅/王水林/陈冲/高捷/林雪/连凯/万国鹏/迈克·安吉洛,剧情/悬疑/惊悚,中国大陆,汉语普通话,2017-07-06,93分钟
喜欢你,https://movie.douban.com/subject/26816383/,6.8,208770000,许宏宇,李媛,金城武/周冬雨/孙艺洲/奚梦瑶/杨祐宁/张国柱/高晓松/林志玲/赵英俊/海佟,喜剧/爱情,中国大陆/香港,汉语普通话,2017-04-27,106分钟
