name,url,rate,box,director,writer,actor,genre,place,language,releasedate,movietime
老炮儿,https://movie.douban.com/subject/24751756/,7.8,902239999,管虎,管虎,冯小刚/许晴/张涵予/刘桦/李易峰/吴亦凡/梁静/白举纲/于和伟/连奕名/尚语贤/鲁诺/管宗祥/尹力/余皑磊/宁浩/江珊/张译/郭京飞/张鲁一/赵毅/梁天/张一山/王俊凯/王源/易烊千玺/巴图,剧情/犯罪,中国大陆,汉语普通话,2015-12-24,137分钟
碟中谍5：神秘国度,https://movie.douban.com/subject/10727641/,7.7,869309999,克里斯托弗·麦奎里,克里斯托弗·麦奎里,汤姆·克鲁斯/杰瑞米·雷纳/西蒙·佩吉/丽贝卡·弗格森/文·瑞姆斯/西恩·哈里斯/西蒙·迈克伯尼/张静初/汤姆·霍兰德/延斯·赫尔腾/亚历克·鲍德温/亚历克·乌特戈夫/赫敏·科菲尔德/阿美莉嘉·奥利沃/拉斯科·阿特金斯/肖恩·克罗宁/明格斯·约翰斯顿,动作/惊悚/冒险,美国/香港/中国大陆,英语/瑞典语/德语,2015-09-08,131分钟
唐人街探案,https://movie.douban.com/subject/26311973/,7.5,822840000,陈思诚,陈思诚,王宝强/刘昊然/佟丽娅/陈赫/肖央/小沈阳/潘粤明/马浴柯/张子枫/赵英俊/桑平/金士杰/大鹏/张国强/李叶青/陈祉希,喜剧/动作/悬疑,中国大陆,汉语普通话/泰语/英语,2015-12-31,135分钟
霍比特人3：五军之战,https://movie.douban.com/subject/2973079/,8.3,764800000,彼得·杰克逊,弗兰·威尔士,马丁·弗瑞曼/伊恩·麦克莱恩/理查德·阿米蒂奇/伊万杰琳·莉莉/李·佩斯/卢克·伊万斯/本尼迪克特·康伯巴奇/肯·斯托特/詹姆斯·内斯比特/比利·康诺利/凯特·布兰切特/伊安·霍姆/克里斯托弗·李/雨果·维文/奥兰多·布鲁姆/马努·贝内特/艾丹·特纳/迪恩·奥戈曼/格拉汉姆·麦克泰维什/斯蒂芬·弗雷/米卡埃尔·佩斯布兰特,动作/奇幻/冒险,美国/新西兰,英语,2015-01-23,144分钟
天将雄师,https://movie.douban.com/subject/25823833/,5.9,742720000,李仁港,李仁港,成龙/约翰·库萨克/艾德里安·布洛迪/崔始源/林鹏/王若心/肖央/王太利/洪天照/刘承俊/萝莉·佩斯特/冯绍峰/吴建豪/林嘉欣/沙妮·文森/西蒙子,动作/战争/古装,中国大陆/香港,汉语普通话/英语,2015-02-19,127分钟
终结者：创世纪,https://movie.douban.com/subject/3338862/,6.9,724530000,阿兰·泰勒,莱塔·卡罗格里迪斯,阿诺·施瓦辛格/杰森·克拉克/艾米莉亚·克拉克/杰·科特尼/J·K·西蒙斯/戴奥·奥柯奈伊/马特·史密斯/考特尼·万斯/李秉宪/迈克尔·盖拉迪斯/何家蓓/韦恩·巴斯楚普/格雷戈里·艾伦·威廉斯/奥托·桑切斯/马蒂·费拉罗/格里夫·弗斯特/伊恩·埃瑟里奇/诺兰·格罗斯/塞思·梅里韦瑟/阿非莫·奥米拉/特瑞·韦伯/凯莉·奥马利,动作/科幻/冒险,美国,英语,2015-08-23,126分钟
狼图腾,https://movie.douban.com/subject/3993588/,6.9,696360000,让-雅克·阿诺,阿兰·戈达尔,冯绍峰/窦骁/昂哈妮玛/巴森/尹铸胜/黄小蕾,剧情/冒险,中国大陆/法国,汉语普通话/蒙古语,2015-02-19,121分钟
九层妖塔,https://movie.douban.com/subject/24827406/,4.2,681770000,陆川,陆川,赵又廷/姚晨/凤小岳/李晨/唐嫣/冯瓅/李光洁/王庆祥/吴军/王德顺,动作/惊悚/冒险,中国大陆,汉语普通话,2015-09-30,115分钟
蚁人,https://movie.douban.com/subject/1866473/,7.6,671710000,佩顿·里德,斯坦·李,保罗·路德/迈克尔·道格拉斯/伊万杰琳·莉莉/寇瑞·斯托尔/迈克尔·佩纳/大卫·达斯马齐连/朱迪·格雷尔/鲍比·坎纳瓦尔/约翰·斯拉特里/伍德·哈里斯/T.I./海莉·阿特维尔/瓦内萨·罗斯/马丁·唐文/乔·克里斯特/艾比·莱德·弗特森/安东尼·麦凯/加勒特·莫里斯/尼尔·汉博格/鲁德·哈利特/斯坦·李/克里斯·埃文斯/塞巴斯蒂安·斯坦,动作/科幻/冒险,美国,英语,2015-10-16,117分钟
恶棍天使,https://movie.douban.com/subject/26290365/,4.1,648750000,俞白眉,俞白眉,邓超/孙俪/代乐乐/梁超/杨新鸣/王砚辉/许可嘉/赵曼竹/栾元晖/张鹭/王双宝,喜剧,中国大陆,汉语普通话,2015-12-24,124分钟
末日崩塌,https://movie.douban.com/subject/25786077/,7.0,629360000,布拉德·佩顿,卡尔顿·库斯,道恩·强森/亚历珊德拉·达达里奥/卡拉·古奇诺/雨果·约翰斯通-伯特/雅奇·潘嘉比/科尔顿·海恩斯/艾恩·格拉法德/保罗·吉亚玛提/凯莉·米洛/李威尹/瓦内萨·罗斯/马特·杰拉德/阿特·帕金森/罗宾·阿特金·唐斯/艾伦·D·柏温/亚历克·乌特戈夫/摩根·格莉芬/杰米斯·巴特勒/艾伦·波普尔顿,动作/冒险/灾难,美国/澳大利亚,英语,2015-06-02,114分钟
火星救援,https://movie.douban.com/subject/25864085/,8.4,586440000,雷德利·斯科特,德鲁·高达,马特·达蒙/杰西卡·查斯坦/克里斯汀·韦格/杰夫·丹尼尔斯/迈克尔·佩纳/凯特·玛拉/肖恩·宾/塞巴斯蒂安·斯坦/唐纳德·格洛弗/切瓦特·埃加福特/阿卡塞尔·亨涅/陈数/高雄/黄凯旋/麦肯兹·戴维斯/娜奥米·斯科特/丽丽·博尔丹/布莱恩·卡斯佩,剧情/科幻/冒险,美国/英国,英语/汉语普通话,2015-11-25,144分钟
杀破狼2,https://movie.douban.com/subject/23788440/,7.4,559750000,郑保瑞,黄英,吴京/托尼·贾/张晋/任达华/卢惠光/恭硕良/林嘉华/蔡瀚亿/艾威/姜皓文/张驰/寇占文/古天乐/袁嘉敏,剧情/动作/犯罪,香港/中国大陆,汉语普通话/粤语/英语/泰语/韩语,2015-06-18,120分钟
战狼,https://movie.douban.com/subject/24753810/,6.8,543190000,吴京,吴京,吴京/余男/斯科特·阿金斯/凯文·李/倪大红/凯尔·夏皮罗/石兆琪/周晓鸥/房子斌/郭广平/茹萍/洪卫/刘腾远/索纳·伊姆贝/塞缪尔·西维尔奇,动作/战争,中国大陆,汉语普通话/英语,2015-04-02,90分钟
哆啦A梦：伴我同行,https://movie.douban.com/subject/25769362/,7.9,529880000,八木龙一,山崎贵,水田山葵/大原惠美/嘉数由美/木村昴/关智一/三石琴乃/松本保典/田原阿尔诺/竹内都子/荻野志保子/高木涉/松本幸/佐藤美由希/Lynn/妻夫木聪,剧情/动画,日本,日语,2015-05-28,95分钟
超能陆战队,https://movie.douban.com/subject/11026735/,8.6,525840000,唐·霍尔,乔丹·罗伯茨,斯科特·安第斯/瑞恩·波特/丹尼尔·海尼/T·J·米勒/杰米·钟/小达蒙·韦恩斯/珍尼希斯·罗德里格兹/詹姆斯·克伦威尔/艾伦·图代克/玛娅·鲁道夫/亚布拉哈姆·本鲁比/凯蒂·洛斯/比利·布什/丹尼尔·吉尔森/保罗·布里格斯,喜剧/动作/科幻/动画/冒险,美国,英语,2015-02-28,102分钟
007：幽灵党,https://movie.douban.com/subject/11620560/,6.3,521010000,萨姆·门德斯,约翰·洛根,丹尼尔·克雷格/克里斯托弗·沃尔兹/蕾雅·赛杜/本·卫肖/娜奥米·哈里斯/戴夫·巴蒂斯塔/莫妮卡·贝鲁奇/拉尔夫·费因斯/斯黛芬妮·西格曼/安德鲁·斯科特/罗里·金奈尔/内芙·加切夫/加斯帕·克里斯滕森/丹尼尔·斯蒂森/丹尼尔·韦斯特伍德/拉斯科·阿特金斯,动作/惊悚/冒险,英国/美国,英语/西班牙语/意大利语/德语/法语,2015-11-13,148分钟
滚蛋吧！肿瘤君,https://movie.douban.com/subject/26289144/,7.4,510180000,韩延,袁媛,白百何/吴彦祖/李媛/刘芮麟/程伊/刘莉莉/李建义/张子萱/沈腾,喜剧/爱情,中国大陆,汉语普通话/英语/韩语,2015-08-13,128分钟
左耳,https://movie.douban.com/subject/25745752/,5.4,484239999,苏有朋,饶雪漫,陈都灵/欧豪/马思纯/杨洋/段博文/胡夏/关晓彤/包文婧/蒋雯丽/成泰燊/谢娜/樊玲,爱情,中国大陆,汉语普通话,2015-04-24,117分钟
小时代4：灵魂尽头,https://movie.douban.com/subject/24847343/,4.6,483650000,郭敬明,郭敬明,杨幂/郭采洁/陈学冬/郭碧婷/谢依霖/李贤宰/锦荣/任言恺/姜潮/王琳/商侃,喜剧/爱情,中国大陆,汉语普通话,2015-07-09,116分钟
王牌特工：特工学院,https://movie.douban.com/subject/24405378/,8.4,483300000,马修·沃恩,简·古德曼,塔伦·埃格顿/科林·费尔斯/塞缪尔·杰克逊/迈克尔·凯恩/马克·斯特朗/索菲·库克森/索菲亚·波多拉/马克·哈米尔/杰克·达文波特/萨曼塔·沃马克/汉娜·奥斯特罗姆/约诺·戴维斯/亚历克斯·尼科洛夫/维利贝·托皮奇/杰夫·贝尔/艾德里安·奎因顿/乔丹·朗/西奥·巴克利姆比格斯/摩根·华金斯/拉尔夫·尹爱森/爱德华·霍尔克罗夫特/尼古拉斯·班克斯,喜剧/动作/冒险,英国/美国,英语/阿拉伯语/瑞典语,2015-03-27,125分钟
灰姑娘,https://movie.douban.com/subject/6875263/,6.8,444310000,肯尼思·布拉纳,克里斯·韦兹,莉莉·詹姆斯/理查德·麦登/凯特·布兰切特/海莉·阿特维尔/海伦娜·伯翰·卡特/荷丽黛·格兰杰/索菲麦希拉/斯特兰·斯卡斯加德/侬索·阿诺斯/德里克·雅各比/本·卓别林/罗伯·布莱顿/埃洛伊塞·韦伯/劳里·卡尔弗特/亚历克斯·麦奎因/约书亚·麦圭尔/王丽雅,爱情/奇幻/冒险,美国/英国,英语,2015-03-13,106分钟
小黄人大眼萌,https://movie.douban.com/subject/11624706/,7.4,435450000,凯尔·巴尔达,布莱恩·林奇,桑德拉·布洛克/乔恩·哈姆/迈克尔·基顿/艾莉森·珍妮/史蒂夫·库根/珍妮弗·桑德斯/杰弗里·拉什/史蒂夫·卡瑞尔/皮埃尔·柯芬/凯蒂·米克松/迈克尔·贝亚蒂/真田广之/大卫·罗森鲍姆/亚历克斯·道丁/保罗·索恩利,喜剧/动画,美国,英语/西班牙语,2015-09-13,91分钟
奔跑吧！兄弟,https://movie.douban.com/subject/26274910/,3.3,432770000,胡笳,胡笳,杨颖/王宝强/李晨/陈赫/郑恺/王祖蓝/谢依霖/熊黛林/郭京飞/伊一/金钟国,喜剧,中国大陆,汉语普通话,2015-01-30,88分钟
百团大战,https://movie.douban.com/subject/26421030/,4.8,411940000,宁海强,董哲,唐国强/王伍福/陶泽如/刘之冰/印小天/吴越/宋运成/赵晓明/平田康之/大村波彦/邓超,历史/战争,中国大陆,汉语普通话/日语,2015-08-28,111分钟
钟馗伏魔：雪妖魔灵,https://movie.douban.com/subject/25713420/,4.2,408399999,鲍德熹,赵天宇,陈坤/李冰冰/赵文瑄/杨子姗/包贝尔/吉克隽逸,动作/爱情/奇幻,中国大陆/香港/美国,汉语普通话,2015-02-19,118分钟
道士下山,https://movie.douban.com/subject/24879839/,5.4,400020000,陈凯歌,陈凯歌,王宝强/郭富城/张震/林志玲/范伟/元华/王学圻/吴建豪/陈国坤/林雪/董琦/李雪健/田壮壮/陈虎/房祖名,喜剧/动作/奇幻/古装,中国大陆/美国,汉语普通话,2015-07-03,123分钟
栀子花开,https://movie.douban.com/subject/26021055/,4.1,378240000,何炅,傲立,李易峰/张慧雯/蒋劲夫/魏大勋/杜天皓/张予曦/李心艾/宋轶/张云龙/柴格/王佑硕/李玟/陈羽凡/胡海泉/尼查坤·抔勒威查固/李晟/李佳航/刘昊然/扈忠汉/李偲菘/李伟菘/陈思成/安淇尔/秦沛/陈伟强/杨杰/谢娜/何炅,爱情,中国大陆,汉语普通话,2015-07-10,107分钟
重返20岁,https://movie.douban.com/subject/25870084/,7.1,364290000,陈正道,林小革,杨子姗/归亚蕾/陈柏霖/鹿晗/王德顺/赵立新/李宜娟/尹航/夏子涵/林丛/杨青/周雨彤,喜剧/爱情/奇幻,中国大陆/韩国/台湾/香港,汉语普通话,2015-01-08,131分钟
何以笙箫默,https://movie.douban.com/subject/26259634/,3.6,352590000,杨文军,莫菲勒,黄晓明/杨幂/佟大为/杨颖/谢依霖/黄子韬/陈冲/何穗/马苏/华少/曾志伟/姚安濂/孙艺洲/孔连顺/沈泰/刘天佐,爱情,中国大陆,汉语普通话,2015-04-30,107分钟
我的少女时代,https://movie.douban.com/subject/26366465/,7.8,338530000,陈玉珊,曾咏婷,宋芸桦/王大陆/李玉玺/简廷芮/刘德华/陈乔恩/言承旭/曲家瑞/屈中恒/钟欣凌/许杰辉/蔡颐榛/郭文颐/石知田/那维勋/林鹤轩/陈彦允/张立东/郑茵声/李绍祥,喜剧/爱情,台湾,汉语普通话,2015-11-19,134分钟
横冲直撞好莱坞,https://movie.douban.com/subject/25908042/,4.4,321860000,蒂姆·肯德尔,布莱斯·贝克汉姆,赵薇/黄晓明/佟大为/黎一墨/姜成镐/西蒙·赫尔伯格/凯特·戴琳斯/罗伯特·帕特里克/斯蒂芬·托布罗斯基/瑞斯·考罗/米西·派勒/瑞克·福克斯/丽贝卡·奥莱伊尼恰克/艾丽西娅·维拉-贝利/布莱恩·史密斯/帕维什·齐纳/奥马尔·J·多尔西/布里奇特·莱利,喜剧/动作/冒险,中国大陆/香港/美国,汉语普通话/英语,2015-06-26,118分钟
万万没想到,https://movie.douban.com/subject/26320029/,5.5,321270000,易小星,易小星,白客/杨子姗/陈柏霖/马天宇/刘循子墨/迈克·安吉洛/易小星/曾志伟/赵文瑄/贾玲/孔连顺/佟丽娅/乔任梁/刘浩/张本煜/葛布/柯达/赵英俊/韩寒,喜剧/奇幻/冒险/古装,中国大陆,汉语普通话,2015-12-18,95分钟
博物馆奇妙夜3,https://movie.douban.com/subject/21349734/,7.1,320820000,肖恩·利维,大卫·盖恩,本·斯蒂勒/罗宾·威廉姆斯/欧文·威尔逊/史蒂夫·库根/瑞奇·热维斯/丹·史蒂文斯/蕾蓓尔·威尔森/斯凯勒·吉桑多/拉米·马雷克/派崔克·盖勒/米苏·贝克/本·金斯利/水晶/迪克·范·戴克/米基·鲁尼/休·杰克曼,喜剧/奇幻/冒险,美国/英国,英语/匈奴语,2015-01-04,98分钟
烈日灼心,https://movie.douban.com/subject/24719063/,8.0,304580000,曹保平,曹保平,邓超/段奕宏/郭涛/王珞丹/吕颂贤/高虎/白柳汐/杜志国,剧情/悬疑/犯罪,中国大陆,汉语普通话,2015-08-27,139分钟
熊出没之雪岭熊风,https://movie.douban.com/subject/26220731/,7.4,289800000,丁亮,刘富源,张伟/张秉君/谭笑/孟雨田/孙尧东/赵肖宇/辛媛/万丹青,喜剧/动画/家庭/冒险,中国大陆,汉语普通话,2015-01-30,96分钟
木星上行,https://movie.douban.com/subject/5154799/,5.4,283600000,莉莉·沃卓斯基,莉莉·沃卓斯基,查宁·塔图姆/米拉·库尼斯/肖恩·宾/埃迪·雷德梅恩/道格拉斯·布斯/裴斗娜/詹姆斯·达西/特瑞·吉列姆/塔彭丝·米德尔顿/凡妮莎·柯比/蒂姆·皮戈特-史密斯/爱德华·霍格/奇克·盖瑞/古古·姆巴塔-劳/玛丽亚·多耶·肯尼迪/克里斯蒂娜·科尔/乔·奥斯蒙德/杰里米·斯威夫特/大卫·阿贾拉/妮基·阿姆卡-伯德/尼尔·芬格尔顿,动作/科幻/冒险,美国/英国,英语/俄语,2015-03-06,126分钟
咱们结婚吧,https://movie.douban.com/subject/26140241/,5.9,283190000,刘江,刘江,高圆圆/姜武/李晨/郑恺/陈意涵/郭碧婷/刘涛/王自健/明道/萨日娜/张铎/大左/莫小棋/屠洪刚/英壮/朱佳煜/范明/江平/王彤/刘天池,喜剧/爱情,中国大陆,汉语普通话/意大利语,2015-04-02,127分钟
有一个地方只有我们知道,https://movie.douban.com/subject/25858759/,4.9,278460000,徐静蕾,王朔,吴亦凡/王丽坤/徐静蕾/戈登·亚历山大/丛珊/张超/热依扎/蔡书雅/黄立行/王丽媛/汪俊,爱情,中国大陆,汉语普通话/英语,2015-02-10,109分钟
极盗者,https://movie.douban.com/subject/25809384/,6.9,248050000,埃里克松·科尔,科特·维莫,卢克·布雷西/埃德加·拉米雷兹/泰莉莎·帕尔墨/雷·温斯顿/麦克斯·泰瑞奥/戴尔里·林多/托拜厄斯·桑特尔曼/马蒂亚斯·瓦雷拉/克雷蒙斯·施伊克/尼科莱·金斯基/格娜萨斯·巴伯/杰米斯·巴特勒/杰夫·伯勒尔/詹姆斯·勒格罗/犹大·刘易斯,动作/犯罪/运动,美国/中国大陆/德国,英语,2015-12-04,113分钟
前任2：备胎反击战,https://movie.douban.com/subject/25881786/,5.0,246970000,田羽生,老史,郑恺/郭采洁/王传君/张殿伦/张艺兴,喜剧/爱情,中国大陆/香港,汉语普通话,2015-11-06,114分钟
饥饿游戏3：嘲笑鸟(上),https://movie.douban.com/subject/6533054/,5.9,223380000,弗朗西斯·劳伦斯,丹尼·斯特朗,詹妮弗·劳伦斯/乔什·哈切森/利亚姆·海姆斯沃斯/伍迪·哈里森/唐纳德·萨瑟兰/菲利普·塞默·霍夫曼/朱丽安·摩尔/薇洛·西尔德斯/山姆·克拉弗林/伊丽莎白·班克斯/马赫沙拉·阿里/吉娜·马隆/杰弗里·怀特/葆拉·马尔科姆森/斯坦利·图齐/娜塔莉·多默尔/伊万·罗斯/埃尔登·汉森/约翰·威斯利·查特曼/萨莉塔·乔德霍里/斯黛芬·道森/帕蒂纳·雷内亚·米勒/罗伯特·克耐普,动作/科幻/冒险,美国,英语,2015-02-08,123分钟
失孤,https://movie.douban.com/subject/25835293/,6.5,215879999,彭三源,彭三源,刘德华/井柏然/吴君如/梁家辉/倪景阳/孙海英/许娣/刘雅瑟,剧情,中国大陆/香港,汉语普通话,2015-03-20,108分钟
我是证人,https://movie.douban.com/subject/26313973/,6.1,214950000,安相勋,顾小白,杨幂/鹿晗/王景春/朱亚文/刘芮麟/赖艺/柴蔚/李溪芮,剧情/悬疑/犯罪,中国大陆/韩国,汉语普通话,2015-10-30,112分钟
爸爸去哪儿2,https://movie.douban.com/subject/25951736/,4.5,214810000,谢涤葵,潇雅,黄磊/黄忆慈/陆毅/陆雨萱/曹格/曹三丰/曹华恩/杨威/杨阳洋/李锐RuiLi,喜剧/家庭/儿童,中国大陆,汉语普通话,2015-02-19,96分钟
赤道,https://movie.douban.com/subject/24987018/,6.0,209280000,梁乐民,梁乐民,张学友/张家辉/余文乐/王学圻/池珍熙/崔始源/尹贞伊/文咏珊/顾美华/冯文娟/张震/朱千雪,剧情/动作/悬疑/犯罪,香港,汉语普通话/粤语/韩语/英语,2015-04-30,119分钟
飓风营救3,https://movie.douban.com/subject/20277632/,6.4,204070000,奥利维尔·米加顿,吕克·贝松,连姆·尼森/福里斯特·惠特克/法米克·詹森/玛姬·格蕾斯/多格雷·斯科特/萨姆·斯普卢尔/唐·哈维/丹兰·布鲁诺/勒兰德·奥瑟/大卫·沃肖夫斯基/强·格瑞斯/乔尼·维斯顿/安德鲁·博尔巴/朱迪·比彻/安德鲁·霍华德,动作/惊悚/犯罪,法国/美国,英语/俄语,2015-03-20,109分钟
移动迷宫2,https://movie.douban.com/subject/25995508/,5.8,195630000,韦斯·鲍尔,T·S·诺林,迪伦·奥布莱恩/卡雅·斯考达里奥/托马斯·布罗迪-桑斯特/吉安卡罗·埃斯波西托/艾丹·吉伦/李起弘/巴里·佩珀/莉莉·泰勒/派翠西娅·克拉克森/德克斯特·达登/亚历山大·弗洛里斯/雅库布·洛弗兰德/罗莎·萨拉查/特里·戴尔·帕克斯/凯瑟琳·史密斯-麦格林/凯瑟琳·麦克纳马拉/娜塔莉·伊曼纽尔,动作/科幻/冒险,美国,英语,2015-11-04,132分钟
解救吾先生,https://movie.douban.com/subject/25798448/,7.8,195160000,丁晟,丁晟,刘德华/刘烨/吴若甫/王千源/林雪/赵小锐/李梦/蔡鹭/陆彭/余皑磊,剧情/犯罪,中国大陆,汉语普通话,2015-09-30,106分钟
第七子：降魔之战,https://movie.douban.com/subject/2325873/,5.0,172500000,谢尔盖·波德罗夫,查尔斯·里维特,杰夫·布里吉斯/本·巴恩斯/朱丽安·摩尔/基特·哈灵顿/艾丽西亚·维坎德/杰曼·翰苏/奥莉维亚·威廉姆斯/安婕·特拉乌/李截/大卫·库比特/莱拉·菲茨杰拉德/泰-霍·乐/杰拉德·普伦科特/朱利安·布莱克·安蒂洛普/埃里克·李塞德,奇幻/冒险,英国/美国/加拿大/中国大陆,英语,2015-01-16,103分钟
疯狂外星人,https://movie.douban.com/subject/10827341/,7.3,171820000,蒂姆·约翰逊,汤姆·J·阿瑟尔,吉姆·帕森斯/蕾哈娜/史蒂夫·马丁/詹妮弗·洛佩兹/马特·琼斯/布赖恩·斯特帕尼克/阿普里尔·劳伦斯/斯蒂芬·凯林/丽莎·斯图尔特/艾普尔·温切尔,喜剧/科幻/动画/冒险,美国,英语,2015-04-24,94分钟
新娘大作战,https://movie.douban.com/subject/25849475/,3.9,171380000,陈国辉,陈国辉,杨颖/倪妮/陈晓/朱亚文/何炅/刘金山/王一楠/奚望/井柏然/杜海涛/黄晓明/冯绍峰,喜剧/爱情,中国大陆/香港,汉语普通话/上海话,2015-08-20,90分钟
怦然星动,https://movie.douban.com/subject/26411409/,4.2,159300000,陈国辉,陈国辉,杨幂/李易峰/陈数/王耀庆/张云龙/迪丽热巴/金世佳,喜剧/爱情,中国大陆,汉语普通话,2015-12-03,98分钟
冲上云霄,https://movie.douban.com/subject/7003416/,4.4,156020000,叶伟信,邹凯光,古天乐/郑秀文/吴镇宇/张智霖/佘诗曼/郭采洁/朱璇/刘俊孝/马国明/江美仪/恭硕良/马鑫/廖京生,剧情/爱情,香港/中国大陆,汉语普通话/粤语,2015-02-19,100分钟
小王子,https://movie.douban.com/subject/20645098/,8.1,152050000,马克·奥斯本,伊连娜·布里纳尔,杰夫·布里吉斯/麦肯吉·弗依/瑞秋·麦克亚当斯/瑞利·奥斯本/詹姆斯·弗兰科/玛丽昂·歌迪亚/本尼西奥·德尔·托罗/保罗·路德/艾伯特·布鲁克斯/巴德·库特/瑞奇·热维斯/保罗·吉亚玛提/杰奎·巴恩布鲁克/马塞尔·布里奇斯/杰菲·布莱尼恩,动画/奇幻,法国,英语/法语,2015-10-16,108分钟
