name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
绿皮书,https://movie.douban.com/subject/27060077/,8.9,443702,彼得·法雷里,尼克·瓦莱隆加,维果·莫腾森/马赫沙拉·阿里/琳达·卡德里尼/塞巴斯蒂安·马尼斯科/迪米特·D·马里诺夫/迈克·哈顿/P·J·伯恩/乔·柯蒂斯/玛姬·尼克松/冯·刘易斯/乔恩·索特兰/唐·斯达克/安东尼·曼加诺/保罗·斯隆/珍娜·劳伦索/肯尼斯·以色列/伊克博·塞巴/尼克·瓦莱隆加/大卫·安/迈克·切罗内/杰拉尔丁·辛格/马丁·巴特斯·布拉德福德/格拉伦·布莱恩特·班克斯/汤姆·维图/夏恩·帕特洛/丹尼斯·W·霍尔/吉姆·克洛克/戴恩·罗兹/布赖恩·斯特帕尼克/乔恩·迈克尔·戴维斯/布莱恩·海耶斯·库瑞/托尼亚·马尔多纳多,剧情/喜剧/传记,美国,英语/意大利语/俄语/德语,2018,130
惊奇队长,https://movie.douban.com/subject/26213252/,7.0,238712,安娜·波顿/瑞安·弗雷克,安娜·波顿,布丽·拉尔森/裘德·洛/塞缪尔·杰克逊/本·门德尔森/安妮特·贝宁/麦肯娜·格瑞丝/克拉克·格雷格/嘉玛·陈/李·佩斯/杰曼·翰苏/拉什纳·林奇/阿基拉·阿克巴/科林·福特/卓库·莫度/肯内特·米歇尔/罗伯特·卡辛斯基/詹姆斯·莫里森/皮特·普劳泽克/马修·马希尔/安东尼·莫利纳利/马修·弗林·贝罗斯/加斯顿·达尔莫/亚当·哈特/马克·多尔蒂/雷尼尔·鲁菲诺/约翰·盖蒂尔/斯坦·李/克里斯·埃文斯/斯嘉丽·约翰逊/马克·鲁弗洛/唐·钱德尔,动作/科幻/冒险,美国,英语,2019,124
夏目友人帐,https://movie.douban.com/subject/27166442/,8.0,56751,大森贵弘/伊藤秀树,绿川幸,神谷浩史/井上和彦/高良健吾/小林沙苗/泽城美雪/石田彰/藤村步/村濑步/伊藤美纪/伊藤荣次/堀江一真/佐藤利奈/木村良平/菅沼久义/雪野五月/川澄绫子/樋口晓里/冈村明美/黑田崇矢/长岛雄一/松山鹰志/下崎纮史/知桐京子/岛本须美,剧情/动画/奇幻,日本,日语,2018,104
白蛇：缘起,https://movie.douban.com/subject/30331149/,7.9,283981,黄家康/赵霁,大毛,张喆/杨天翔/唐小喜/刘薇/张遥函/郑小璞/张博恒/张赫/马程/程寅/陈霖生/惠龙/林强/章斌,爱情/动画/奇幻,中国大陆/美国,汉语普通话,2019,99
过春天,https://movie.douban.com/subject/27191431/,8.0,42100,白雪,白雪,黄尧/孙阳/汤加文/倪虹洁/江美仪/廖启智/焦刚,剧情,中国大陆,汉语普通话/粤语,2018,99
流浪地球,https://movie.douban.com/subject/26266893/,8.0,1099050,郭帆,龚格尔,屈楚萧/吴京/李光洁/吴孟达/赵今麦/隋凯/屈菁菁/张亦驰/杨皓宇/阿尔卡基·沙罗格拉茨基/李虹辰/杨轶/姜志刚/张欢/雷佳音/宁浩/刘慈欣/郭京飞/王智/张子贤/路阳/张宁/张小北/饶晓志/陶珞依/吴晓亮/龚格尔/郭帆,科幻/灾难,中国大陆,汉语普通话/英语/俄语/法语/日语/韩语/印尼语,2019,125
来电狂响,https://movie.douban.com/subject/30377703/,5.8,168861,于淼,李潇,佟大为/马丽/霍思燕/乔杉/田雨/代乐乐/奚梦瑶/艾伦/张晨光/杨玏/李成敏/许娣/李萍/张帆/徐冬冬/何泓姗/姜来/刘奇/杜江/钟鹿纯/丁龙儿/丁歌/韩昕妤/耿杨/李柄熹/刘润男/贝镜水/李伟/赵宇涵/马嘉璐/津玮/Aleksandr/毕大勋/刘剑/常诚/Natalya/李恬洁/贝乐乐,剧情/喜剧,中国大陆,汉语普通话,2018,103
海王,https://movie.douban.com/subject/3878007/,7.7,528008,温子仁,大卫·莱斯利·约翰逊-麦戈德里克,杰森·莫玛/艾梅柏·希尔德/威廉·达福/帕特里克·威尔森/妮可·基德曼/杜夫·龙格尔/叶海亚·阿卜杜勒-迈丁/特穆拉·莫里森/林路迪/迈克尔·比奇/兰道尔·朴/格拉汉姆·麦克泰维什/雷·沃纳尔/泰努伊·柯克伍德/塔穆尔·柯克伍德/丹泽尔·夸克/卡恩·古尔杜尔/奥蒂斯·丹吉/克考亚·克库毛诺/朱莉·安德鲁斯/约翰·瑞斯-戴维斯/杰曼·翰苏/索菲亚·福雷斯特/娜塔莉亚姗福瑞/杰克·安德鲁/汉克·阿莫斯/帕特里克·考克斯/罗伯特·朗斯特里特/德维卡·帕利赫/梅布尔·塔莫内/文森特·B·拉戈斯/加布里埃拉·佩特科娃/爱丽丝·兰斯伯里/帕特里克·艾奇逊/约翰·盖蒂尔/塔丽亚·杰德·霍尔特/罗斯·克纳汉/布拉登·刘易斯/萨尔瓦多·梅伦达/山姆·莫纳汉/温妮·穆赞贝/凯·潘塔诺/安娜·帕奇/乔恩·奎斯蒂德/迪伦·斯图默/米奇·武尔夫,动作/奇幻/冒险,美国/澳大利亚,英语/毛利语/意大利语/俄语,2018,143
小偷家族,https://movie.douban.com/subject/27622447/,8.7,327776,是枝裕和,是枝裕和,中川雅也/安藤樱/松冈茉优/城桧吏/佐佐木美结/树木希林/绪形直人/池松壮亮/森口瑶子/山田裕贵/片山萌美/柄本明/高良健吾/池胁千鹤,剧情/家庭/犯罪,日本,日语,2018,117
地久天长,https://movie.douban.com/subject/26715636/,8.0,40349,王小帅,阿美,王景春/咏梅/齐溪/王源/杜江/艾丽娅/徐程/李菁菁/赵燕国彰,剧情/家庭,中国大陆,汉语普通话,2019,175
疯狂的外星人,https://movie.douban.com/subject/25986662/,6.4,384493,宁浩,孙小杭,黄渤/沈腾/汤姆·派福瑞/马修·莫里森/徐峥/于和伟/雷佳音/刘桦/邓飞/蔡明凯/王戈/凯特·纳尔逊/王砚伟/呲路,喜剧/科幻,中国大陆,汉语普通话/英语,2019,116
比悲伤更悲伤的故事,https://movie.douban.com/subject/27624661/,4.8,50243,林孝谦,吕安弦,陈意涵/刘以豪/张书豪/陈庭妮/吴映洁/禾浩辰/游大庆/石知田/黄丽玲/姚爱宁,爱情,台湾,汉语普通话,2018,105
蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,8.7,279302,鲍勃·佩尔西凯蒂/彼得·拉姆齐/罗德尼·罗斯曼,菲尔·罗德,沙梅克·摩尔/杰克·约翰逊/海莉·斯坦菲尔德/马赫沙拉·阿里/布莱恩·泰里·亨利/莉莉·汤姆林/劳伦·维勒斯/佐伊·克罗维兹/约翰·木兰尼/金可·格伦/尼古拉斯·凯奇/凯瑟琳·哈恩/列维·施瑞博尔/克里斯·派恩/娜塔丽·莫瑞丝/奥斯卡·伊萨克/格里塔·李/斯坦·李/乔玛·塔科内/华金·科西奥/蕾克·贝尔/梅勒妮·海恩斯/尼克·杰恩/穆尼卜·拉赫曼/卡洛斯·萨拉戈萨/黛西·罗斯·布莱内斯/里夫·霍顿/哈里森·奈特/莱克斯·朗/凯特琳·麦肯纳-威尔金森/斯科特·门维尔/克里斯托弗·米勒/德维卡·帕利赫/柯特妮·佩尔顿/克里斯蒂·法瑞斯/杰奎琳·皮诺尔/贾斯汀·沉卡罗/梅利莎·斯特姆,动作/科幻/动画/冒险,美国,英语/西班牙语,2018,116
“大”人物,https://movie.douban.com/subject/26816076/,6.5,97545,五百,胡蓉蓉,王千源/包贝尔/王迅/王砚辉/屈菁菁/周游/韩烨洲/盖玥希/刘敏涛/梅婷/潘粤明/乔振宇/景岗山/杜源/高捷/寇占文/刘天佐/马浴柯/霍青/邢瀚卿/李蓓蕾/万沛鑫/张皓然/谢孟伟/姜寒/肖涵/吕晓霖/马京京/黎宇航/成方旭/王子清/王昱涵/王昱淇/郭紫铭/要武/滕根/张奥,动作/犯罪,中国大陆,汉语普通话,2019,107
毒液：致命守护者,https://movie.douban.com/subject/3168101/,7.2,492049,鲁本·弗雷斯彻,杰夫·皮克纳,汤姆·哈迪/米歇尔·威廉姆斯/里兹·阿迈德/斯科特·黑兹/瑞德·斯科特/珍妮·斯蕾特/梅洛拉·沃尔特斯/伍迪·哈里森/佩吉·陆/马尔科姆·C·默里/索佩·阿卢科/韦恩·佩雷/米歇尔·李/库尔特·岳/克里斯·奥哈拉/埃米里奥·瑞弗拉/阿里亚当娜·约瑟夫/袁之正/朴云龙/麦克·勃兰特/尼克·图恩/山姆·麦地那/迪塞尔·马德金斯/简·麦克尼尔/维克托·麦凯/马丁·巴特斯·布拉德福德/布兰顿·莫拉莱斯/马修·康威尔/斯坦·李/韦德·威廉姆斯/约瑟夫·阿梅/威廉·W·巴伯/玛塞拉·布拉吉奥/卡特·伯奇/克里斯蒂安·康佛瑞/詹姆斯·富尔特斯/丹妮拉·加斯基/约翰·盖蒂尔/艾米丽塔·T·冈萨雷斯/杰克·汉森/安东尼·B·哈里斯/卡茜·亨德利/罗恩·彼得·琼斯/霍梅洛·洛佩兹/万恩·姆约维奇,动作/科幻/惊悚,美国/中国大陆,英语/汉语普通话,2018,112
我不是药神,https://movie.douban.com/subject/26752088/,9.0,1057061,文牧野,韩家女,徐峥/王传君/周一围/谭卓/章宇/杨新鸣/王佳佳/王砚辉/贾晨飞/龚蓓苾/宁浩/李乃文/岳小军/苇青/富冠铭/巴拉特·巴蒂/喜利图/张海艳/朱耕佑,剧情/喜剧,中国大陆,汉语普通话/英语/上海话/印地语,2018,117
一吻定情,https://movie.douban.com/subject/30263995/,4.8,43625,陈玉珊,曾咏婷,王大陆/林允/陈柏融/蔡思韵/邰智源/李铭顺/钟丽缇/郭书瑶,喜剧/爱情,中国大陆,汉语普通话,2019,122
西虹市首富,https://movie.douban.com/subject/27605698/,6.6,606606,闫非/彭大魔,闫非,沈腾/宋芸桦/张一鸣/张晨光/常远/魏翔/赵自强/九孔/李立群/王成思/徐冬冬/艾伦/杨皓宇/黄才伦/王力宏/包贝尔/郎咸平/张绍刚/杨文哲/陶亮/王赞/黄杨/刘鉴/杨沅翰/林炳宝/骆佳/陈昊明/臧一人,喜剧,中国大陆,汉语普通话,2018,118
新喜剧之王,https://movie.douban.com/subject/4840388/,5.8,193568,周星驰,周星驰,王宝强/鄂靖文/张全蛋/景如洋/张琪/袁兴哲/田启文/黄骁鹏/蔡哲睿/苗溢伦,剧情/喜剧,中国大陆/香港,汉语普通话/粤语,2019,91
无名之辈,https://movie.douban.com/subject/27110296/,8.1,586854,饶晓志,饶晓志,陈建斌/任素汐/潘斌龙/章宇/王砚辉/九孔/马吟吟/程怡/宁桓宇/邓恩熙/谢波/范翔/赵梓冲/史策/马睿瀚/林海/邓钢,剧情/喜剧,中国大陆,汉语普通话/贵州话,2018,108
阿丽塔：战斗天使,https://movie.douban.com/subject/1652592/,7.6,291266,罗伯特·罗德里格兹,詹姆斯·卡梅隆,罗莎·萨拉查/克里斯托弗·沃尔兹/基恩·约翰逊/艾德·斯克林/马赫沙拉·阿里/詹妮弗·康纳利/杰基·厄尔·哈利/拉娜·康多/小豪尔赫·兰登伯格/艾莎·冈萨雷斯/卡斯帕·凡·迪恩/米歇尔·罗德里格兹/爱德华·诺顿/杰夫·法赫/山姆·麦地那/德里克·梅耶斯/艾丽·拉蒙特/豪尔赫·A·希门尼斯/马克·扎罗/比利·布莱尔/伦纳德·吴/特里斯坦·里格斯/迈克尔·洛夫·托利弗/金/达塞尔·丹妮尔/马克·A·怀特,动作/科幻/冒险,美国/加拿大/阿根廷,英语/西班牙语,2019,122
疯狂动物城,https://movie.douban.com/subject/25662329/,9.2,844193,拜伦·霍华德/瑞奇·摩尔/杰拉德·布什,拜伦·霍华德,金妮弗·古德温/杰森·贝特曼/伊德里斯·艾尔巴/珍妮·斯蕾特/内特·托伦斯/邦尼·亨特/唐·雷克/汤米·钟/J·K·西蒙斯/奥克塔维亚·斯宾瑟/艾伦·图代克/夏奇拉/雷蒙德·S·佩尔西/德拉·萨巴/莫里斯·拉马奇/菲尔·约翰斯顿/约翰·迪·玛吉欧/凯蒂·洛斯/吉塔·雷迪/杰西·科尔蒂/汤米·利斯特/乔希·达拉斯/瑞奇·摩尔/凯斯·索西/彼得·曼斯布里奇/拜伦·霍华德/杰拉德·布什/马克·史密斯/乔西·特立尼达/约翰·拉维尔/克里斯汀·贝尔/吉尔·科德斯/梅利莎·古德温,喜剧/动画/冒险,美国,英语/挪威语,2016,109
寻梦环游记,https://movie.douban.com/subject/20495023/,9.0,711774,李·昂克里奇/阿德里安·莫利纳,阿德里安·莫利纳,安东尼·冈萨雷斯/盖尔·加西亚·贝纳尔/本杰明·布拉特/阿兰纳·乌巴奇/芮妮·维克托/杰米·卡米尔/阿方索·阿雷奥/赫伯特·西古恩萨/加布里埃尔·伊格莱西亚斯/隆巴多·博伊尔/安娜·奥菲丽亚·莫吉亚/娜塔丽·科尔多瓦/赛琳娜·露娜/爱德华·詹姆斯·奥莫斯/索菲亚·伊斯皮诺萨/卡拉·梅迪纳/黛娅娜·欧特里/路易斯·瓦尔德斯/布兰卡·阿拉切利/萨尔瓦多·雷耶斯/切奇·马林/奥克塔维·索利斯/约翰·拉岑贝格,喜剧/动画/音乐/奇幻,美国,英语/西班牙语,2017,105
让子弹飞,https://movie.douban.com/subject/3742360/,8.7,864324,姜文,朱苏进,姜文/葛优/周润发/刘嘉玲/陈坤/张默/姜武/周韵/廖凡/姚橹/邵兵/苗圃/冯小刚/胡军/马珂/白冰/杜奕衡/李静/胡明/危笑/杨奇雨/赵铭,剧情/喜剧/动作/西部,中国大陆/香港,汉语普通话/四川话/山西话,2010,132
驯龙高手3,https://movie.douban.com/subject/19899707/,7.5,90719,迪恩·德布洛斯,迪恩·德布洛斯,杰伊·巴鲁切尔/亚美莉卡·费雷拉/F·默里·亚伯拉罕/凯特·布兰切特/杰拉德·巴特勒/克雷格·费格森/乔纳·希尔/克里斯托夫·梅兹-普莱瑟/克里斯汀·韦格/基特·哈灵顿/罗宾·阿特金·唐斯/基隆·埃利奥特/吉迪恩·埃默里/阿什利·詹森/奥拉维尔·达里·奥拉夫松/詹姆士·谢/大卫·田纳特,动画/奇幻/冒险,美国,英语,2019,104
无双,https://movie.douban.com/subject/26425063/,8.1,542547,庄文强,庄文强,周润发/郭富城/张静初/冯文娟/廖启智/周家怡/王耀庆/方中信/高捷/邢佳栋/张松枝/张建声/吴嘉龙/孙佳君,剧情/动作/犯罪,中国大陆/香港,汉语普通话/粤语/英语/泰语/波兰语,2018,130
黑豹,https://movie.douban.com/subject/6390825/,6.4,299224,瑞恩·库格勒,瑞恩·库格勒,查德维克·博斯曼/露皮塔·尼永奥/迈克尔·B·乔丹/丹娜·奎里拉/马丁·弗瑞曼/丹尼尔·卡卢亚/利蒂希娅·赖特/温斯顿·杜克/斯特林·K·布朗/安吉拉·贝塞特/福里斯特·惠特克/安迪·瑟金斯/弗洛伦丝·卡松巴/约翰·卡尼/大卫·S·李/娜比娅·毕,动作/科幻/冒险,美国/南非/韩国/澳大利亚,斯瓦希里语/英语/科萨语/韩语,2018,134
你的名字。,https://movie.douban.com/subject/26683290/,8.4,675653,新海诚,新海诚,神木隆之介/上白石萌音/长泽雅美/市原悦子/成田凌/悠木碧/岛崎信长/石川界人/谷花音/寺杣昌纪/大原沙耶香/井上和彦/茶风林/加藤有花/花泽香菜/寺崎裕香,剧情/爱情/动画,日本,日语,2016,106
怦然心动,https://movie.douban.com/subject/3319755/,9.0,867485,罗伯·莱纳,罗伯·莱纳,玛德琳·卡罗尔/卡兰·麦克奥利菲/瑞贝卡·德·莫妮/安东尼·爱德华兹/约翰·马奥尼/佩内洛普·安·米勒/艾丹·奎因/凯文·韦斯曼/摩根·莉莉/瑞安·克茨纳/吉莉安·普法夫/迈克尔·博萨/博·勒纳/杰奎琳·埃沃拉/泰勒·格鲁秀斯/艾莉·布莱恩特/阿什莉·泰勒/伊瑟尔·布罗萨德/科迪·霍恩/迈克尔·博尔顿/肖恩·哈珀/斯戴芬妮·斯考特/帕特丽夏·伦茨/马修·戈尔德/阿罗拉·凯瑟琳·史密斯/凯莉·唐纳利/索菲亚·撒高/米歇尔·梅斯默/ScottJoelGizicki/RodMyers/KaraPacitto/KatelynPacitto,剧情/喜剧/爱情,美国,英语,2010,90
神奇动物：格林德沃之罪,https://movie.douban.com/subject/26147417/,7.1,279677,大卫·叶茨,J·K·罗琳,埃迪·雷德梅恩/凯瑟琳·沃特斯顿/约翰尼·德普/裘德·洛/埃兹拉·米勒/丹·福勒/艾莉森·萨多尔/佐伊·克罗维兹/卡勒姆·特纳/金秀贤/威廉·纳迪兰/凯文·格思里/卡门·艾乔戈/沃尔夫·罗特/德里克·里德尔/科内尔·约翰/英格瓦·埃盖特·西古德松/波佩·科比-特曲/西蒙·米考克/大卫·樱井/维多利亚·耶茨/奥拉维尔·达里·奥拉夫松/大卫·威尔莫特/艾德·高根/奥莉维亚·波皮卡/阿尔菲·西蒙斯/菲奥娜·格拉斯科特/杰米·坎贝尔·鲍尔/托比·瑞格波/约书亚·谢伊/布隆蒂斯·佐杜洛夫斯基/杰西卡·威廉姆斯/欧文·弗热瑞/休·夸希/塔希尔·布尔汉/迈克尔·科布/萨比恩·克洛森/亚历珊德拉·福特/肖恩·吉斯灵厄姆/通恰伊·古奈什/迈克尔·海登/露丝·霍洛克斯/泰·赫尔利/纳西尔·贾玛/卡米尔·雷米泽斯基/迪诺·布加迪,奇幻/冒险,美国/英国,英语,2018,134
摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,9.1,749069,涅提·蒂瓦里,比于什·古普塔,阿米尔·汗/法缇玛·萨那·纱卡/桑亚·玛荷塔/阿帕尔夏克提·库拉那/沙克希·坦沃/塞伊拉·沃西/苏哈妮·巴特纳格尔/里特维克·萨霍里/吉里什·库卡尼,剧情/家庭/传记/运动,印度,印地语,2016,161
盗梦空间,https://movie.douban.com/subject/3541415/,9.3,1086583,克里斯托弗·诺兰,克里斯托弗·诺兰,莱昂纳多·迪卡普里奥/约瑟夫·高登-莱维特/艾伦·佩吉/汤姆·哈迪/渡边谦/迪利普·劳/基里安·墨菲/汤姆·贝伦杰/玛丽昂·歌迪亚/皮特·波斯尔思韦特/迈克尔·凯恩/卢卡斯·哈斯/李太力/克莱尔·吉尔蕾/马格努斯·诺兰/泰勒·吉蕾/乔纳森·吉尔/水源士郎/冈本玉二/厄尔·卡梅伦/瑞恩·海沃德/米兰达·诺兰/拉什·费加/蒂姆·科勒赫/妲露拉·莱莉,剧情/科幻/悬疑/冒险,美国/英国,英语/日语/法语,2010,148
波西米亚狂想曲,https://movie.douban.com/subject/5300054/,8.7,152364,布莱恩·辛格,安东尼·麦卡滕,拉米·马雷克/本·哈迪/约瑟夫·梅泽罗/格威利姆·李/艾伦·里奇/露西·宝通/艾丹·吉伦/汤姆·霍兰德/麦克·梅尔斯/阿隆·麦克卡斯克/梅内卡·达斯/迪基·博/蒂姆·普莱斯特/杰克·罗思/马克斯·班内特/基兰·哈德卡斯托/罗斯·格林/布鲁斯·麦克金伦/米歇尔·邓肯/马特·格林伍德/罗茜·本杰明/约翰·奥特曼/詹姆斯·华莱士/文森特·阿德里安/拉斯科·阿特金斯/乔纳森·奇塔姆/迈克尔·科布/耶稣·加洛/亚当·兰伯特/豪尔赫·莱昂·马丁内斯/杰森·莱恩斯/伊斯雷尔·鲁兹,剧情/音乐/传记,英国/美国,英语,2018,135
一出好戏,https://movie.douban.com/subject/26985127/,7.1,586659,黄渤,黄渤,黄渤/舒淇/王宝强/张艺兴/于和伟/王迅/李勤勤/李又麟/宁浩/管虎/梁静/徐峥/陈德森/张磊,剧情/喜剧,中国大陆,汉语普通话,2018,134
红海行动,https://movie.douban.com/subject/26861685/,8.3,634079,林超贤,冯骥,张译/黄景瑜/海清/杜江/蒋璐霞/尹昉/王强/郭家豪/王雨甜/麦亨利/张涵予/王彦霖,动作/战争,中国大陆/香港,汉语普通话/阿拉伯语/英语/索马里语/粤语,2018,138
唐人街探案2,https://movie.douban.com/subject/26698897/,6.7,555612,陈思诚,陈思诚,王宝强/刘昊然/肖央/刘承羽/尚语贤/王迅/妻夫木聪/迈克尔·皮特/白灵/元华/曾江/王成思/杨金赐/范湉湉/佟丽娅/陈思诚,喜剧/动作/悬疑/犯罪,中国大陆,汉语普通话,2018,121
头号玩家,https://movie.douban.com/subject/4920389/,8.7,742319,史蒂文·斯皮尔伯格,扎克·佩恩,泰伊·谢里丹/奥利维亚·库克/本·门德尔森/马克·里朗斯/丽娜·维特/森崎温/赵家正/西蒙·佩吉/T·J·米勒/汉娜·乔恩-卡门/拉尔夫·尹爱森/苏珊·林奇/克莱尔·希金斯/劳伦斯·斯佩尔曼/佩蒂塔·维克斯/艾萨克·安德鲁斯,动作/科幻/冒险,美国,英语/日语/汉语普通话,2018,140
初恋这件小事,https://movie.douban.com/subject/4739952/,8.3,584443,普特鹏·普罗萨卡·那·萨克那卡林/华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,平采娜·乐维瑟派布恩/马里奥·毛瑞尔/苏达拉·布查蓬/雅尼卡·桑普蕾舞/诺特·阿查拉那·阿瑞亚卫考/皮拉瓦特·赫拉巴特/普特鹏·普罗萨卡·那·萨克那卡林/华森·波克彭,剧情/喜剧/爱情,泰国,泰语/印度尼西亚语/英语,2010,118
复仇者联盟3：无限战争,https://movie.douban.com/subject/24773958/,8.1,531621,安东尼·罗素/乔·罗素,杰克·科比,小罗伯特·唐尼/克里斯·海姆斯沃斯/克里斯·埃文斯/马克·鲁弗洛/乔什·布洛林/佐伊·索尔达娜/本尼迪克特·康伯巴奇/克里斯·帕拉特/汤姆·赫兰德/伊丽莎白·奥尔森/保罗·贝坦尼/斯嘉丽·约翰逊/查德维克·博斯曼/塞巴斯蒂安·斯坦/唐·钱德尔/汤姆·希德勒斯顿/安东尼·麦凯/黄凯旋/戴夫·巴蒂斯塔/布莱德利·库珀/范·迪塞尔/凯伦·吉兰/利蒂希娅·赖特/庞·克莱门捷夫/凯莉·库恩/汤姆-沃恩-劳勒/海登·瓦尔希/迈克尔·詹姆斯·肖/泰瑞·诺塔里/本尼西奥·德尔·托罗/彼特·丁拉基/罗斯·马昆德/丹娜·奎里拉/温斯顿·杜克/弗洛伦丝·卡松巴/塞缪尔·杰克逊/雅各布·巴特朗/斯坦·李,动作/科幻/奇幻/冒险,美国,英语,2018,150
捉妖记2,https://movie.douban.com/subject/26575103/,5.0,210074,许诚毅,吴炜伦,梁朝伟/白百何/井柏然/李宇春/杨祐宁/大鹏/吴君如/曾志伟/黄磊/柳岩/吴莫愁/伍嘉成/赵磊/谷嘉诚/彭楚粤/陈泽希/郭子凡/肖战/焉栩嘉/夏之光/姜超/娄艺潇/张俪,喜剧/奇幻,中国大陆/香港,汉语普通话,2018,110
星际穿越,https://movie.douban.com/subject/1889243/,9.2,770908,克里斯托弗·诺兰,乔纳森·诺兰,马修·麦康纳/安妮·海瑟薇/杰西卡·查斯坦/卡西·阿弗莱克/迈克尔·凯恩/马特·达蒙/麦肯吉·弗依/蒂莫西·柴勒梅德/艾伦·伯斯汀/约翰·利思戈/韦斯·本特利/大卫·吉雅西/比尔·欧文/托弗·戈瑞斯/科莱特·沃夫/弗朗西斯·X·麦卡蒂/安德鲁·博尔巴/乔什·斯图沃特/莱雅·卡里恩斯/利亚姆·迪金森/杰夫·赫普内尔/伊莱耶斯·加贝尔/布鲁克·史密斯/大卫·奥伊罗/威廉姆·德瓦内/拉什·费加/格里芬·弗雷泽/弗洛拉·诺兰,剧情/科幻/冒险,美国/英国/加拿大/冰岛,英语,2014,169
美人鱼,https://movie.douban.com/subject/19944106/,6.7,513179,周星驰,周星驰,邓超/罗志祥/张雨绮/林允/徐克/吴亦凡/李尚正/卢正雨/白客/孔连顺/田启文/文章/杨能/张美娥/李叶青/林子聪/赵志凌/郑冀峰/钱国伟/范淑珍/艾文·科蒂克/松冈李那/徐轸轸/夏尉喻/皮埃尔·布迪厄/孙嘉灵/许雅婷/赵靖伊/付骏福/虞嘉娜/宁小花/易志乐/孙乐天,喜剧/爱情/奇幻,中国大陆/香港,汉语普通话/英语/日语,2016,93
奇异博士,https://movie.douban.com/subject/3025375/,7.6,373942,斯科特·德瑞克森,史蒂夫·迪特寇,本尼迪克特·康伯巴奇/蒂尔达·斯文顿/麦斯·米科尔森/切瓦特·埃加福特/瑞秋·麦克亚当斯/迈克尔·斯图巴/黄凯旋/本杰明·布拉特/斯科特·阿金斯/莎拉·费希恩/阿拉·萨菲,动作/奇幻/冒险,美国,英语,2016,115
战狼2,https://movie.douban.com/subject/26363254/,7.1,619505,吴京,吴京,吴京/弗兰克·格里罗/吴刚/张翰/卢靖姗/丁海峰/淳于珊珊/余男/于谦/石兆琪/海蒂·莫尼梅克/奥列格·普鲁迪乌斯/艾伦·托尼/赛尔·哈里斯/高明/王森/苇青/程愫/张永达/郭秋成/杜建桥/周冠廷/安·詹姆斯/黛安娜·希拉/孙率航/张馨月/关海龙/安妮塔·斯图尔特/特雷弗·琼斯/奥斯汀·普里斯特/克莱·方特诺特/保罗·艾力卡/丹尼尔·哈格里夫/李镇男/庄小龙/陈云志/肯尼迪,动作,中国大陆,汉语普通话/英语,2017,123
复仇者联盟2：奥创纪元,https://movie.douban.com/subject/10741834/,7.3,323309,乔斯·韦登,乔斯·韦登,小罗伯特·唐尼/克里斯·海姆斯沃斯/马克·鲁弗洛/克里斯·埃文斯/斯嘉丽·约翰逊/杰瑞米·雷纳/詹姆斯·斯派德/塞缪尔·杰克逊/唐·钱德尔/亚伦·泰勒-约翰逊/伊丽莎白·奥尔森/保罗·贝坦尼/寇碧·史莫德斯/安东尼·麦凯/海莉·阿特维尔/伊德里斯·艾尔巴/斯特兰·斯卡斯加德/金秀贤/托马斯·克莱舒曼/安迪·瑟金斯/朱莉·德尔佩/斯坦·李/亨利·古德曼/多米尼克·普罗沃斯特-切克利/艾萨克·安德鲁斯,动作/科幻/奇幻/冒险,美国,英语/韩语,2015,142
夏洛特烦恼,https://movie.douban.com/subject/25964071/,7.5,516149,闫非/彭大魔,闫非,沈腾/马丽/尹正/艾伦/王智/田雨/宋阳/常远/李萍/李立群/张一鸣/马小茜/赵震/董良瑜/刘坤/黄才伦/陈昊明/陆林洁/王成思/刘金/刘立东/杨欢/宁幻秋/温森/陶柏/许猛/嫣红/刘叶舟/王硕/马驰/周展翅/周华安/顾佳欣/易波/一戈/姜田丰/郭恩强/常世奎/于健/王琦/赵雪/陶亮/黄杨/陆羊/王军/刘子凡/刘笑竹/卢莹/张广洁/方菲菲/许登雨/朱波/肖扬/魏翔/江夏/吴江/张辰/王野/贾悦明/王翡/简姗姗/申琴子/尹星人/桂百惠/管亚鑫/彭泽言/王思浩/关鹏/桂琛/朱磊/徐贤任/田川/李哲,喜剧/爱情,中国大陆,汉语普通话,2015,104
少年派的奇幻漂流,https://movie.douban.com/subject/1929463/,9.0,790180,李安,扬·马特尔,苏拉·沙玛/伊尔凡·可汗/拉菲·斯波/阿迪勒·侯赛因/塔布/阿尤什·坦东/加塔姆·贝鲁尔/阿彦·汗/穆德·阿巴斯·卡勒里/维比什·希瓦库玛/热拉尔·德帕迪约/詹姆斯·塞托/俊·奈托/安德里亚·迪·斯戴法诺/沙拉万提·塞纳特/王柏杰/柯一正/黄健玮,剧情/奇幻/冒险,美国/台湾/英国/加拿大,英语/泰米尔语/法语/日语/印地语/汉语普通话,2012,127
