name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
红龙,https://movie.douban.com/subject/1305053/,7.7,67586,布莱特·拉特纳,泰德·塔里,安东尼·霍普金斯/爱德华·诺顿/拉尔夫·费因斯/哈威·凯特尔/艾米丽·沃森/玛丽·露易斯·帕克/菲利普·塞默·霍夫曼,惊悚/犯罪,美国/德国,英语/法语,2002,124分钟
春夏秋冬又一春,https://movie.douban.com/subject/1316580/,8.5,69674,金基德,金基德,吴永洙/金基德/金永敏/徐在京/何丽珍,剧情,韩国/德国,韩语,2003,103分钟
时尚先锋香奈儿,https://movie.douban.com/subject/2148257/,7.1,61672,安妮·芳婷,安妮·芳婷,奥黛丽·塔图/伯努瓦·波尔沃德/亚历桑德罗·尼沃拉/玛丽·吉兰/艾曼纽·德芙/RégisRoyer/YanDuffas/让·伊夫·沙特莱/文森特·内梅斯/艾米丽·加瓦·卡恩/让·克雷蒂安·赛蓓汀·勃朗峰,剧情/传记,法国,法语,2009,105分钟
伊甸湖,https://movie.douban.com/subject/3011997/,7.6,73471,詹姆斯·瓦特金斯,詹姆斯·瓦特金斯,凯利·蕾莉/迈克尔·法斯宾德/塔拉·艾利斯/杰克·奥康奈尔/托马斯·图尔格斯/詹姆斯·伯罗斯/邵恩·杜里/布隆森·韦伯/芬·阿特金斯/劳琳·斯坦利,惊悚/恐怖,英国,英语,2008,91分钟
游龙戏凤,https://movie.douban.com/subject/3262939/,6.0,59551,刘伟强,阮世生,刘德华/舒淇/何韵诗/张涵予/林嘉华/林子祥/姜大卫/张歆艺/张达明,爱情,香港,粤语/汉语普通话/英语,2009,117分钟
生日快乐,https://movie.douban.com/subject/1951318/,7.1,57856,马楚成,张艾嘉,古天乐/刘若英/曾宝仪/吴嘉龙/吴耀汉/周俊伟/任贤齐/林雪/谭俊彦/工藤佑也/郭羡妮/李勤勤,爱情,香港,粤语/日语,2007,107分钟
东京攻略,https://movie.douban.com/subject/1307043/,6.4,54381,马楚成,庄文强,梁朝伟/郑伊健/陈慧琳/张柏芝/仲村亨/阿部宽/任葆琳/远藤久美子/小松拓也/尾原真弓/柴崎幸,剧情/喜剧/动作/爱情,香港,粤语/日语/英语,2000,118分钟
歌舞青春3：毕业季,https://movie.douban.com/subject/2215609/,7.3,57018,肯尼·奥特加,Peter Barsocchini,扎克·埃夫隆/凡妮莎·哈金斯/阿什丽·提斯代尔/科宾·布鲁/巴特·约翰逊/LeslieWing/艾莉森·瑞德,剧情/喜剧/家庭,美国,英语,2008,112分钟
男儿本色,https://movie.douban.com/subject/2080133/,6.9,58620,陈木胜,陈木胜,谢霆锋/余文乐/房祖名/吴京/安志杰/江若琳,动作/犯罪,中国大陆/香港,汉语普通话/粤语,2007,129分钟
名侦探柯南：水平线上的阴谋,https://movie.douban.com/subject/2357713/,7.6,55354,山本泰一郎,青山刚昌,高山南/神谷明/山崎和佳奈/林原惠美/绪方贤一/山口胜平/茶风林/井上和彦/岩居由希子/松井菜樱子/高木涉/汤屋敦子/大谷育江,动画/悬疑,日本,日语,2005,105分钟
女王,https://movie.douban.com/subject/1866264/,7.7,61826,斯蒂芬·弗雷斯,皮特·摩根,海伦·米伦/麦克·辛/詹姆斯·克伦威尔/阿历克斯·杰宁斯/安吉拉·兰斯伯瑞,剧情/传记,英国/法国/意大利,英语/法语/德语,2006,103分钟
东京教父,https://movie.douban.com/subject/1310177/,8.9,69656,今敏,今敏,江守彻/梅垣义明/冈本绫/饭塚昭三/加藤精三/石丸博也/槐柳二/屋良有作/寺濑今日子/能登麻美子/大塚明夫/小山力也/宇垣秀成/小形满/芝原智矢子/竹口安芸子/伊藤和晃/古田信幸/汤屋敦子/堀川仁/风间勇刀/最上嗣生/园部好德/川濑晶子/宫崎晋永/矢原加奈子/柴田理惠/犬山犬子/山寺宏一/柚木凉香/进藤尚美/川原庆久/麻生智久/铃森勘司/金田朋子/藤原启治/兴梠里美,剧情/喜剧/动画,日本,日语,2003,92分钟
未知死亡,https://movie.douban.com/subject/3397503/,8.0,66731,A.R.目虏古多斯,A·R·拉曼,阿米尔·汗/缇努·阿南德/阿辛/吉雅·罕/PradeepRawat/RiyazKhan,剧情/动作/爱情/悬疑/惊悚,印度,北印度语,2008,183分钟
玩命快递2,https://movie.douban.com/subject/1419974/,7.3,59866,路易斯·莱特里尔,吕克·贝松,杰森·斯坦森/亚历山德罗·加斯曼/安贝·瓦莱塔/凯特·娜乌塔/马修·莫迪恩/杰森·弗莱明/凯斯·大卫/HunterClary,动作/犯罪,法国/美国,英语/法语/意大利语,2005,87分钟
虎胆龙威4,https://movie.douban.com/subject/1401535/,7.6,59858,伦·怀斯曼,马克·鲍姆贝克,布鲁斯·威利斯/蒂莫西·奥利芬特/贾斯汀·朗/李美琪/克利夫·柯蒂斯/乔纳森·萨多斯基/AndrewFriedman/凯文·史密斯/YorgoConstantine/塞瑞尔·拉菲利/克里斯巴勒莫/玛丽·伊丽莎白·温斯特德/姜成镐/泽利科·伊万内克/克里斯蒂娜·张,动作/惊悚/犯罪,美国/英国,英语/意大利语/法语,2007,128分钟
放·逐,https://movie.douban.com/subject/1790577/,8.0,65176,杜琪峰,司徒锦源,黄秋生/吴镇宇/张家辉/任贤齐/何超仪/张耀扬/林雪/任达华/林家栋/张兆辉/陈雅伦/谭炳文/许绍雄,惊悚/犯罪,香港,粤语,2006,108分钟
黑暗侵袭,https://movie.douban.com/subject/1437109/,7.6,69239,尼尔·马歇尔,尼尔·马歇尔,肖娜·麦克唐纳/娜塔莉·杰克逊·门多萨/阿里克斯·瑞德/萨斯基亚·马尔德/玛安娜·本灵/诺拉简·努恩/奥列佛·米尔本/MollyKayll/CraigConway/LeslieSimpson/MarkCronfield/StephenLamb/CatherineDyson/JulieEllis/SophieTrott,剧情/悬疑/恐怖,英国,英语,2005,99分钟
黑洞频率,https://movie.douban.com/subject/1294183/,8.3,69098,格里高利·霍布里特,托比·艾默里奇,丹尼斯·奎德/吉姆·卡维泽/肖恩·多伊尔/伊丽莎白·米切尔/诺亚·艾默里奇/梅利莎·埃里科/丹尼尔·汉森/约旦·布里奇斯/斯蒂芬·约菲/杰克·麦科马克/彼得·麦克内尔/迈克尔·塞拉/玛琳·辛科,科幻/悬疑/犯罪,美国,英语,2000,118分钟
死亡飞车,https://movie.douban.com/subject/2132412/,7.4,60098,保罗·安德森,保罗·安德森,杰森·斯坦森/琼·艾伦/伊恩·麦柯肖恩/泰瑞斯·吉布森/娜塔丽·马丁内斯,动作/科幻/惊悚,美国,英语,2008,111分钟
龙虎门,https://movie.douban.com/subject/1478926/,5.7,55029,叶伟信,黄子桓,甄子丹/谢霆锋/余文乐/董洁/李小冉/元华/陈观泰/释彦能/阮民安/邓萃雯/梁洛施/官恩娜,剧情/动作,中国大陆/香港,粤语,2006,94分钟
跳出我天地,https://movie.douban.com/subject/1301169/,8.8,64126,史蒂芬·戴德利,李·哈尔,杰米·贝尔/朱丽·沃特斯/杰米·德拉文/加里·刘易斯/斯图亚特·韦尔斯/麦克·艾略特/黛比威尔金森/琼·海伍德/查利哈德威克/马修·詹姆斯·托马斯/史蒂芬·曼甘/帕特里克·麦拉海德/芭芭拉·雷吉-亨特/伊莫金·克莱尔/戴安娜·肯特/尼尔瑙兹/李·威廉姆斯/梅丽娜·肯德尔/佐伊·贝尔/梅林欧文/亚当·库柏/亚当加尔布莱斯/莎伦·佩尔西/戴米安温特希金斯,剧情/歌舞/家庭/儿童,英国/法国,英语,2000,110分钟
怒火攻心,https://movie.douban.com/subject/1849959/,7.3,61397,马克·耐沃尔代/布莱恩·泰勒,马克·耐沃尔代,杰森·斯坦森/艾米·斯马特/何塞·巴勃罗·坎蒂略/艾弗连·莱米雷斯/德怀特·尤科姆,动作/惊悚/犯罪,美国,英语/西班牙语/韩语,2006,88分钟
终极面试,https://movie.douban.com/subject/3150816/,6.9,67444,斯图尔特·哈泽尔丁,斯图尔特·哈泽尔丁,卢克·梅伯利/科林·萨蒙/吉米·米斯特雷/嘉玛·陈/娜塔莉·考克斯/宝拉雅娜·麦金托什/克里斯·凯里,悬疑/惊悚,英国,英语/法语/粤语,2009,101分钟
爱的发声练习,https://movie.douban.com/subject/3305873/,5.5,60256,李鼎,许苇晴,徐熙媛/彭于晏/张孝全/东明相/李国毅,爱情,台湾,汉语普通话,2008,Taiwan:120分钟
电锯惊魂6,https://movie.douban.com/subject/3075983/,7.7,62367,凯文·格劳特,帕特里克·梅尔顿,托宾·贝尔/科斯塔斯·曼迪勒/马克·罗斯顿/贝茜·拉塞尔/肖妮·史密斯/彼德·奥德博拉治/阿特纳·卡尔卡尼斯/萨曼莎·莱摩尔/坦迪亚·霍华德/马蒂·莫罗/肖恩·艾哈迈德/珍妮尔·哈奇森/格里·曼迪西诺/卡罗琳·凯芙/乔治·纽伯恩,悬疑/惊悚/恐怖,美国/加拿大/英国/澳大利亚,英语,2009,90分钟
双食记,https://movie.douban.com/subject/2052978/,7.0,59147,赵天宇,赵天宇,吴镇宇/余男/江一燕/朱雨辰,剧情/爱情/悬疑,中国大陆,汉语普通话,2008,98分钟
机器人9号,https://movie.douban.com/subject/1764796/,7.5,63557,申·阿克,帕米拉·帕特勒,伊莱贾·伍德/詹妮弗·康纳利/约翰·C·赖利/克里斯托弗·普卢默/克里斯平·格洛弗/马丁·兰道/FredTatasciore,科幻/动画,美国,英语,2009,79分钟
桃花运,https://movie.douban.com/subject/3268216/,5.7,61301,马俪文,马俪文,葛优/邬君梅/范冰冰/丛珊/宋佳/郭涛/梅婷/耿乐/元秋/李晨/李小璐/段奕宏/刘震云/李凤绪/陈西贝/厉娜/高菲,剧情/喜剧/爱情,中国大陆/香港,汉语普通话,2008,115分钟
八面埋伏,https://movie.douban.com/subject/1309064/,7.6,66433,雷尼·哈林,韦恩·克莱默,艾恩·贝利/小克利夫顿·克林斯/威尔·坎普/方·基默/约翰尼·李·米勒/凯瑟琳·莫里斯/克里斯蒂安·史莱特/LLCoolJ/帕翠西娅·维拉奎兹/丹尼尔·布瓦塞万/安东尼·卡默林,剧情/悬疑/惊悚/犯罪,美国/荷兰/英国/芬兰,英语,2004,106分钟
怪物史瑞克3,https://movie.douban.com/subject/1433673/,7.3,52088,克里斯·米勒/许诚毅,杰弗里·普赖斯,麦克·梅尔斯/艾迪·墨菲/卡梅隆·迪亚兹/安东尼奥·班德拉斯/鲁伯特·艾弗雷特/贾斯汀·汀布莱克/朱莉·安德鲁斯/约翰·克立斯/拉里·金,喜剧/动画/家庭/奇幻/冒险,美国,英语,2007,93分钟
鬼影,https://movie.douban.com/subject/1773217/,7.7,64139,班庄·比辛达拿刚/柏德潘·王般,班庄·比辛达拿刚,阿西塔·西卡玛娜/阿南达·爱华灵咸/娜特慧兰·塔美,悬疑/恐怖,泰国,泰语,2004,97分钟
那山那人那狗,https://movie.douban.com/subject/1307766/,8.5,58161,霍建起,思芜,滕汝骏/刘烨/赵秀丽/陈好/龚业珩/党浩予,剧情/家庭,中国大陆,汉语普通话,1999,93分钟
天伦之旅,https://movie.douban.com/subject/3041749/,8.6,68061,柯克·琼斯,柯克·琼斯,罗伯特·德尼罗/凯特·贝金赛尔/山姆·洛克威尔/德鲁·巴里摩尔/凯瑟琳·莫宁/詹姆斯·弗莱恩/梅丽莎·里奥/布兰登·萨克斯顿/詹姆斯·墨塔夫/奥斯汀·拉尔西/莉莉·莫·辛/肖姆斯·戴维-菲茨帕特里克/达米安·杨/ChandlerFrantz,剧情/家庭,美国,英语,2009,99分钟
九降风,https://movie.douban.com/subject/3212120/,7.4,62085,林书宇,林书宇,凤小岳/张捷/初家晴/林祺泰/沈威年/王柏杰/邱翊橙/纪培慧/李岳承/曾志伟,剧情,台湾,汉语普通话,2008,107分钟
阅后即焚,https://movie.douban.com/subject/2054933/,7.1,64470,伊桑·科恩/乔尔·科恩,乔尔·科恩,乔治·克鲁尼/约翰·马尔科维奇/蒂尔达·斯文顿/弗兰西斯·麦克多蒙德/布拉德·皮特/J·K·西蒙斯/凯文·苏斯曼/大卫·拉斯彻/理查德·詹金斯/伊丽莎白·玛维尔,剧情/喜剧/犯罪,美国/英国/法国,英语,2008,96分钟
沙漠之花,https://movie.douban.com/subject/3430271/,8.7,62502,雪莉·霍曼,Smita Bhide,莉亚·科贝德/莎莉·霍金斯/CraigParkinson/梅拉·沙尔/安东尼·麦凯/茱丽叶特·斯蒂文森/蒂莫西·斯波/SorayaOmar-Scego,剧情,英国/德国/奥地利,英语/索马里语/法语,2009,128分钟
对她说,https://movie.douban.com/subject/1292211/,8.6,59846,佩德罗·阿莫多瓦,佩德罗·阿莫多瓦,哈维尔·卡马拉/达里奥·格兰迪内蒂/蕾欧诺·瓦特林/罗萨里奥·弗洛雷斯/马里奥拉·福恩特斯/杰拉丁·卓别林/皮娜·鲍什/玛洛·艾劳多/卡耶塔诺·费洛索/罗伯托·阿尔瓦雷斯/ElenaAnaya/LolaDueñas/阿道夫·费尔南德斯/安娜·费尔南德斯/丘斯·兰普雷亚维/塞西莉亚·罗特,剧情,西班牙,西班牙语,2002,112分钟
27套礼服,https://movie.douban.com/subject/2132120/,6.7,59182,安妮·弗莱彻,艾莲·布洛什·麦肯纳,凯瑟琳·海格尔/詹姆斯·麦斯登/爱德华·伯恩斯/玛琳·阿克曼/朱迪·格雷尔/克里斯滕·里特,喜剧/爱情,美国,英语,2008,111分钟
云的彼端，约定的地方,https://movie.douban.com/subject/1381964/,7.8,59833,新海诚,新海诚,吉冈秀隆/萩原圣人/南里侑香/石冢运升/井上和彦,剧情/科幻/动画,日本,日语,2004,91分钟
窈窕绅士,https://movie.douban.com/subject/3897667/,6.1,60477,李巨源,李巨源,孙红雷/林熙蕾/洪小铃/冼色丽/苑新雨,喜剧/爱情,中国大陆,Shanghainese/英语/粤语/汉语普通话,2009,90分钟
妈妈咪呀,https://movie.douban.com/subject/2054024/,7.5,59333,菲利达·劳埃德,凯瑟琳·约翰逊,梅丽尔·斯特里普/阿曼达·塞弗里德/皮尔斯·布鲁斯南/科林·费尔斯/斯特兰·斯卡斯加德/朱丽·沃特斯/多米尼克·库珀/克里斯汀·芭伦斯基,喜剧/爱情/歌舞,英国/美国/德国,英语,2008,108分钟
大象,https://movie.douban.com/subject/1292272/,7.8,57488,格斯·范·桑特,格斯·范·桑特,阿里克斯·弗罗斯特/约翰·罗宾森/埃里克·德伦/伊里斯·麦康利,剧情/犯罪,美国,英语/德语,2003,81分钟
再见列宁,https://movie.douban.com/subject/1292055/,8.7,61402,沃尔夫冈·贝克,贝尔恩德·利希滕伯格,丹尼尔·布鲁尔/卡特琳·萨斯/丘利潘·哈马托娃/弗洛里安·卢卡斯/亚历山大·拜尔,剧情/喜剧,德国,德语,2003,121分钟
我的小小新娘,https://movie.douban.com/subject/1390021/,7.0,51356,金豪俊,Sun-il Yu,金来沅/文根英/金甫京/金仁文/鲜于银淑/金惠玉/朴真宇/柳德焕/申世京,喜剧/爱情,韩国,韩语/英语,2004,115分钟
爱有来生,https://movie.douban.com/subject/3155477/,7.6,61392,俞飞鸿,俞飞鸿,俞飞鸿/段奕宏/李佳/姚橹/涂松岩,剧情/爱情,中国大陆,汉语普通话,2009,96分钟
初三大四我爱你,https://movie.douban.com/subject/3732499/,7.1,56823,Haeman Chatemee,Haeman Chatemee,SarochaTanjararak/KaninBhatia/ChonlatornPruchyarungroaj/SupasitChinvinukul/彭帕克·西里古尔/JureeOhsiri,剧情/爱情,泰国,泰语,2009,99分钟
寻枪,https://movie.douban.com/subject/1305224/,7.6,56377,陆川,陆川,姜文/宁静/伍宇娟/刘小宁/魏小平/石凉,剧情/悬疑/犯罪,中国大陆,贵州话,2002,90分钟
裂缝,https://movie.douban.com/subject/3007817/,7.9,64827,乔丹·斯科特,乔丹·斯科特,伊娃·格林/朱诺·坦普尔/玛利亚·瓦沃德/伊莫琴·普茨/EllieNunn/AdeleMcCann/ZoeCarroll/ClemmieDugdale,剧情/惊悚,英国/爱尔兰/西班牙/法国/瑞士,英语,2009,104分钟
玫瑰人生,https://movie.douban.com/subject/1898223/,8.3,57709,奥利维埃·达昂,伊莎贝尔·索伯曼,玛丽昂·歌迪亚/西尔维·泰斯蒂/帕斯卡尔·格雷戈里/艾玛纽尔·塞尼耶/让-保罗·卢弗/热拉尔·德帕迪约/克洛蒂尔·蔻洛/让-皮埃尔·马丹/卡特琳娜·阿莱格雷/马克·巴贝/卡罗利娜·西奥尔/玛侬·舍瓦利尔/宝琳·布雷特/卡罗琳·雷诺/安德烈·彭文/西莉亚·马基/哈利·海顿-佩顿,剧情/爱情/音乐/传记,法国/英国/捷克,法语/英语,2007,140分钟
悲伤电影,https://movie.douban.com/subject/1459368/,7.7,57301,权宗官,权宗官,郑雨盛/车太贤/李己雨/林秀晶/金石源/申敏儿/孙泰英/廉晶雅/吕珍九,剧情/喜剧/爱情,韩国,韩国手语/韩语,2005,108分钟
狗狗与我的十个约定,https://movie.douban.com/subject/2976111/,8.1,57979,本木克英,泽本嘉光,田中丽奈/加濑亮/福田麻由子/丰川悦司/高岛礼子,剧情/喜剧/爱情,日本,日语,2008,117分钟
命运呼叫转移,https://movie.douban.com/subject/2279772/,5.7,48438,刘仪伟/张坚庭/孙周/林锦和,刘仪伟,葛优/刘仪伟/范冰冰/闫妮/邱心志/姚晨/徐峥/徐帆/杨立新/王学兵/秦岚/柳云龙/林依轮/毛俊杰/伊能静,喜剧/爱情,中国大陆,汉语普通话,2007,111分钟
黑夜传说2：进化,https://movie.douban.com/subject/1422920/,7.3,55562,伦·怀斯曼,丹尼·麦克布莱德,凯特·贝金赛尔/斯科特·斯比德曼/托尼·库兰/德里克·雅各比/比尔·奈伊/麦克·辛,动作/惊悚/奇幻,美国,英语/法语/匈牙利语,2006,106分钟
K星异客,https://movie.douban.com/subject/1306607/,8.5,64791,伊恩·索夫特雷,查尔斯·里维特,凯文·史派西/杰夫·布里吉斯/玛丽·麦克科马克/阿尔法·伍达德/大卫·帕特里克·凯利/西利亚·维斯顿/特雷西·维拉尔/金伯利·斯科特/康查塔·费雷尔/维森特·拉雷斯卡/索尔·威廉姆斯/彼得·格雷蒂/阿杰·奈杜/MelaneeMurray/JohnToles-Bey,剧情/科幻,美国/德国,英语,2001,120分钟
蜀山传,https://movie.douban.com/subject/1308338/,6.5,52310,徐克,徐克,郑伊健/张柏芝/古天乐/谭耀文/林熙蕾/洪金宝/章子怡/吴京/刘洵/吴樾,动作/奇幻/武侠/古装,中国大陆/香港,汉语普通话/粤语,2001,104分钟
南极大冒险,https://movie.douban.com/subject/1477448/,8.7,59233,弗兰克·马歇尔,David DiGilio,保罗·沃克/布鲁斯·格林伍德/穆恩·布拉得古德/温迪·古逊/贾森·比格斯,剧情/冒险,美国,英语,2006,120分钟
刺陵,https://movie.douban.com/subject/3305722/,3.8,56655,朱延平,岸西,周杰伦/林志玲/陈道明/苗圃/曾志伟/陈楚河/刘畊宏/曾江/黄一飞/刘波,动作/冒险,中国大陆/台湾/香港,汉语普通话,2009,110分钟
龙凤斗,https://movie.douban.com/subject/1308838/,6.7,51697,杜琪峰,欧健儿,刘德华/郑秀文/吴嘉龙/林家栋/胡燕妮/秦煌/许绍雄/连晋,剧情/喜剧/爱情,香港,粤语/汉语普通话,2004,98分钟
绝代艳后,https://movie.douban.com/subject/1476023/,6.7,57080,索菲亚·科波拉,索菲亚·科波拉,克斯汀·邓斯特/詹森·舒瓦兹曼/朱迪·戴维斯/雷普·汤恩/萝丝·拜恩/艾莎·阿基多,剧情/传记/历史,美国/法国/日本,法语/英语,2006,123分钟
死亡幻觉,https://movie.douban.com/subject/1306662/,7.3,60766,理查德·凯利,理查德·凯利,杰克·吉伦哈尔/霍尔姆斯·奥斯本/玛吉·吉伦哈尔/黛维·切斯/玛丽·麦克唐纳/亚瑟·塔谢尔/帕特里克·斯威兹/德鲁·巴里摩尔/塞斯·罗根/吉娜·马隆/茱莲妮·普迪/詹姆斯·杜瓦尔/MarkHoffman/大卫·圣.詹姆斯/TomTangen/JazzieMahannah/StuartStone/GaryLundy,科幻/惊悚,美国,英语,2001,113分钟
原罪,https://movie.douban.com/subject/1302303/,7.4,53230,迈克尔·克里斯托弗,迈克尔·克里斯托弗,安东尼奥·班德拉斯/安吉丽娜·朱莉/托马斯·简/杰克·汤普森/AllisonMackie/乔安·普林格尔/詹姆斯·哈文/LisaOwen/格里高利·伊齐恩,剧情/爱情/悬疑/情色,法国/美国,英语/西班牙语/日语/拉丁语/德语,2001,116分钟
地心历险记,https://movie.douban.com/subject/2037833/,6.7,50301,埃里克·布雷维格,Michael D. Weiss,布兰登·费舍/乔什·哈切森/安妮塔·布瑞姆/塞斯·梅耶斯,动作/科幻/冒险,美国,英语/冰岛语,2008,93分钟
穿越时空爱上你,https://movie.douban.com/subject/1304485/,7.4,57728,詹姆斯·曼高德,斯蒂芬·罗杰斯,梅格·瑞恩/休·杰克曼/列维·施瑞博尔/布瑞金·梅耶/娜塔莎·雷昂/布莱德利·惠特福德/PaxtonWhitehead/斯波尔丁·格雷/乔什·斯坦伯/MatthewSussman/夏洛特·阿雅娜/菲利普·博斯科/安德鲁·杰克/StanTracy/克里斯汀·沙尔,喜剧/爱情/奇幻,美国,英语/法语,2001,118分钟
撒玛利亚女孩,https://movie.douban.com/subject/1308854/,7.4,33995,金基德,金基德,韩业云/郭智敏/李乌/郑仁基/吴龙,剧情/情色,韩国,韩语,2004,95分钟
夕阳天使,https://movie.douban.com/subject/1300608/,6.6,49084,元奎,刘镇伟,舒淇/赵薇/莫文蔚/宋承宪/卫志豪/仓田保昭/温兆伦/石修/林国斌/鲍起静/刘以达/何超仪/方平/古巨基,动作/犯罪,香港,粤语,2002,UK:110分钟
野孩子,https://movie.douban.com/subject/2251924/,7.1,57844,尼克·摩尔,Lucy Dahl,艾玛·罗伯茨/莱西·艾尼斯沃斯/谢尔碧·杨/约翰尼·帕卡/艾丹·奎因/娜塔莎·理查德森/乔治雅·金/亚历克斯·帕蒂弗/EleanorTurner-Moss/金伯莉·尼克松/MaisiePreston/朱诺·坦普尔/苏菲·吴/琳赛·寇克/雪莉·亨德森,剧情/喜剧/爱情,英国/美国/法国,英语,2008,98分钟
疯狂约会美丽都,https://movie.douban.com/subject/1291565/,8.7,59204,希尔万·肖默,希尔万·肖默,BéatriceBonifassi/莉娜·布德罗/MichèleCaucheteux,喜剧/动画,法国/比利时/加拿大/英国/拉脱维亚,法语/葡萄牙语,2003,Argentina:80分钟
大块头有大智慧,https://movie.douban.com/subject/1300359/,6.5,49736,杜琪峰/韦家辉,韦家辉,刘德华/张柏芝/张兆辉/汤宝如/秦煌/黄华和/元彬,剧情/动作/惊悚,香港/中国大陆,粤语/英语/北印度语,2003,92分钟
太极旗飘扬,https://movie.douban.com/subject/1304972/,8.3,60213,姜帝圭,姜帝圭,张东健/元斌/李恩珠/孔炯轸/崔岷植/郑太勋,剧情/动作/战争,韩国,韩语,2004,148分钟
8英里,https://movie.douban.com/subject/1307853/,8.2,56734,柯蒂斯·汉森,斯科特·西尔弗,埃米纳姆/金·贝辛格/梅奇·费法/布莱特妮·墨菲/伊万·琼斯/奥玛·本森·米勒/德-安格里欧·威尔逊/尤金·伯德/塔恩·曼宁/Proof/迈克尔·珊农/ChloeGreenfield/安东尼·麦凯/DayGolfin/Hom/ObieTrice/保罗·贝茨/艾勒比/AbdulSalaamElRazzac/DaveDaniels/KarinDicker/布兰登·T·杰克逊/JasonJarchow/胡安妮塔·摩尔/JerryReid/格雷丝·斯塔福德/SteveVanHee,剧情/音乐,美国/德国,英语,2002,110分钟
热血高校2,https://movie.douban.com/subject/3074408/,7.9,56414,三池崇史,武藤将吾,小栗旬/矢部享佑/黑木美沙/高冈奏辅/桐谷健太/高桥努/三浦春马/山田孝之/金子统昭/深水元基/绫野刚,动作,日本,日语/英语,2009,133分钟
地狱男爵,https://movie.douban.com/subject/1308851/,6.9,50762,吉尔莫·德尔·托罗,吉尔莫·德尔·托罗,朗·普尔曼/约翰·赫特/塞尔玛·布莱尔/鲁珀特·伊文斯/卡瑞尔·罗登/杰弗里·塔伯/道格·琼斯/拉迪斯拉夫·伯兰/比迪·霍德森/克里·约翰逊/凯文·特诺/布莱恩·卡斯佩/詹姆斯·巴伯森/安格斯·麦金尼斯/吉姆·霍威克/罗里·科普斯,动作/奇幻/冒险,美国,英语/俄语,2004,122分钟
暴力街区13：终极,https://movie.douban.com/subject/3114109/,7.4,52212,帕特里克·亚力桑德罗,吕克·贝松,大卫·贝利/塞瑞尔·拉菲利/菲利普·托雷顿/丹尼尔·杜瓦尔/艾洛蒂·袁/MoussaMaaskri,动作/犯罪,法国,法语,2009,101分钟
花魁,https://movie.douban.com/subject/1850963/,8.1,59990,蜷川实花,安野梦洋子,土屋安娜/木村佳乃/安藤政信/椎名桔平/永濑正敏/远藤宪一/成宫宽贵/菅野美穗/石桥莲司/萨布,剧情/历史,日本,日语,2006,111分钟
三国之见龙卸甲,https://movie.douban.com/subject/1947091/,5.3,51895,李仁港,李仁港,刘德华/洪金宝/李美琪/吴建豪/濮存昕/安志杰/于荣光/岳华/狄龙/刘松仁/丁海峰/姜宏波,剧情/动作/历史/战争,中国大陆/韩国/香港,汉语普通话,2008,102分钟
20,https://movie.douban.com/subject/1310174/,7.3,49783,张艾嘉,张艾嘉,张艾嘉/刘若英/李心洁/梁家辉/黄秋生/任贤齐/杨淇/张洪量/陈柏霖/陈升/齐豫,剧情/喜剧/爱情,香港/台湾/日本,汉语普通话/粤语,2004,113分钟
玩命快递3,https://movie.douban.com/subject/3018122/,6.9,55056,奥利维尔·米加顿,吕克·贝松,杰森·斯坦森/娜塔尔雅·卢达科娃/弗朗索瓦·贝莱昂/罗伯特·克耐普/杰罗恩·克拉比/AlexKobold/DavidAtrakchi/YannSundberg/艾瑞克·艾伯纳尼/大卫·卡门诺斯/西尔维奥·西马克/蒂莫·迪尔克斯/保罗·巴雷特/卡琪娅·申库/FranckNeel/SemmySchilt/埃里克·莫罗,动作/犯罪,法国,英语/法语/乌克兰语/俄语/匈牙利语,2008,104分钟
坠入,https://movie.douban.com/subject/1890572/,8.8,62455,塔西姆·辛,丹·吉尔罗伊,凯婷卡·安塔鲁/贾斯蒂恩·瓦戴尔/李·佩斯/KimUylenbroek/AidenLithgow/肖恩·吉尔德/RonaldFrance/AndrewRoussouw/MichaelHuff/格兰特·斯旺比/埃米尔奥斯迪那/罗宾·史密斯/JeetuVerma/里奥·比尔/MarcusWesley,剧情/喜剧/奇幻/冒险,美国/南非/印度,英语/罗马尼亚语/拉丁语,2006,117分钟
意外,https://movie.douban.com/subject/3013580/,7.3,58491,郑保瑞,司徒锦源,古天乐/任贤齐/叶璇/冯淬帆/林雪/莫小棋/韩雨芹/刘宗基,惊悚,香港,粤语/汉语普通话,2009,89分钟
尖峰时刻2,https://movie.douban.com/subject/1304642/,6.8,45598,布莱特·拉特纳,杰夫·内桑森,成龙/克里斯·塔克/尊龙/章子怡/罗塞莉·桑切斯/李美琪/曾江,喜剧/动作/惊悚/犯罪,美国,英语/汉语普通话/粤语,2001,90分钟
合约情人,https://movie.douban.com/subject/2214140/,5.3,51326,张坚庭,张坚庭,任贤齐/范冰冰/徐子珊/元华/刘忆/刘仪伟/恒力/杨志英/张坚庭,喜剧/爱情,中国大陆,汉语普通话,2007,94分钟
名侦探柯南：绀碧之棺,https://movie.douban.com/subject/2357717/,6.7,47916,山本泰一郎,青山刚昌,高山南/山崎和佳奈/神谷明/松井菜樱子/茶风林/绪方贤一/岩居由希子/高木涉/大谷育江/林原惠美/山口胜平,剧情/动画/悬疑,日本,日语,2007,95分钟
