name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime,comment,review
上帝也疯狂,https://movie.douban.com/subject/1297478/,8.7,110918,加美·尤伊斯,加美·尤伊斯,MariusWeyers/SandraPrinsloo/历苏/LouwVerwey/MichaelThys,喜剧,博茨瓦纳/南非,英语/南非荷兰语/Ungwatsi,1980,109分钟,(全部16853条),(全部196条)
银翼杀手,https://movie.douban.com/subject/1291839/,8.3,119914,雷德利·斯科特,汉普顿·范彻,哈里森·福特/鲁特格尔·哈尔/肖恩·杨/爱德华·詹姆斯·奥莫斯/M·埃梅特·沃尔什/达丽尔·汉纳/威廉·桑德森/布里翁·詹姆斯/乔·托克尔/乔安娜·卡西迪/吴汉章/摩根·保罗/凯文·汤普森,科幻/惊悚,美国/香港,英语/德语/粤语/日语/匈牙利语/阿拉伯语,1982,117分钟,(全部30816条),(全部563条)
旺角卡门,https://movie.douban.com/subject/1304624/,7.7,107470,王家卫,王家卫,刘德华/张学友/张曼玉/万梓良/林蛟/黄斌/陈志辉/王剑风/江道海/张叔平,剧情/爱情/犯罪,香港,粤语,1988,102分钟,(全部21145条),(全部377条)
A计划,https://movie.douban.com/subject/1297909/,7.8,77525,成龙,邓景生,成龙/洪金宝/元彪/黄曼凝/狄威/太保/午马/钱嘉乐/火星/李海生/关海山/王伟/罗浩楷/刘克宣/韩义生/劳拉·福纳/冯敬文/李健生/吴勉勤,喜剧/动作,香港,粤语,1983,105分钟,(全部5156条),(全部31条)
回到未来,https://movie.douban.com/subject/1300555/,8.6,97208,罗伯特·泽米吉斯,罗伯特·泽米吉斯,迈克尔·J·福克斯/克里斯托弗·洛伊德/莉·汤普森/克里斯平·格洛弗/托马斯·F·威尔森/克劳迪娅·韦尔斯/马克·麦克卢尔/温迪·乔·斯佩博/乔治·第桑佐/弗兰西斯·李·麦克凯恩/詹姆斯·托根/J·J·科恩/凯西·希玛兹科/比利·赞恩/小哈利·沃特斯/唐纳德·富利洛夫/丽萨·弗里曼/克里斯滕·考夫曼,喜剧/科幻/冒险,美国,英语,1985,116分钟,(全部14667条),(全部145条)
当哈利遇到莎莉,https://movie.douban.com/subject/1291842/,8.3,99404,罗伯·莱纳,诺拉·艾芙隆,梅格·瑞恩/比利·克里斯托/凯丽·费雪/布鲁诺·柯比,剧情/喜剧/爱情,美国,英语,1989,96分钟,(全部24123条),(全部551条)
英雄本色2,https://movie.douban.com/subject/1297862/,8.2,80455,吴宇森,徐克,狄龙/张国荣/周润发/石天/关山/朱宝意/曾江/成奎安/吴孟达/王正方,剧情/动作/犯罪,香港,粤语/汉语普通话/英语,1987,105分钟,(全部9040条),(全部56条)
天书奇谭,https://movie.douban.com/subject/1428581/,9.1,76743,王树忱/钱运达,王树忱,丁建华/毕克/尚华/苏秀/施融/孙渝烽/程晓桦/刘广宁/乔榛/程玉珠,动画/奇幻,中国大陆,汉语普通话,1983,89分钟,(全部9155条),(全部89条)
异形2,https://movie.douban.com/subject/1293792/,8.0,81992,詹姆斯·卡梅隆,詹姆斯·卡梅隆,西格妮·韦弗/凯莉·赫恩/迈克尔·比恩/保罗·雷瑟/兰斯·亨利克森/比尔·帕克斯顿/威廉·霍普/詹妮特·戈德斯坦恩/阿尔·马修斯/马克·罗斯顿/里科·罗斯/科莱特·希勒/丹尼尔·卡什/辛西娅·戴尔·斯科特/提普·蒂平/保罗·马克斯韦尔/约翰·利斯/卡尔·图普,动作/科幻/恐怖,美国/英国,英语,1986,137分钟,(全部11023条),(全部98条)
警察故事,https://movie.douban.com/subject/1400868/,7.8,60417,成龙,邓景生,成龙/林青霞/张曼玉/董骠/楚原/曹查理/汤镇业/刘雅丽/卢敏仪/林国斌,喜剧/动作/惊悚/犯罪,香港,粤语,1985,101分钟,(全部4216条),(全部46条)
阿郎的故事,https://movie.douban.com/subject/1293315/,8.5,72425,杜琪峰,郑忠泰,周润发/张艾嘉/黄坤玄/吴孟达/王天林,剧情/家庭,香港,粤语,1989,99分钟,(全部12222条),(全部297条)
莫扎特传,https://movie.douban.com/subject/1293399/,8.7,72667,米洛斯·福尔曼,彼得·谢弗,汤姆·休斯克/F·默里·亚伯拉罕/伊丽莎白·贝里奇/罗伊·多特里斯/杰弗瑞·琼斯,剧情/音乐/传记,美国,英语/意大利语/德语,1984,160分钟,(全部13816条),(全部434条)
全金属外壳,https://movie.douban.com/subject/1300055/,8.5,72927,斯坦利·库布里克,古斯塔夫·哈斯福德,亚当·鲍德温/马修·莫迪恩/文森特·多诺费奥/李·厄米/KevynMajorHoward,剧情/战争,英国/美国,英语/越南语,1987,116分钟,(全部12634条),(全部228条)
初吻,https://movie.douban.com/subject/1340517/,8.0,68618,克洛德·皮诺托,达妮埃尔·汤普森,克洛德·布拉瑟/布丽吉特·佛西/苏菲·玛索/丹尼丝·格雷/Jean-MichelDupuis/多米尼克·拉冯纳特/贝纳·纪欧多/JacquesArdouin/EvelyneBellego/理查德·波林热/Jean-ClaudeBouillaud/MichelineBourday/Jean-PierreCastaldi/罗贝尔·达尔邦/罗贝尔·勒贝亚尔/SylvainLevignac/玛丽-洛朗斯/FrédéricdePasquale/希拉·奥康纳/ArielleSémenoff/亚莉珊德拉·葛南/珍妮苏雄/亚历山大·斯特林/LéonZitrone/阿兰·贝格尔/安妮·高蒂尔/瓦拉狄米·科斯马/Jacques-OlivierHolzer/IrinaWanka,喜剧/爱情,法国,法语/德语,1980,110分钟,(全部18927条),(全部277条)
监狱风云,https://movie.douban.com/subject/1293422/,8.2,59715,林岭东,南燕,周润发/梁家辉/何家驹/张耀扬/黄光亮/吴志雄/成奎安,剧情/动作/犯罪,香港,粤语,1987,98分钟,(全部7399条),(全部91条)
星球大战2：帝国反击战,https://movie.douban.com/subject/1296528/,8.3,62411,厄文·克什纳,乔治·卢卡斯,马克·哈米尔/哈里森·福特/凯丽·费雪/比利·迪·威廉姆斯/安东尼·丹尼尔斯/大卫·鲍罗斯/彼德·梅犹/肯尼·贝克/弗兰克·奥兹/亚历克·吉尼斯,动作/科幻/冒险,美国,英语,1980,124分钟,(全部7027条),(全部44条)
走出非洲,https://movie.douban.com/subject/1291840/,8.6,60484,西德尼·波拉克,科特·路德特克,梅丽尔·斯特里普/罗伯特·雷德福/克劳斯·马利亚·布朗道尔/迈克尔·基臣/MalickBowens,剧情/爱情/传记/冒险,美国,英语/斯瓦希里语,1985,161分钟,(全部12041条),(全部562条)
第一滴血,https://movie.douban.com/subject/1294323/,8.2,54266,特德·科特切夫,西尔维斯特·史泰龙,西尔维斯特·史泰龙/理查德·克里纳/布莱恩·丹内利/比尔·麦金尼/杰克·斯塔雷特,剧情/动作/惊悚/冒险,美国,英语,1982,93分钟,(全部6072条),(全部109条)
星球大战3：绝地归来,https://movie.douban.com/subject/1297151/,8.3,57361,理查德·马昆德,乔治·卢卡斯,马克·哈米尔/哈里森·福特/安东尼·丹尼尔斯/凯丽·费雪/比利·迪·威廉姆斯/彼德·梅犹/伊恩·麦克迪阿梅德/弗兰克·奥兹/亚历克·吉尼斯,动作/科幻/冒险,美国,英语,1983,131分钟,(全部6706条),(全部53条)
虎胆龙威,https://movie.douban.com/subject/1292697/,8.1,56569,约翰·麦克蒂尔南,杰布·斯图尔特,布鲁斯·威利斯/艾伦·瑞克曼/邦妮·比蒂丽娅/亚历山大·乔杜诺夫/威廉·阿瑟东/哈特·巴克纳/詹姆斯·繁田,动作/惊悚/犯罪,美国,英语/德语/意大利语,1988,132分钟,(全部7174条),(全部85条)
小美人鱼,https://movie.douban.com/subject/1293120/,8.3,52292,罗恩·克莱蒙兹/约翰·马斯克,约翰·马斯克,雷内·奥博诺伊斯/ChristopherDanielBarnes/裘蒂·班森,爱情/动画/歌舞/奇幻,美国,英语/法语,1989,83分钟,(全部4883条),(全部53条)
伴我同行,https://movie.douban.com/subject/1292925/,8.9,66328,罗伯·莱纳,雷纳尔多·吉迪恩,瑞凡·菲尼克斯/威尔·惠顿/科里·费尔德曼/杰瑞·奥康奈尔/约翰·库萨克/理查德·德莱弗斯/基弗·萨瑟兰,剧情/儿童/冒险,美国,英语,1986,89分钟,(全部18242条),(全部437条)
秋天的童话,https://movie.douban.com/subject/1301912/,8.4,57105,张婉婷,罗启锐,周润发/钟楚红/陈百强/黄淑仪,剧情/爱情,香港,粤语/英语/日语,1987,Canada:98分钟,(全部12087条),(全部341条)
夺宝奇兵,https://movie.douban.com/subject/1296717/,7.9,55542,史蒂文·斯皮尔伯格,劳伦斯·卡斯丹,哈里森·福特/凯伦·阿兰/保罗·弗里曼/约翰·瑞斯-戴维斯,动作/冒险,美国,英语/德语/希伯来语/西班牙语/阿拉伯语/尼泊尔语,1981,115分钟,(全部6669条),(全部75条)
回到未来2,https://movie.douban.com/subject/1299092/,8.4,55750,罗伯特·泽米吉斯,鲍勃·盖尔,迈克尔·J·福克斯/克里斯托弗·洛伊德/莉·汤普森/托马斯·F·威尔森/伊丽莎白·苏/詹姆斯·托根/杰弗里·韦斯曼/凯西·希玛兹科/比利·赞恩/J·J·科恩/查尔斯·弗莱舍/E.CasanovaEvans/JayKoch/CharlesGherardi/RickyDeanLogan/达琳·沃格尔/李截/弗利,喜剧/科幻/冒险,美国,英语,1989,108分钟,(全部6413条),(全部37条)
芙蓉镇,https://movie.douban.com/subject/1297880/,9.1,55484,谢晋,阿城,刘晓庆/姜文/郑在石/张光北/徐松子/祝士彬/刘利年,剧情/爱情,中国大陆,汉语普通话,1987,164分钟,(全部14120条),(全部509条)
布拉格之恋,https://movie.douban.com/subject/1291859/,8.1,52440,菲利普·考夫曼,让-克洛德·卡里埃,丹尼尔·戴-刘易斯/朱丽叶·比诺什/莉娜·奥琳/德雷克·德·林特/厄兰·约瑟夫森/斯特兰·斯卡斯加德,剧情/爱情,美国,英语,1988,171分钟,(全部10575条),(全部372条)
少林寺,https://movie.douban.com/subject/1301198/,8.0,48450,张鑫炎,卢兆璋,李连杰/于海/丁岚/于承惠/计春华/王光权/胡坚强/孙建魁/刘怀良/张建文/阎涤华/王珏/杜传扬/崔志强/寻峰/潘汉光/方平/潘清福/蒋洪波,动作/武侠/古装,中国大陆/香港,汉语普通话,1982,95分钟,(全部4549条),(全部54条)
顽主,https://movie.douban.com/subject/1307690/,8.4,51763,米家山,米家山,张国立/葛优/梁天/潘虹/马晓晴/孙凤英/李耕/董钰刚/颜彼得/侯耀华/莫岐/常蓝天/李丽娜/李滨/王哲元/米丽新,剧情/喜剧,中国大陆,汉语普通话,1989,100分钟,(全部12242条),(全部172条)
喋血双雄,https://movie.douban.com/subject/1296519/,8.4,47621,吴宇森,吴宇森,周润发/李修贤/叶倩文/曾江/朱江/成奎安/黄光亮,剧情/动作/惊悚/犯罪,香港,粤语,1989,111分钟,(全部6419条),(全部117条)
A计划续集,https://movie.douban.com/subject/1299120/,7.6,39517,成龙,成龙,成龙/张曼玉/关之琳/刘嘉玲/林威/董骠/关海山/吕良伟/何家劲/钟镇涛/许冠英/陈友/卢惠光/陈惠敏/吕方/简慧真/林德禄/火星/李健生/林国斌/黄新/黄曼凝/朱铁和/刘兆铭/韩义生/博兹达尔·斯密贾尼克/太保/王龙威,喜剧/动作/犯罪,香港,粤语,1987,106分钟,(全部2305条),(全部18条)
壮志凌云,https://movie.douban.com/subject/1293799/,7.6,43176,托尼·斯科特,吉姆·卡什,汤姆·克鲁斯/凯莉·麦吉利斯/方·基默/安东尼·爱德华兹/蒂姆·罗宾斯/梅格·瑞恩,剧情/动作/爱情,美国,英语,1986,110分钟,(全部6985条),(全部72条)
悲情城市,https://movie.douban.com/subject/1294194/,8.8,45854,侯孝贤,吴念真,陈松勇/李天禄/高捷/辛树芬/陈淑芳/梁朝伟/太保/梅芳/林照雄/金士杰/柯素云/吴义芳,剧情,台湾/香港,闽南语/汉语普通话/日语/上海话/粤语,1989,157分钟,(全部10698条),(全部297条)
恋恋风尘,https://movie.douban.com/subject/1292330/,8.5,45451,侯孝贤,吴念真,李天禄/辛树芬/王晶文/柯宇纶,剧情/爱情,台湾,汉语普通话/粤语/闽南语,1986,109分钟,(全部12804条),(全部507条)
上帝也疯狂2,https://movie.douban.com/subject/1294490/,8.8,44325,加美·尤伊斯,加美·尤伊斯,历苏/LenaFarugia/HansStrydom,喜剧,博茨瓦纳/南非/美国,英语/南非荷兰语/Ungwatsi,1989,98分钟,(全部6228条),(全部58条)
妈妈再爱我一次,https://movie.douban.com/subject/1432972/,8.3,39097,陈朱煌,陈朱煌,杨贵媚/谢小鱼/李小飞/文英/赖德南/王瑞,剧情/家庭,台湾,汉语普通话,1988,87分钟,(全部7702条),(全部137条)
夺宝奇兵3,https://movie.douban.com/subject/1293471/,8.2,41661,史蒂文·斯皮尔伯格,杰弗里·鲍姆,哈里森·福特/肖恩·康纳利/丹霍姆·艾略特/瑞凡·菲尼克斯/约翰·瑞斯-戴维斯/艾莉森·杜迪,动作/冒险,美国,英语/德语/希腊语,1989,127分钟,(全部4185条),(全部58条)
乱,https://movie.douban.com/subject/1296196/,8.8,44336,黑泽明,黑泽明,仲代达矢/寺尾聪/根津甚八/隆大介/野村万斋,剧情/动作/战争,日本/法国,日语,1985,162分钟,(全部9599条),(全部218条)
警察故事续集,https://movie.douban.com/subject/1304726/,7.4,32926,成龙,成龙,成龙/张曼玉/陈国新/楚原/曹查理,喜剧/动作/犯罪,香港,粤语,1988,101分钟,(全部1886条),(全部14条)
柏林苍穹下,https://movie.douban.com/subject/1292504/,8.5,24984,维姆·文德斯,维姆·文德斯,布鲁诺·甘茨/索尔维格·多马尔坦/奥托·山德尔/科特·博伊斯/彼得·法尔克,剧情/爱情/奇幻,西德/法国,德语/英语/法语/土耳其语/西班牙语/希伯来语,1987,128分钟,(全部5859条),(全部259条)
开心鬼,https://movie.douban.com/subject/1307371/,7.3,27753,高志森,高志森,黄百鸣/罗明珠/李丽珍/高志森/杜丽莎/林珊珊,喜剧/家庭/奇幻,香港,粤语,1984,96分钟,(全部2339条),(全部18条)
迷墙,https://movie.douban.com/subject/1296157/,8.8,37829,艾伦·帕克,罗杰·沃特斯,鲍勃·吉尔道夫/ChristineHargreaves/JamesLaurenson/埃莉诺·戴维/KevinMcKeon/鲍勃·霍斯金斯/DavidBingham/珍妮·赖特/AlexMcAvoy/EllisDale/JamesHazeldine/RayMort/玛格里·梅森/RobertBridges/迈克尔·英塞恩,剧情/动画/奇幻,英国,英语,1982,95分钟,(全部8024条),(全部169条)
战场上的快乐圣诞,https://movie.douban.com/subject/1303535/,8.8,44828,大岛渚,劳伦斯·凡·德·普司特,大卫·鲍伊/汤姆·康蒂/坂本龙一/北野武/杰克·汤普森/约翰尼·大仓/阿利斯泰尔·布朗宁/詹姆斯·马尔科姆/克里斯·布龙/内田裕也/金田龙之介/内藤刚志/石仓民夫/户浦六宏/三上宽/本间裕二/饭岛大介/三上博史/増田有宏,剧情/同性/战争,英国/日本/新西兰,英语/日语,1983,123分钟,(全部15110条),(全部409条)
城南旧事,https://movie.douban.com/subject/1300894/,8.8,39023,吴贻弓,伊明,沈洁/张丰毅/张闽/郑振瑶/严翔,剧情,中国大陆,汉语普通话,1983,88分钟,(全部9443条),(全部215条)
疤面煞星,https://movie.douban.com/subject/1292065/,8.3,40359,布莱恩·德·帕尔玛,奥利佛·斯通,阿尔·帕西诺/斯蒂文·鲍尔/米歇尔·菲佛/玛丽·伊丽莎白·马斯特兰托尼奥/罗伯特·劳吉亚,剧情/惊悚/犯罪,美国,英语/西班牙语,1983,170分钟,(全部7919条),(全部118条)
快餐车,https://movie.douban.com/subject/1292867/,7.5,32529,洪金宝,邓景生,成龙/洪金宝/元彪/劳拉·福纳/张冲/吴耀汉/岑建勋/午马/冯淬帆/柯受良,喜剧/动作,香港,粤语/英语,1984,108分钟,(全部2633条),(全部18条)
蝙蝠侠,https://movie.douban.com/subject/1297970/,7.3,32891,蒂姆·波顿,Sam Hamm,迈克尔·基顿/杰克·尼科尔森/金·贝辛格/罗伯特·乌尔/帕特·亨格尔/比利·迪·威廉姆斯/迈克尔·高夫/杰克·帕兰斯/杰瑞·霍尔/崔西·沃特/李·华莱士/威廉·胡特金斯/RichardStrange/卡尔·蔡斯/麦克·麦克唐纳德,动作/科幻,美国/英国,英语/法语,1989,126分钟,(全部4346条),(全部56条)
华尔街,https://movie.douban.com/subject/1292531/,8.2,40030,奥利佛·斯通,斯坦利·韦泽,查理·辛/迈克尔·道格拉斯/达丽尔·汉纳/塔马拉·图尼/约翰·C·麦金雷/詹姆斯·斯派德/马丁·辛,剧情/犯罪,美国,英语,1987,126分钟,(全部8184条),(全部232条)
僵尸先生,https://movie.douban.com/subject/1295933/,8.1,32113,刘观伟,黄鹰,林正英/许冠英/钱小豪/李赛凤/楼南光/王小凤/黄哈/元华/陈友,喜剧/动作/奇幻,香港,粤语,1985,96分钟,(全部5214条),(全部41条)
夺宝奇兵2,https://movie.douban.com/subject/1301434/,7.7,34200,史蒂文·斯皮尔伯格,威拉德·赫依克,哈里森·福特/凯特·卡普肖/关继威/阿莫瑞什·普瑞/罗珊·塞斯,动作/冒险,美国,英语/僧伽罗语/上海话/粤语,1984,118分钟,(全部3422条),(全部38条)
看得见风景的房间,https://movie.douban.com/subject/1293926/,7.7,35866,詹姆斯·伊沃里,鲁丝·普罗厄·贾布瓦拉,玛吉·史密斯/海伦娜·伯翰·卡特/丹霍姆·艾略特/朱利安·山德斯/西蒙·卡洛/帕特里克·戈弗雷/朱迪·丹奇/法比亚·德雷克/琼·亨利/阿曼达·沃克/丹尼尔·戴-刘易斯/玛丽亚·布里特涅娃/罗斯玛丽·莉琪/鲁珀特·格雷夫斯/彼得·塞利尔/米娅·法瑟吉尔,剧情/爱情,英国,英语/意大利语,1985,117分钟,(全部8294条),(全部170条)
莫里斯,https://movie.douban.com/subject/1293456/,8.8,41141,詹姆斯·伊沃里,基特·赫斯基思-哈维,詹姆斯·维尔比/休·格兰特/鲁珀特·格雷夫斯/丹霍姆·艾略特/西蒙·卡洛/比莉·怀特劳/巴里·福斯特/朱迪·帕瑞福特/菲比·尼克尔斯/帕特里克·戈弗雷/马克·坦迪/本·金斯利/姬蒂·奥尔德里奇/HelenaMichell/凯瑟琳·拉贝特,剧情/爱情/同性,英国,英语,1987,140分钟,(全部11929条),(全部383条)
机器战警,https://movie.douban.com/subject/1294791/,7.6,29661,保罗·范霍文,爱德华·诺麦尔,彼得·威勒/南茜·艾伦/丹·奥赫里奇/罗尼·考克斯/柯特伍德·史密斯,剧情/动作/科幻/惊悚/犯罪,美国,英语,1987,102分钟,(全部2994条),(全部32条)
