name,movie_url,rate,rating_people,director,writer,actor,genre,place,language,year,movietime,comment,review
埃及艳后,https://movie.douban.com/subject/1292550/,7.7,31627,约瑟夫·L·曼凯维奇,本·赫克特,伊丽莎白·泰勒/理查德·伯顿/雷克斯·哈里森/帕梅拉·布朗/乔治·科尔/休姆·克罗宁/西萨尔·达诺瓦/肯尼斯黑格/安德鲁·克尔/马丁·兰道/罗迪·麦克道尔/罗伯特·斯蒂芬斯/弗兰西丝卡·安妮丝/格雷瓜尔·阿斯兰/马丁·本森,剧情/传记/历史,英国/美国/瑞士,英语,1963,192分钟,(全部4945条),(全部103条)
小兵张嘎,https://movie.douban.com/subject/1461964/,7.8,26573,崔嵬/欧阳红樱,徐光耀,安吉斯/张莹/葛存壮/吴克勤/王澍,剧情/儿童/战争,中国大陆,汉语普通话,1963,101分钟,(全部1899条),(全部24条)
杀死一只知更鸟,https://movie.douban.com/subject/1297991/,8.5,34938,罗伯特·马利根,霍顿·福特,格利高里·派克/约翰·梅根纳/弗兰克·奥弗顿/罗斯玛丽·墨菲/鲁斯·怀特/布洛克·皮特斯/埃斯泰勒·埃文斯/保罗·菲克斯/科林·威克斯·帕斯顿/詹姆斯·安德森/爱丽丝·格斯德丽/罗伯特·杜瓦尔/威廉·温德姆/克拉汉·丹顿/理查德·黑尔/玛丽·巴德哈姆/菲利普·阿尔福德,剧情/悬疑/犯罪,美国,英语,1962,129分钟,(全部7717条),(全部197条)
地雷战,https://movie.douban.com/subject/1464540/,8.0,27113,唐英奇/徐达/吴健海,柳琪辉,白大钧/吴健海/张长瑞/张杰/张汉荫,剧情/战争,中国大陆,汉语普通话,1963,74分钟,(全部2232条),(全部21条)
八部半,https://movie.douban.com/subject/1361276/,8.5,27171,费德里科·费里尼,费德里科·费里尼,马塞洛·马斯楚安尼/克劳迪娅·卡汀娜/阿努克·艾梅/桑德拉·米洛/芭芭拉·斯蒂尔,剧情/奇幻,意大利/法国,意大利语/英语/法语/德语,1963,138分钟,(全部7789条),(全部207条)
雌雄大盗,https://movie.douban.com/subject/1294584/,8.2,28572,阿瑟·佩恩,大卫·纽曼,沃伦·比蒂/费·唐纳薇/迈克尔·波拉德/吉恩·哈克曼/埃斯特尔·帕森斯/吉恩·怀尔德,动作/传记/犯罪,美国,英语,1967,111分钟,(全部7358条),(全部175条)
祖与占,https://movie.douban.com/subject/1292338/,8.4,27338,弗朗索瓦·特吕弗,弗朗索瓦·特吕弗,让娜·莫罗/奥斯卡·威内尔/亨利·赛尔/万娜·乌尔比诺/SergeRezvani/阿妮·内尔森/萨宾娜·豪德品/玛丽·杜布瓦/米歇尔·索博,剧情/爱情,法国,法语/德语/英语,1962,105分钟,(全部7934条),(全部197条)
荒野大镖客,https://movie.douban.com/subject/1302522/,8.4,27632,赛尔乔·莱昂内,赛尔乔·莱昂内,克林特·伊斯特伍德/吉安·玛丽亚·沃隆特/沃尔夫冈·路卡西/玛丽安妮·柯奇/西戈德·拉普/约瑟夫·埃格/何塞·卡尔沃/玛加丽塔·洛扎诺/丹尼尔·马汀/贝尼托·斯特凡内利/马里奥·布雷加/布鲁诺·卡罗泰努托/阿尔多·桑布雷利,动作/西部,意大利/西班牙/西德,意大利语/西班牙语/英语,1964,99分钟,(全部5582条),(全部58条)
阿拉伯的劳伦斯,https://movie.douban.com/subject/1292349/,8.7,28528,大卫·里恩,T·E·劳伦斯,彼得·奥图尔/亚历克·吉尼斯/安东尼·奎恩/杰克·霍金斯/奥马尔·沙里夫/何塞·费勒/安东尼·奎尔/克劳德·雷恩斯/阿瑟·肯尼迪/唐纳德·沃尔菲/I·S·乔哈尔/米歇尔·雷,剧情/传记/冒险,英国/美国,英语/阿拉伯语/土耳其语,1962,216分钟,(全部6592条),(全部173条)
群鸟,https://movie.douban.com/subject/1310175/,8.1,26796,阿尔弗雷德·希区柯克,伊万·亨特,蒂比·海德莉/罗德·泰勒/杰西卡·坦迪/苏珊娜·普莱薛特/维罗尼卡·卡维特,悬疑/惊悚,美国,英语,1963,119分钟,(全部5867条),(全部88条)
精疲力尽,https://movie.douban.com/subject/1353745/,8.4,24613,让-吕克·戈达尔,让-吕克·戈达尔,让-保罗·贝尔蒙多/珍·茜宝/达尼埃尔·布朗热/让-皮埃尔·梅尔维尔/亨利-雅克·于埃/LilianeDreyfus/克洛德·芒萨尔,剧情/爱情/犯罪,法国,法语/英语,1960,90分钟,(全部6935条),(全部142条)
西部往事,https://movie.douban.com/subject/1293394/,8.6,25456,赛尔乔·莱昂内,赛尔乔·多纳蒂,亨利·方达/查尔斯·布朗森/克劳迪娅·卡汀娜/杰森·罗巴兹/杰克·伊莱姆,剧情/犯罪/西部,意大利/美国,英语,1968,175分钟,(全部5831条),(全部114条)
秋刀鱼之味,https://movie.douban.com/subject/1294433/,8.7,24695,小津安二郎,野田高梧,笠智众/岩下志麻/冈田茉莉子/佐田启二/三上真一郎/吉田辉雄/岸田今日子/杉村春子/中村伸郎,剧情/家庭,日本,日语,1962,113分钟,(全部6723条),(全部161条)
放大,https://movie.douban.com/subject/1310176/,8.5,22644,米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼,瓦妮莎·雷德格瑞夫/莎拉·米尔斯/戴维·海明斯/约翰·卡索/简·伯金/吉莲·希尔斯/彼得·鲍勒斯/范若施卡·冯·兰朵夫/朱利安·沙格兰/克洛德·沙格兰/周采芹,剧情/悬疑/惊悚,英国/意大利/美国,英语,1966,111分钟,(全部5509条),(全部178条)
罗斯玛丽的婴儿,https://movie.douban.com/subject/1293852/,8.0,24537,罗曼·波兰斯基,罗曼·波兰斯基,米亚·法罗/约翰·卡萨维蒂/鲁思·戈登/西德尼·布莱克默/莫里斯·埃文斯/拉尔夫·贝拉米/维多利亚·沃特瑞/帕茜·凯莉/小伊莱莎·库克/埃马利娜·亨利/查尔斯·格罗丁/HannaHertelendy/菲尔·利兹/迪维尔·马丁/霍普·萨默斯,剧情/悬疑/恐怖,美国,英语,1968,136分钟,(全部6372条),(全部96条)
洞,https://movie.douban.com/subject/1424334/,9.2,25222,雅克·贝克,雅克·贝克,马克·米歇尔/吉恩·凯乐蒂/菲利普·勒鲁瓦/迈克尔·康斯坦丁/雷蒙德·梅尼尔,剧情/惊悚/犯罪,法国/意大利,法语,1960,132分钟,(全部7102条),(全部186条)
人猿星球,https://movie.douban.com/subject/1296697/,8.1,23095,富兰克林·沙夫纳,迈克尔·威尔逊,查尔登·海斯顿/罗迪·麦克道尔/金·亨特/莫里斯·埃文斯/詹姆斯·惠特摩/詹姆斯·戴利/琳达·哈里逊/罗伯特·冈纳/卢·瓦格纳/伍德罗夫·帕弗雷,科幻/悬疑/冒险,美国,英语,1968,112分钟,(全部4224条),(全部53条)
黄昏双镖客,https://movie.douban.com/subject/1295586/,8.7,20720,赛尔乔·莱昂内,赛尔乔·莱昂内,克林特·伊斯特伍德/李·范·克里夫/吉安·玛丽亚·沃隆特/马里奥·布雷加/路易吉·皮斯蒂利/阿尔多·桑布雷利/克劳斯·金斯基/贝尼托·斯特凡内利/罗伯托·卡马迭尔/约瑟夫·埃格/TomásBlanco/SergioMendizábal/DanteMaggio/WernerAbrolat/弗兰克·布拉尼亚/JoséCanalejas/萝丝玛丽·德克斯特/费尔南多·迪·莱沃/RobertDryden/BernieGrant/JesúsGuzmán/PeterLeeLawrence/赛尔乔·莱昂内/GilbertMack/NazzarenoNatale/RicardoPalacios/卡罗·斯密/JoséTerrón/KurtZips,西部,意大利/西班牙/西德,意大利语/英语,1965,132分钟,(全部3821条),(全部38条)
桃色公寓,https://movie.douban.com/subject/1394218/,8.7,21815,比利·怀德,比利·怀德,杰克·莱蒙/雪莉·麦克雷恩/弗莱德·麦克莫瑞/雷·沃尔斯顿/伊迪·亚当斯,剧情/喜剧/爱情,美国,英语,1960,125分钟,(全部6274条),(全部99条)
白日美人,https://movie.douban.com/subject/1301649/,7.6,18994,路易斯·布努埃尔,路易斯·布努埃尔,凯瑟琳·德纳芙/让·索雷尔/米歇尔·皮科利/吉内瓦维·佩吉/皮埃尔·克里蒙地/弗兰西丝·法比安/玛莎·梅赫勒/穆尼/MariaLatour/克洛德·塞瓦尔/米歇尔·查瑞尔/IskaKhan/贝尔纳·米松/马塞尔·沙尔韦/弗朗索瓦·麦斯特/弗朗西斯科·拉瓦尔/乔治·马沙尔/弗朗西斯·布朗什,剧情/情色,法国/意大利,法语/西班牙语,1967,101分钟,(全部5311条),(全部125条)
半夜鸡叫,https://movie.douban.com/subject/2157295/,7.8,13920,尤磊,张松林,,动画,中国大陆,汉语普通话,1964,20分钟,(全部856条),(全部6条)
用心棒,https://movie.douban.com/subject/1292515/,8.9,18629,黑泽明,黑泽明,三船敏郎/仲代达矢/山田五十铃/志村乔/东野英治郎/加东大介,剧情/动作/惊悚/犯罪,日本,日语,1961,110分钟,(全部4470条),(全部65条)
伊万的童年,https://movie.douban.com/subject/1294421/,8.6,14767,安德烈·塔可夫斯基/爱德华·阿巴洛夫,安德烈·康查洛夫斯基,尼古拉·布尔利亚耶夫/瓦连京·祖布科夫/叶甫盖尼·扎里科夫/斯捷潘·克雷洛夫/尼古拉·格林科/季米特里·米柳坚科/瓦连京娜·玛利亚维娜/伊尔玛·拉乌什/安德烈·康查洛夫斯基/伊万·萨夫金/弗拉基米尔·马连科夫,剧情/战争,苏联,俄语/德语,1962,95分钟,(全部3431条),(全部73条)
午夜牛郎,https://movie.douban.com/subject/1297628/,8.3,15066,约翰·施莱辛格,瓦尔度·绍特,强·沃特/达斯汀·霍夫曼/西尔维娅·迈尔斯/约翰·麦盖沃/布伦达·瓦卡罗/巴纳德·休斯/鲁斯·怀特/詹妮弗·绍特/吉尔曼·兰金/琳达·戴维斯,剧情,美国,英语/意大利语,1969,113分钟,(全部3437条),(全部114条)
桥,https://movie.douban.com/subject/1305697/,8.8,14118,哈伊鲁丁·克尔瓦瓦茨,乔尔杰·莱博维奇,韦利米尔·巴塔·日沃伊诺维奇/斯洛博丹·佩罗维奇/鲍里斯·德沃尔尼克,动作/战争,南斯拉夫,塞尔维亚-克罗地亚语/德语,1969,105分钟,(全部2512条),(全部43条)
处女泉,https://movie.douban.com/subject/1293156/,8.4,14178,英格玛·伯格曼,乌拉·伊萨克松,马克斯·冯·叙多夫/贝吉塔·瓦尔堡/古内尔·林德布洛姆/贝吉塔·彼得松,剧情/犯罪,瑞典,瑞典语/德语,1960,89分钟,(全部3604条),(全部96条)
假面,https://movie.douban.com/subject/1294438/,8.7,13010,英格玛·伯格曼,英格玛·伯格曼,毕比·安德松/丽芙·乌曼/玛格丽塔·克罗克/古纳尔·布约恩施特兰德/约根·林德斯特伦,剧情,瑞典,瑞典语,1966,85分钟,(全部4223条),(全部126条)
独行杀手,https://movie.douban.com/subject/1300966/,8.4,13025,让-皮埃尔·梅尔维尔,让-皮埃尔·梅尔维尔,阿兰·德龙/弗朗索瓦·佩里埃/娜塔丽·德隆/凯茜·罗齐尔/JacquesLeroy,剧情/悬疑/惊悚/犯罪,法国/意大利,法语,1967,105分钟,(全部3586条),(全部74条)
切腹,https://movie.douban.com/subject/1304920/,9.2,14670,小林正树,桥本忍,仲代达矢/石浜朗/岩下志麻/丹波哲郎/三岛雅夫/中谷一郎/佐藤庆/稻叶义男/井川比佐志/武内亨/青木义朗/松村达雄/小林昭二/三国连太郎,剧情,日本,日语,1962,133分钟,(全部3787条),(全部112条)
007之金手指,https://movie.douban.com/subject/1293828/,7.1,10327,盖伊·汉弥尔顿,理查德·麦鲍姆,肖恩·康纳利/霍纳尔·布莱克曼/杰特·弗罗比/雪莉·伊顿/坦妮娅·玛蕾特/哈罗德·萨卡塔,动作/惊悚/冒险,英国,英语/汉语普通话/西班牙语/粤语,1964,110分钟,(全部1071条),(全部9条)
日瓦戈医生,https://movie.douban.com/subject/1389949/,8.5,11982,大卫·里恩,罗伯特·鲍特,奥马尔·沙里夫/朱莉·克里斯蒂/杰拉丁·卓别林/罗德·斯泰格尔/亚历克·吉尼斯/汤姆·康特奈/西沃恩·麦克纳/拉尔夫·理查德森/丽塔·塔欣厄姆/杰弗里·罗克兰/塔雷克·沙里夫,剧情/爱情/战争,美国/意大利/英国,英语/俄语/法语,1965,197分钟,(全部2805条),(全部120条)
狂人皮埃罗,https://movie.douban.com/subject/1292533/,8.3,11939,让-吕克·戈达尔,让-吕克·戈达尔,让-保罗·贝尔蒙多/安娜·卡里娜/贾泽拉·加瓦尼,剧情/喜剧/爱情/歌舞/犯罪,法国/意大利,法语/英语/意大利语,1965,110分钟,(全部3780条),(全部65条)
龙门客栈,https://movie.douban.com/subject/1459054/,8.1,8513,胡金铨,胡金铨,上官灵凤/石隽/苗天/徐枫/韩英杰/田鹏,动作/冒险/武侠/古装,台湾,汉语普通话,1967,112分钟,(全部2101条),(全部51条)
逍遥骑士,https://movie.douban.com/subject/1297646/,8.4,12229,丹尼斯·霍珀,彼得·方达,彼得·方达/丹尼斯·霍珀/杰克·尼科尔森,剧情,美国,英语/西班牙语,1969,95分钟,(全部3402条),(全部88条)
去年在马里昂巴德,https://movie.douban.com/subject/1400240/,8.2,10691,阿伦·雷乃,阿兰·罗布-格里耶,德菲因·塞里格/乔治·阿尔贝塔齐/萨夏·皮托埃夫/FrançoiseBertin/LuceGarcia-Ville/HélénaKornel/弗朗索瓦丝·斯皮拉,剧情/爱情/悬疑,法国/意大利,法语,1961,94分钟,(全部3703条),(全部119条)
虎豹小霸王,https://movie.douban.com/subject/1297602/,8.6,11746,乔治·罗伊·希尔,威廉姆·高德曼,保罗·纽曼/罗伯特·雷德福/凯瑟琳·罗斯/斯特罗瑟·马丁,剧情/犯罪/西部/冒险,美国,英语/西班牙语,1969,110分钟,(全部2792条),(全部56条)
甜蜜的生活,https://movie.douban.com/subject/1293271/,8.7,11091,费德里科·费里尼,费德里科·费里尼,马塞洛·马斯楚安尼/安妮塔·艾克伯格/阿努克·艾梅/伊冯·弗奴克丝/玛加丽·诺尔/莱克斯·巴克/安尼巴莱·宁基/瓦尔特·圣泰索/贾可·塞纳斯/里卡尔多·加罗内/瓦莱里娅·创可蒂尼/娜迪亚·格雷/阿兰·居尼/伊妲·伽利/劳拉·贝蒂,剧情/喜剧,意大利/法国,意大利语/英语/法语/德语,1960,174分钟,(全部2798条),(全部82条)
怪谈,https://movie.douban.com/subject/1303083/,8.4,10447,小林正树,水木洋子,仲代达矢/丹波哲郎/渡边美佐子/三国连太郎/岸惠子/新珠三千代/志村乔/田中邦卫/泷泽修/中村雁治郎/宫口精二/仲谷升,恐怖/奇幻,日本,日语,1964,183分钟,(全部2652条),(全部50条)
刘三姐,https://movie.douban.com/subject/1298755/,8.2,8371,苏里,乔羽,黄婉秋/刘世龙/张巨光/梁音/张文君/夏宗学/贺汝瑜/方化,剧情/音乐/戏曲,中国大陆,汉语普通话,1960,112分钟,(全部1567条),(全部34条)
冰山上的来客,https://movie.douban.com/subject/1422286/,7.8,6802,赵心水,乌·白辛,梁音/谷毓英/恩和森/张辉/马陋夫/阿木都力力提/阿依夏木/白德彰/王春英/热力普,剧情/悬疑/战争,中国大陆,汉语普通话,1963,101分钟,(全部1034条),(全部16条)
红色沙漠,https://movie.douban.com/subject/1299261/,8.1,9235,米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼,莫尼卡·维蒂/理查德·哈里斯/卡洛·迪帕尔马,剧情,法国/意大利,意大利语,1964,117分钟,(全部2689条),(全部68条)
英雄儿女,https://movie.douban.com/subject/1438091/,7.7,7914,武兆堤,毛烽,田方/周文彬/刘尚娴/刘世龙/褚大章/郭振清/浦克/刘效国,剧情/战争,中国大陆,汉语普通话,1964,110分钟,(全部929条),(全部27条)
椿三十郎,https://movie.douban.com/subject/1293310/,8.7,11221,黑泽明,黑泽明,三船敏郎/仲代达矢/加山雄三/小林桂树/团令子,剧情/动作/惊悚,日本,日语,1962,96分钟,(全部2591条),(全部33条)
007之诺博士,https://movie.douban.com/subject/1293072/,7.0,8507,特伦斯·杨,理查德·麦鲍姆,肖恩·康纳利/乌苏拉·安德丝/约瑟夫·怀斯曼/杰克·罗德/伯纳德·李,动作/惊悚/冒险,英国,英语/法语,1962,110分钟,(全部1406条),(全部14条)
蚀,https://movie.douban.com/subject/1293105/,8.4,10237,米开朗基罗·安东尼奥尼,米开朗基罗·安东尼奥尼,阿兰·德龙/莫尼卡·维蒂/弗朗西斯科·拉瓦尔/利亚·布里格诺娜/帕斯托雷·罗里/迈尔拉·里恰尔迪/路易斯·塞格纳,剧情/爱情,意大利/法国,意大利语/英语,1962,126分钟,(全部2468条),(全部70条)
法外之徒,https://movie.douban.com/subject/1401588/,8.6,8798,让-吕克·戈达尔,多洛雷斯·希钦斯,安娜·卡里娜/达妮埃尔·吉拉尔/路易莎·科尔佩恩/尚塔尔·达尔热/萨米·弗雷/克洛德·布拉瑟/GeorgesStaquet/ErnestMenzer/让-克洛德·勒莫勒/米歇尔·德拉海耶/让-吕克·戈达尔/MonsieurJojot/克洛德·马科夫斯基/MichèleSeghers,剧情/犯罪,法国,法语/英语,1964,95分钟,(全部2934条),(全部38条)
红色娘子军,https://movie.douban.com/subject/1424630/,7.2,6663,谢晋,梁信,祝希娟/王心刚/向梅/金乃华/牛犇/陈强,战争,中国大陆,汉语普通话,1961,110分钟,(全部773条),(全部15条)
草原英雄小姐妹,https://movie.douban.com/subject/1472238/,7.5,6145,钱运达/唐澄,何玉门,,动画,中国大陆,汉语普通话,1965,44分钟,(全部415条),(全部4条)
最长的一天,https://movie.douban.com/subject/1293626/,8.5,8348,肯·安纳金/安德鲁·马顿/伯恩哈德·维基/达里尔·F·扎努克,科尔内留斯·瑞安,理查德·伯顿/肖恩·康纳利/亨利·方达/约翰·韦恩/莱德·巴顿斯,剧情/动作/历史/战争,美国,英语/德语/法语,1962,178分钟,(全部1362条),(全部28条)
玩乐时间,https://movie.douban.com/subject/1303543/,8.6,8466,雅克·塔蒂,雅克·塔蒂,雅克·塔蒂/BarbaraDennek/FranceRumilly/FranceDelahalle,喜剧,法国/意大利,法语/英语/德语,1967,155分钟,(全部3014条),(全部48条)
谜中谜,https://movie.douban.com/subject/1295187/,7.9,8306,斯坦利·多南,皮特·斯通,加里·格兰特/奥黛丽·赫本/沃尔特·马修/詹姆斯·柯本/乔治·肯尼迪,喜剧/爱情/悬疑/惊悚,美国,英语/法语/德语/意大利语,1963,113分钟,(全部1916条),(全部25条)
偷龙转凤,https://movie.douban.com/subject/1293864/,8.1,7999,威廉·惠勒,哈里·库尼兹,奥黛丽·赫本/彼得·奥图尔/埃里·瓦拉赫/休·格里夫斯/查尔斯·博耶,喜剧/爱情/犯罪,美国,英语,1966,123分钟,(全部1575条),(全部12条)
黄色潜水艇,https://movie.douban.com/subject/1305605/,8.8,7677,乔治·杜宁,Lee Minoff,TheBeatles/保罗·安吉利斯/约翰·克莱夫/迪克·埃默里/杰弗里·休斯/兰斯·珀西瓦尔,喜剧/动画/音乐/奇幻/冒险,英国/美国,英语,1968,90分钟,(全部1843条),(全部18条)
斯巴达克斯,https://movie.douban.com/subject/1298366/,7.9,7633,斯坦利·库布里克,达尔顿·特朗勃,柯克·道格拉斯/劳伦斯·奥利弗/简·西蒙斯/查尔斯·劳顿/彼得·乌斯蒂诺夫/约翰·加文/尼娜·弗彻/托尼·柯蒂斯,剧情/动作/传记/历史/冒险,美国,英语,1960,184分钟,(全部1464条),(全部52条)
甲午风云,https://movie.douban.com/subject/1394315/,7.6,5934,林农,希侬,浦克/李默然/周文彬/庞学勤/任伟民,历史/战争,中国大陆,汉语普通话,1962,100分钟,(全部582条),(全部28条)
随心所欲,https://movie.douban.com/subject/1296757/,8.4,7635,让-吕克·戈达尔,让-吕克·戈达尔,安娜·卡里娜/萨德·里波特/安德烈·S·拉巴尔特/GuylaineSchlumberger,剧情,法国,法语,1962,80分钟,(全部2467条),(全部47条)
007之俄罗斯之恋,https://movie.douban.com/subject/1293446/,7.2,7187,特伦斯·杨,理查德·麦鲍姆,肖恩·康纳利/丹妮拉·碧安琪/比德洛·阿门德里兹/罗蒂·兰雅/罗伯特·肖/伯纳德·李,动作/爱情/惊悚/冒险,英国,英语/俄语/土耳其语/罗马尼亚语,1963,115分钟,(全部999条),(全部11条)
罗密欧与朱丽叶,https://movie.douban.com/subject/1295467/,8.7,7422,佛朗哥·泽菲雷里,莎士比亚,莱昂纳德·怀廷/奥丽维娅·赫西/约翰·麦克埃尼/米罗·奥西/帕特·海伍德/罗伯特·斯蒂芬斯/麦克尔·约克/布鲁斯·罗宾逊,剧情/爱情,英国/意大利,英语,1968,138分钟,(全部2344条),(全部37条)
