name,rate,rating_people,director,year,movietime,main_country,main_language,main_genre,second_genre,main_actor,second_actor
绿皮书,8.9,443702,彼得·法雷里,2018,130.0,美国,英语,剧情,喜剧,维果·莫腾森,马赫沙拉·阿里
惊奇队长,7.0,238712,安娜·波顿/瑞安·弗雷克,2019,124.0,美国,英语,动作,科幻,布丽·拉尔森,裘德·洛
夏目友人帐,8.0,56751,大森贵弘/伊藤秀树,2018,104.0,日本,日语,剧情,动画,神谷浩史,井上和彦
白蛇：缘起,7.9,283981,黄家康/赵霁,2019,99.0,中国大陆,汉语普通话,爱情,动画,张喆,杨天翔
过春天,8.0,42100,白雪,2018,99.0,中国大陆,汉语普通话,剧情,剧情,黄尧,孙阳
流浪地球,8.0,1099050,郭帆,2019,125.0,中国大陆,汉语普通话,科幻,灾难,屈楚萧,吴京
来电狂响,5.8,168861,于淼,2018,103.0,中国大陆,汉语普通话,剧情,喜剧,佟大为,马丽
海王,7.7,528008,温子仁,2018,143.0,美国,英语,动作,奇幻,杰森·莫玛,艾梅柏·希尔德
小偷家族,8.7,327776,是枝裕和,2018,117.0,日本,日语,剧情,家庭,中川雅也,安藤樱
地久天长,8.0,40349,王小帅,2019,175.0,中国大陆,汉语普通话,剧情,家庭,王景春,咏梅
疯狂的外星人,6.4,384493,宁浩,2019,116.0,中国大陆,汉语普通话,喜剧,科幻,黄渤,沈腾
比悲伤更悲伤的故事,4.8,50243,林孝谦,2018,105.0,台湾,汉语普通话,爱情,爱情,陈意涵,刘以豪
蜘蛛侠：平行宇宙,8.7,279302,鲍勃·佩尔西凯蒂/彼得·拉姆齐/罗德尼·罗斯曼,2018,116.0,美国,英语,动作,科幻,沙梅克·摩尔,杰克·约翰逊
“大”人物,6.5,97545,五百,2019,107.0,中国大陆,汉语普通话,动作,犯罪,王千源,包贝尔
毒液：致命守护者,7.2,492049,鲁本·弗雷斯彻,2018,112.0,美国,英语,动作,科幻,汤姆·哈迪,米歇尔·威廉姆斯
我不是药神,9.0,1057061,文牧野,2018,117.0,中国大陆,汉语普通话,剧情,喜剧,徐峥,王传君
一吻定情,4.8,43625,陈玉珊,2019,122.0,中国大陆,汉语普通话,喜剧,爱情,王大陆,林允
西虹市首富,6.6,606606,闫非/彭大魔,2018,118.0,中国大陆,汉语普通话,喜剧,喜剧,沈腾,宋芸桦
新喜剧之王,5.8,193568,周星驰,2019,91.0,中国大陆,汉语普通话,剧情,喜剧,王宝强,鄂靖文
无名之辈,8.1,586854,饶晓志,2018,108.0,中国大陆,汉语普通话,剧情,喜剧,陈建斌,任素汐
阿丽塔：战斗天使,7.6,291266,罗伯特·罗德里格兹,2019,122.0,美国,英语,动作,科幻,罗莎·萨拉查,克里斯托弗·沃尔兹
疯狂动物城,9.2,844193,拜伦·霍华德/瑞奇·摩尔/杰拉德·布什,2016,109.0,美国,英语,喜剧,动画,金妮弗·古德温,杰森·贝特曼
寻梦环游记,9.0,711774,李·昂克里奇/阿德里安·莫利纳,2017,105.0,美国,英语,喜剧,动画,安东尼·冈萨雷斯,盖尔·加西亚·贝纳尔
驯龙高手3,7.5,90719,迪恩·德布洛斯,2019,104.0,美国,英语,动画,奇幻,杰伊·巴鲁切尔,亚美莉卡·费雷拉
无双,8.1,542547,庄文强,2018,130.0,中国大陆,汉语普通话,剧情,动作,周润发,郭富城
黑豹,6.4,299224,瑞恩·库格勒,2018,134.0,美国,斯瓦希里语,动作,科幻,查德维克·博斯曼,露皮塔·尼永奥
你的名字。,8.4,675653,新海诚,2016,106.0,日本,日语,剧情,爱情,神木隆之介,上白石萌音
神奇动物：格林德沃之罪,7.1,279677,大卫·叶茨,2018,134.0,美国,英语,奇幻,冒险,埃迪·雷德梅恩,凯瑟琳·沃特斯顿
摔跤吧！爸爸,9.1,749069,涅提·蒂瓦里,2016,161.0,印度,印地语,剧情,家庭,阿米尔·汗,法缇玛·萨那·纱卡
波西米亚狂想曲,8.7,152364,布莱恩·辛格,2018,135.0,英国,英语,剧情,音乐,拉米·马雷克,本·哈迪
一出好戏,7.1,586659,黄渤,2018,134.0,中国大陆,汉语普通话,剧情,喜剧,黄渤,舒淇
红海行动,8.3,634079,林超贤,2018,138.0,中国大陆,汉语普通话,动作,战争,张译,黄景瑜
唐人街探案2,6.7,555612,陈思诚,2018,121.0,中国大陆,汉语普通话,喜剧,动作,王宝强,刘昊然
头号玩家,8.7,742319,史蒂文·斯皮尔伯格,2018,140.0,美国,英语,动作,科幻,泰伊·谢里丹,奥利维亚·库克
复仇者联盟3：无限战争,8.1,531621,安东尼·罗素/乔·罗素,2018,150.0,美国,英语,动作,科幻,小罗伯特·唐尼,克里斯·海姆斯沃斯
捉妖记2,5.0,210074,许诚毅,2018,110.0,中国大陆,汉语普通话,喜剧,奇幻,梁朝伟,白百何
星际穿越,9.2,770908,克里斯托弗·诺兰,2014,169.0,美国,英语,剧情,科幻,马修·麦康纳,安妮·海瑟薇
美人鱼,6.7,513179,周星驰,2016,93.0,中国大陆,汉语普通话,喜剧,爱情,邓超,罗志祥
奇异博士,7.6,373942,斯科特·德瑞克森,2016,115.0,美国,英语,动作,奇幻,本尼迪克特·康伯巴奇,蒂尔达·斯文顿
战狼2,7.1,619505,吴京,2017,123.0,中国大陆,汉语普通话,动作,动作,吴京,弗兰克·格里罗
复仇者联盟2：奥创纪元,7.3,323309,乔斯·韦登,2015,142.0,美国,英语,动作,科幻,小罗伯特·唐尼,克里斯·海姆斯沃斯
夏洛特烦恼,7.5,516149,闫非/彭大魔,2015,104.0,中国大陆,汉语普通话,喜剧,爱情,沈腾,马丽
少年派的奇幻漂流,9.0,790180,李安,2012,127.0,美国,英语,剧情,奇幻,苏拉·沙玛,伊尔凡·可汗
无敌破坏王2：大闹互联网,8.1,200028,菲尔·约翰斯顿/瑞奇·摩尔,2018,112.0,美国,英语,喜剧,动画,约翰·C·赖利,萨拉·西尔弗曼
超能陆战队,8.6,511592,唐·霍尔/克里斯·威廉姆斯,2014,102.0,美国,英语,喜剧,动作,斯科特·安第斯,瑞恩·波特
三块广告牌,8.7,439062,马丁·麦克唐纳,2017,115.0,美国,英语,剧情,犯罪,弗兰西斯·麦克多蒙德,伍迪·哈里森
美国队长3,7.8,314381,安东尼·罗素/乔·罗素,2016,148.0,美国,科萨语,动作,科幻,克里斯·埃文斯,小罗伯特·唐尼
飞驰人生,7.0,402465,韩寒,2019,98.0,中国大陆,汉语普通话,喜剧,喜剧,沈腾,黄景瑜
唐人街探案,7.5,419730,陈思诚,2015,135.0,中国大陆,汉语普通话,喜剧,动作,王宝强,刘昊然
影,7.2,374282,张艺谋,2018,116.0,中国大陆,汉语普通话,剧情,动作,邓超,孙俪
超时空同居,6.9,342659,苏伦,2018,101.0,中国大陆,汉语普通话,喜剧,爱情,雷佳音,佟丽娅
湄公河行动,8.0,467332,林超贤,2016,124.0,中国大陆,汉语普通话,动作,犯罪,张涵予,彭于晏
人再囧途之泰囧,7.4,545009,徐峥,2012,105.0,中国大陆,汉语普通话,喜剧,喜剧,徐峥,王宝强
芳华,7.6,549993,冯小刚,2017,136.0,中国大陆,汉语普通话,剧情,历史,黄轩,苗苗
邪不压正,7.0,440707,姜文,2018,137.0,中国大陆,汉语普通话,剧情,喜剧,彭于晏,廖凡
釜山行,8.3,489740,延尚昊,2016,118.0,韩国,韩语,动作,惊悚,孔侑,郑有美
蚁人,7.6,298887,佩顿·里德,2015,117.0,美国,英语,动作,科幻,保罗·路德,迈克尔·道格拉斯
蚁人2：黄蜂女现身,7.3,301975,佩顿·里德,2018,118.0,美国,英语,动作,科幻,保罗·路德,伊万杰琳·莉莉
复仇者联盟,8.1,433614,乔斯·韦登,2012,142.0,美国,英语,动作,科幻,小罗伯特·唐尼,克里斯·埃文斯
羞羞的铁拳,6.9,459130,宋阳/张吃鱼,2017,100.0,中国大陆,汉语普通话,喜剧,奇幻,艾伦,马丽
无问西东,7.6,463646,李芳芳,2018,138.0,中国大陆,汉语普通话,剧情,爱情,章子怡,黄晓明
动物世界,7.2,334336,韩延,2018,132.0,中国大陆,汉语普通话,剧情,动作,李易峰,迈克尔·道格拉斯
那些年，我们一起追的女孩,8.1,612602,九把刀,2011,110.0,台湾,汉语普通话,剧情,喜剧,柯震东,陈妍希
老炮儿,7.8,497580,管虎,2015,137.0,中国大陆,汉语普通话,剧情,犯罪,冯小刚,许晴
老师·好,7.0,8712,张栾,2019,105.0,中国大陆,汉语普通话,剧情,剧情,于谦,汤梦佳
狗十三,8.2,264968,曹保平,2013,120.0,中国大陆,汉语普通话,剧情,家庭,张雪迎,果靖霖
看不见的客人,8.8,550275,奥里奥尔·保罗,2016,106.0,西班牙,西班牙语,剧情,悬疑,马里奥·卡萨斯,阿娜·瓦格纳
熔炉,9.3,432350,黄东赫,2011,125.0,韩国,韩语,剧情,剧情,孔侑,郑有美
李茶的姑妈,4.6,190441,吴昱翰,2018,113.0,中国大陆,汉语普通话,喜剧,喜剧,黄才伦,艾伦
蜘蛛侠：英雄归来,7.4,272872,乔·沃茨,2017,133.0,美国,英语,动作,科幻,汤姆·赫兰德,小罗伯特·唐尼
大黄蜂,7.1,220374,特拉维斯·奈特,2018,114.0,美国,英语,动作,科幻,海莉·斯坦菲尔德,小豪尔赫·兰登伯格
美国队长2,7.9,296433,安东尼·罗素/乔·罗素,2014,136.0,美国,英语,动作,科幻,克里斯·埃文斯,斯嘉丽·约翰逊
银河护卫队2,8.0,309263,詹姆斯·古恩,2017,136.0,美国,英语,动作,科幻,克里斯·帕拉特,佐伊·索尔达娜
天才枪手,8.2,437685,纳塔吾·彭皮里亚,2017,130.0,泰国,泰语,剧情,悬疑,茱蒂蒙·琼查容苏因,查侬·散顶腾古
七月与安生,7.6,378053,曾国祥,2016,109.0,中国大陆,汉语普通话,剧情,爱情,周冬雨,马思纯
后会无期,7.1,461201,韩寒,2014,104.0,中国大陆,汉语普通话,剧情,剧情,冯绍峰,陈柏霖
布达佩斯大饭店,8.8,454497,韦斯·安德森,2014,99.0,美国,英语,剧情,喜剧,拉尔夫·费因斯,托尼·雷沃罗利
摄影机不要停！,8.3,91577,上田慎一郎,2017,96.0,日本,日语,喜剧,恐怖,滨津隆之,真鱼
超人总动员2,7.9,164678,布拉德·伯德,2018,118.0,美国,英语,喜剧,动作,格雷格·T·尼尔森,霍利·亨特
云南虫谷,3.2,30827,非行,2018,110.0,中国大陆,汉语普通话,动作,奇幻,蔡珩,顾璇
雷神,6.9,194955,肯尼思·布拉纳,2011,115.0,美国,英语,动作,奇幻,克里斯·海姆斯沃斯,娜塔莉·波特曼
地球最后的夜晚,6.8,139681,毕赣,2018,138.0,中国大陆,贵州方言,剧情,爱情,汤唯,黄觉
妖猫传,6.9,466812,陈凯歌,2017,129.0,中国大陆,汉语普通话,剧情,悬疑,黄轩,染谷将太
雷神3：诸神黄昏,7.4,269621,塔伊加·维迪提,2017,130.0,美国,英语,动作,奇幻,克里斯·海姆斯沃斯,汤姆·希德勒斯顿
死侍2：我爱我家,7.3,250629,大卫·雷奇,2018,119.0,美国,英语,喜剧,动作,瑞恩·雷诺兹,乔什·布洛林
雷神2：黑暗世界,7.4,212046,阿兰·泰勒,2013,112.0,美国,英语,动作,奇幻,克里斯·海姆斯沃斯,娜塔莉·波特曼
美国队长,6.8,216166,乔·庄斯顿,2011,124.0,美国,英语,动作,科幻,克里斯·埃文斯,海莉·阿特维尔
银河护卫队,8.0,338165,詹姆斯·古恩,2014,121.0,美国,英语,动作,科幻,克里斯·帕拉特,佐伊·索尔达娜
哈利·波特与死亡圣器(下),8.7,373830,大卫·叶茨,2011,130.0,美国,英语,剧情,悬疑,丹尼尔·雷德克里夫,艾玛·沃森
爱乐之城,8.3,471233,达米恩·查泽雷,2016,128.0,美国,英语,剧情,爱情,瑞恩·高斯林,艾玛·斯通
中国合伙人,7.6,444842,陈可辛,2013,112.0,中国大陆,英语,剧情,剧情,黄晓明,邓超
触不可及,9.2,520262,奥利维埃·纳卡什/埃里克·托莱达诺,2011,112.0,法国,法语,剧情,喜剧,弗朗索瓦·克鲁塞,奥玛·希
滚蛋吧！肿瘤君,7.4,273154,韩延,2015,128.0,中国大陆,汉语普通话,喜剧,爱情,白百何,吴彦祖
神奇女侠,7.0,313955,派蒂·杰金斯,2017,141.0,美国,英语,动作,奇幻,盖尔·加朵,克里斯·派恩
我的少女时代,7.8,374062,陈玉珊,2015,134.0,台湾,汉语普通话,喜剧,爱情,宋芸桦,王大陆
港囧,5.6,268485,徐峥,2015,114.0,中国大陆,汉语普通话,喜剧,喜剧,徐峥,赵薇
侏罗纪世界2,6.7,265077,胡安·安东尼奥·巴亚纳,2018,128.0,美国,英语,动作,科幻,克里斯·帕拉特,布莱丝·达拉斯·霍华德
失恋33天,7.2,460582,滕华涛,2011,110.0,中国大陆,汉语普通话,剧情,爱情,白百何,文章
网络谜踪,8.6,250357,阿尼什·查甘蒂,2018,102.0,美国,英语,剧情,悬疑,约翰·赵,米切尔·拉
西游记之大圣归来,8.3,451106,田晓鹏,2015,89.0,中国大陆,汉语普通话,喜剧,动作,张磊,林子杰
惊天魔盗团,7.6,327803,路易斯·莱特里尔,2013,115.0,美国,英语,剧情,悬疑,杰西·艾森伯格,艾拉·菲舍尔
西游降魔篇,7.1,428060,周星驰/郭子健,2013,110.0,中国大陆,汉语普通话,喜剧,奇幻,文章,舒淇
碟中谍6：全面瓦解,8.1,357990,克里斯托弗·麦奎里,2018,147.0,美国,英语,动作,惊悚,汤姆·克鲁斯,亨利·卡维尔
谁先爱上他的,8.6,141568,徐誉庭/许智彦,2018,100.0,台湾,汉语普通话,剧情,喜剧,邱泽,谢盈萱
煎饼侠,5.8,266710,大鹏,2015,113.0,中国大陆,汉语普通话,喜剧,喜剧,大鹏,袁姗姗
钢铁侠3,7.7,290244,沙恩·布莱克,2013,134.0,美国,英语,动作,科幻,小罗伯特·唐尼,盖·皮尔斯
奇迹男孩,8.6,280255,斯蒂芬·卓博斯基,2017,113.0,美国,英语,剧情,家庭,雅各布·特伦布莱,朱莉娅·罗伯茨
快把我哥带走,6.9,207653,郑芬芬,2018,115.0,中国大陆,汉语普通话,喜剧,奇幻,张子枫,彭昱畅
血战钢锯岭,8.7,433280,梅尔·吉布森,2016,139.0,美国,英语,剧情,传记,安德鲁·加菲尔德,萨姆·沃辛顿
疯狂原始人,8.7,480295,柯克·德·米科/克里斯·桑德斯,2013,98.0,美国,英语,喜剧,动画,尼古拉斯·凯奇,艾玛·斯通
乘风破浪,6.8,393673,韩寒,2017,102.0,中国大陆,汉语普通话,剧情,喜剧,邓超,彭于晏
冰雪奇缘,8.3,389290,克里斯·巴克/珍妮弗·李,2013,102.0,美国,英语,喜剧,动画,克里斯汀·贝尔,伊迪娜·门泽尔
大鱼海棠,6.7,314157,梁旋/张春,2016,105.0,中国大陆,汉语普通话,剧情,动画,季冠霖,苏尚卿
王牌特工：特工学院,8.4,426561,马修·沃恩,2015,125.0,英国,英语,喜剧,动作,塔伦·埃格顿,科林·费尔斯
捉妖记,6.7,336327,许诚毅,2015,118.0,中国大陆,汉语普通话,喜剧,奇幻,白百何,井柏然
烈日灼心,8.0,334271,曹保平,2015,139.0,中国大陆,汉语普通话,剧情,悬疑,邓超,段奕宏
心花路放,7.1,334270,宁浩,2014,118.0,中国大陆,汉语普通话,喜剧,爱情,黄渤,徐峥
寻龙诀,7.5,423653,乌尔善,2015,125.0,中国大陆,汉语普通话,剧情,动作,陈坤,黄渤
后来的我们,5.9,251736,刘若英,2018,120.0,中国大陆,汉语普通话,剧情,爱情,井柏然,周冬雨
死侍,7.7,274357,蒂姆·米勒,2016,108.0,美国,英语,喜剧,动作,瑞恩·雷诺兹,莫蕾娜·巴卡琳
摘金奇缘,6.1,67167,朱浩伟,2018,121.0,美国,英语,喜剧,爱情,吴恬敏,亨利·戈尔丁
X战警：天启,7.7,263312,布莱恩·辛格,2016,144.0,美国,英语,动作,科幻,詹姆斯·麦卡沃伊,迈克尔·法斯宾德
北京遇上西雅图,7.3,450189,薛晓路,2013,123.0,中国大陆,汉语普通话,喜剧,爱情,汤唯,吴秀波
重返20岁,7.1,250954,陈正道,2015,131.0,中国大陆,汉语普通话,喜剧,爱情,杨子姗,归亚蕾
消失的爱人,8.7,482407,大卫·芬奇,2014,149.0,美国,英语,剧情,悬疑,本·阿弗莱克,裴淳华
暴裂无声,8.3,254578,忻钰坤,2017,120.0,中国大陆,汉语普通话,剧情,悬疑,宋洋,姜武
神偷奶爸2,8.0,289913,皮埃尔·柯芬/克里斯·雷纳德,2013,99.0,美国,英语,喜剧,动画,史蒂夫·卡瑞尔,克里斯汀·韦格
火星救援,8.4,398332,雷德利·斯科特,2015,144.0,美国,英语,剧情,科幻,马特·达蒙,杰西卡·查斯坦
敦刻尔克,8.4,433943,克里斯托弗·诺兰,2017,107.0,英国,英语,剧情,历史,菲恩·怀特海德,汤姆·格林-卡尼
神奇动物在哪里,7.8,385393,大卫·叶茨,2016,133.0,英国,英语,剧情,奇幻,埃迪·雷德梅恩,凯瑟琳·沃特斯顿
速度与激情7,8.3,320564,温子仁,2015,137.0,美国,英语,动作,惊悚,范·迪塞尔,保罗·沃克
一代宗师,7.9,362875,王家卫,2013,111.0,中国大陆,汉语普通话,剧情,动作,梁朝伟,章子怡
源代码,8.4,493554,邓肯·琼斯,2011,93.0,美国,英语,科幻,悬疑,杰克·吉伦哈尔,维拉·法米加
驯龙高手2,7.9,175505,迪恩·德布洛斯,2014,102.0,美国,英语,动画,奇幻,杰伊·巴鲁切尔,凯特·布兰切特
素媛,9.2,278465,李濬益,2013,123.0,韩国,韩语,剧情,剧情,薛耿求,严志媛
功夫熊猫2,8.0,318517,吕寅荣,2011,91.0,美国,英语,喜剧,动作,杰克·布莱克,安吉丽娜·朱莉
宠儿,7.4,40347,欧格斯·兰斯莫斯,2018,119.0,爱尔兰,英语,剧情,喜剧,奥利维娅·科尔曼,艾玛·斯通
悲伤逆流成河,5.8,132139,落落,2018,104.0,中国大陆,汉语普通话,剧情,爱情,赵英博,任敏
解救吾先生,7.8,255856,丁晟,2015,106.0,中国大陆,汉语普通话,剧情,犯罪,刘德华,刘烨
美女与野兽,7.1,230336,比尔·康顿,2017,129.0,美国,英语,爱情,歌舞,艾玛·沃森,丹·史蒂文斯
水形物语,7.2,297363,吉尔莫·德尔·托罗,2017,123.0,美国,英语,剧情,爱情,莎莉·霍金斯,道格·琼斯
请以你的名字呼唤我,8.8,285038,卢卡·瓜达尼诺,2017,132.0,意大利,英语,剧情,爱情,艾米·汉莫,蒂莫西·柴勒梅德
功夫熊猫3,7.7,228968,吕寅荣/亚历山德罗·卡罗尼,2016,95.0,美国,英语,喜剧,动作,杰克·布莱克,布莱恩·科兰斯顿
小时代,4.7,296571,郭敬明,2013,116.0,中国大陆,汉语普通话,剧情,喜剧,杨幂,柯震东
侏罗纪世界,7.7,277291,科林·特雷沃罗,2015,124.0,美国,英语,动作,科幻,克里斯·帕拉特,布莱丝·达拉斯·霍华德
缝纫机乐队,6.6,216601,大鹏,2017,117.0,中国大陆,汉语普通话,喜剧,音乐,大鹏,乔杉
金陵十三钗,8.0,394518,张艺谋,2011,145.0,中国大陆,汉语普通话,剧情,历史,克里斯蒂安·贝尔,倪妮
前任3：再见前任,5.5,282021,田羽生,2017,120.0,中国大陆,汉语普通话,喜剧,爱情,韩庚,郑恺
神偷奶爸3,6.8,165128,凯尔·巴尔达/皮埃尔·柯芬/埃里克·吉隆,2017,90.0,美国,英语,喜剧,动画,史蒂夫·卡瑞尔,克里斯汀·韦格
超体,7.2,322024,吕克·贝松,2014,89.0,法国,英语,动作,科幻,斯嘉丽·约翰逊,摩根·弗里曼
狄仁杰之四大天王,6.1,197108,徐克,2018,132.0,中国大陆,汉语普通话,动作,悬疑,赵又廷,冯绍峰
银翼杀手2049,8.3,271587,丹尼斯·维伦纽瓦,2017,163.0,美国,英语,剧情,科幻,瑞恩·高斯林,哈里森·福特
分手大师,5.0,225807,俞白眉/邓超,2014,116.0,中国大陆,汉语普通话,喜剧,爱情,邓超,杨幂
我想吃掉你的胰脏,6.8,20836,牛岛新一郎,2018,108.0,日本,日语,爱情,动画,高杉真宙,Lynn
从你的全世界路过,5.2,211279,张一白,2016,113.0,中国大陆,汉语普通话,喜剧,爱情,邓超,白百何
了不起的盖茨比,7.8,351187,巴兹·鲁赫曼,2013,143.0,澳大利亚,英语,剧情,爱情,莱昂纳多·迪卡普里奥,凯瑞·穆里根
致我们终将逝去的青春,6.6,386565,赵薇,2013,132.0,中国大陆,汉语普通话,剧情,爱情,杨子姗,赵又廷
无敌破坏王,8.7,278421,瑞奇·摩尔,2012,101.0,美国,英语,喜剧,动画,约翰·C·赖利,萨拉·西尔弗曼
速度与激情8,7.0,241660,F·加里·格雷,2017,136.0,美国,英语,动作,犯罪,范·迪塞尔,道恩·强森
X战警：逆转未来,8.2,318764,布莱恩·辛格,2014,131.0,美国,英语,动作,科幻,休·杰克曼,詹姆斯·麦卡沃伊
神秘巨星,7.7,284311,阿德瓦·香登,2017,150.0,印度,印地语,剧情,音乐,塞伊拉·沃西,梅·维贾
蝙蝠侠：黑暗骑士崛起,8.7,381340,克里斯托弗·诺兰,2012,165.0,美国,英语,剧情,动作,克里斯蒂安·贝尔,汤姆·哈迪
你好，之华,6.7,170347,岩井俊二,2018,114.0,中国大陆,汉语普通话,剧情,爱情,周迅,秦昊
荒野猎人,7.9,261955,亚利桑德罗·冈萨雷斯·伊纳里图,2015,156.0,美国,英语,剧情,动作,莱昂纳多·迪卡普里奥,汤姆·哈迪
记忆大师,7.1,239544,陈正道,2017,119.0,中国大陆,汉语普通话,剧情,悬疑,黄渤,段奕宏
7号房的礼物,8.8,246063,李焕庆,2013,127.0,韩国,韩语,剧情,喜剧,柳承龙,朴信惠
被解救的姜戈,8.6,328828,昆汀·塔伦蒂诺,2012,163.0,美国,英语,剧情,动作,杰米·福克斯,莱昂纳多·迪卡普里奥
九层妖塔,4.2,143635,陆川,2015,115.0,中国大陆,汉语普通话,动作,惊悚,赵又廷,姚晨
催眠大师,7.6,264538,陈正道,2014,104.0,中国大陆,汉语普通话,剧情,悬疑,徐峥,莫文蔚
找到你,7.4,130315,吕乐,2018,102.0,中国大陆,汉语普通话,剧情,家庭,姚晨,马伊琍
亲爱的,8.4,320419,陈可辛,2014,130.0,中国大陆,汉语普通话,剧情,家庭,赵薇,黄渤
喜欢你,6.8,217327,许宏宇,2017,106.0,中国大陆,汉语普通话,喜剧,爱情,金城武,周冬雨
完美陌生人,8.6,305854,保罗·格诺维塞,2016,97.0,意大利,意大利语,剧情,喜剧,马可·贾利尼,卡夏·斯穆特尼亚克
金刚狼3：殊死一战,8.3,306509,詹姆斯·曼高德,2017,123.0,美国,英语,剧情,动作,休·杰克曼,帕特里克·斯图尔特
小时代2：青木时代,4.9,168380,郭敬明,2013,116.0,中国大陆,汉语普通话,剧情,喜剧,杨幂,柯震东
恐怖直播,8.7,317754,金秉祐,2013,97.0,韩国,韩语,剧情,悬疑,河正宇,李璟荣
猩球崛起,8.1,300019,鲁伯特·瓦耶特,2011,105.0,美国,英语,剧情,动作,詹姆斯·弗兰科,安迪·瑟金斯
迦百农,8.7,11657,娜丁·拉巴基,2018,126.0,黎巴嫩,阿拉伯语,剧情,剧情,扎因·拉费阿,约丹诺斯·希费罗
头脑特工队,8.7,310981,彼特·道格特/罗纳尔多·德尔·卡门,2015,95.0,美国,英语,喜剧,动画,艾米·波勒,菲利丝·史密斯
一条狗的使命,7.7,225605,拉斯·霍尔斯道姆,2017,101.0,美国,英语,剧情,喜剧,乔什·加德,布丽特·罗伯森
绣春刀,7.5,274849,路阳,2014,111.0,中国大陆,汉语普通话,剧情,动作,张震,刘诗诗
小萝莉的猴神大叔,8.5,240414,卡比尔·汗,2015,159.0,印度,印地语,剧情,喜剧,萨尔曼·汗,哈莎莉·马洛特拉
忌日快乐2,6.8,14735,克里斯托弗·兰登,2019,100.0,美国,英语,悬疑,惊悚,杰西卡·罗德,伊瑟尔·布罗萨德
变形金刚3,7.1,252144,迈克尔·贝,2011,154.0,美国,英语,动作,科幻,希亚·拉博夫,罗茜·汉丁顿-惠特莉
辩护人,9.2,311162,杨宇硕,2013,127.0,韩国,韩语,剧情,剧情,宋康昊,吴达洙
江湖儿女,7.6,170497,贾樟柯,2018,137.0,中国大陆,汉语普通话,爱情,犯罪,赵涛,廖凡
嫌疑人X的献身,6.4,193751,苏有朋,2017,112.0,中国大陆,汉语普通话,剧情,悬疑,王凯,张鲁一
变形金刚4：绝迹重生,6.5,233312,迈克尔·贝,2014,166.0,美国,英语,动作,科幻,马克·沃尔伯格,斯坦利·图齐
十二生肖,6.6,227189,成龙,2012,122.0,中国大陆,英语,喜剧,动作,成龙,权相宇
绣春刀II：修罗战场,7.2,264840,路阳,2017,120.0,中国大陆,汉语普通话,剧情,动作,张震,杨幂
王牌特工2：黄金圈,6.9,241641,马修·沃恩,2017,141.0,英国,英语,喜剧,动作,塔伦·埃格顿,科林·费尔斯
速度与激情5,8.4,245399,林诣彬,2011,130.0,美国,英语,动作,犯罪,范·迪塞尔,保罗·沃克
寒战,7.4,258988,梁乐民/陆剑青,2012,103.0,香港,粤语,剧情,动作,郭富城,梁家辉
超凡蜘蛛侠2,7.4,171531,马克·韦布,2014,142.0,美国,英语,动作,科幻,安德鲁·加菲尔德,艾玛·斯通
火锅英雄,7.2,239925,杨庆,2016,98.0,中国大陆,汉语普通话,剧情,犯罪,陈坤,白百何
追龙,7.2,201914,王晶/关智耀,2017,128.0,香港,粤语,动作,犯罪,甄子丹,刘德华
霍比特人2：史矛革之战,8.3,237299,彼得·杰克逊,2013,161.0,美国,英语,动作,奇幻,伊恩·麦克莱恩,马丁·弗瑞曼
罗马,8.1,47690,阿方索·卡隆,2018,135.0,墨西哥,西班牙语,剧情,家庭,雅利扎·阿巴里西奥,玛丽娜·德·塔维拉
加勒比海盗5：死无对证,7.2,238129,艾斯彭·山德伯格/乔阿吉姆·罗恩尼,2017,129.0,美国,英语,动作,奇幻,约翰尼·德普,哈维尔·巴登
湮灭,7.1,235088,亚历克斯·嘉兰,2018,115.0,美国,英语,剧情,科幻,娜塔莉·波特曼,詹妮弗·杰森·李
爆裂鼓手,8.6,301756,达米恩·查泽雷,2014,107.0,美国,英语,剧情,音乐,迈尔斯·特勒,J·K·西蒙斯
阳光姐妹淘,8.8,349795,姜炯哲,2011,124.0,韩国,韩语,剧情,喜剧,沈恩京,闵孝琳
战狼,6.8,170739,吴京,2015,90.0,中国大陆,汉语普通话,动作,战争,吴京,余男
正义联盟,6.5,201950,扎克·施奈德,2017,120.0,美国,英语,动作,科幻,本·阿弗莱克,亨利·卡维尔
生化危机：终章,6.5,167978,保罗·安德森,2016,106.0,美国,英语,动作,科幻,米拉·乔沃维奇,伊恩·格雷
变形金刚5：最后的骑士,4.9,170927,迈克尔·贝,2017,155.0,美国,英语,动作,科幻,马克·沃尔伯格,伊莎贝拉·莫奈
左耳,5.4,158516,苏有朋,2015,117.0,中国大陆,汉语普通话,爱情,爱情,陈都灵,欧豪
模仿游戏,8.6,328859,莫滕·泰杜姆,2014,114.0,英国,英语,剧情,同性,本尼迪克特·康伯巴奇,凯拉·奈特莉
金刚狼2,6.4,133798,詹姆斯·曼高德,2013,126.0,美国,英语,动作,科幻,休·杰克曼,冈本多绪
环太平洋,7.6,322873,吉尔莫·德尔·托罗,2013,131.0,美国,英语,动作,科幻,查理·汉纳姆,菊地凛子
匆匆那年,5.4,178700,张一白,2014,119.0,中国大陆,汉语普通话,爱情,爱情,彭于晏,倪妮
X战警：第一战,8.2,236965,马修·沃恩,2011,132.0,美国,英语,剧情,动作,詹姆斯·麦卡沃伊,迈克尔·法斯宾德
