name,rate,rating_people,director,year,movietime,comment,review,main_country,main_language,main_genre,second_genre,main_actor,second_actor
仲夏夜性喜剧,7.0,1171,伍迪·艾伦,1982,88,294,7,美国,英语,喜剧,爱情,伍迪·艾伦,米亚·法罗
克拉珀姆厨师奇遇记,7.6,1224,爱德华·本内特,1989,50,207,1,英国,英语,悬疑,犯罪,大卫·苏切,休·弗拉瑟
T省的八四、八五年,8.6,1328,杨延晋,1986,94,506,10,中国大陆,汉语普通话,剧情,剧情,达式常,叶志康
皇家师姐4：直击证人,6.8,1285,袁和平,1989,94,264,5,香港,粤语,动作,犯罪,甄子丹,杨丽菁
希望与荣耀,8.5,1244,John Boorman,1987,113,331,13,英国,英语,剧情,战争,SebastianRice-Edwards,GeraldineMuir
知音,7.5,1122,谢铁骊/陈怀皑/巴鸿,1981,110,217,13,中国大陆,汉语普通话,剧情,爱情,王心刚,张瑜
大阅兵,6.7,1163,陈凯歌,1986,103,231,3,中国大陆,汉语普通话,剧情,剧情,王学圻,孙淳
青春万岁,7.4,1082,黄蜀芹,1983,94,301,13,中国大陆,汉语普通话,剧情,家庭,张闽,梁彦
学生闹翻天,6.3,1552,迈克尔·里奇/米基·罗斯,1981,86,64,0,美国,英语,喜剧,悬疑,MatthewGoldsby,RichardBrando
就是溜溜的她,6.2,1206,侯孝贤,1980,89,404,9,台湾,汉语普通话,剧情,爱情,凤飞飞,钟镇涛
一个女人的身份证明,7.1,1052,米开朗基罗·安东尼奥尼,1982,128,319,7,意大利,意大利语,剧情,爱情,托马斯·米连,达妮埃拉·西尔韦里奥
夺命凶灵,7.1,1250,大卫·柯南伯格,1981,103,343,2,加拿大,英语,科幻,恐怖,詹妮弗·欧内尔,StephenLack
火宅之人,8.2,1235,深作欣二,1986,133,368,8,日本,日语,剧情,剧情,绪形拳,石田良子
另一个女人,8.2,1220,伍迪·艾伦,1988,81,404,13,美国,英语,剧情,剧情,吉娜·罗兰兹,米亚·法罗
鬼恋,6.2,1544,西德尼·J·弗里尔,1982,125,71,1,美国,英语,悬疑,惊悚,芭芭拉·赫希,罗恩·西维尔
死亡计中计,7.8,1438,西德尼·吕美特,1982,116,361,4,美国,英语,喜剧,悬疑,迈克尔·凯恩,克里斯托弗·里夫
十字街头,8.6,1218,沃尔特·希尔,1986,99,288,10,美国,英语,剧情,爱情,拉尔夫·马奇奥,杰米·格尔兹
好姻缘,7.5,1168,埃里克·侯麦,1982,97,350,7,法国,法语,剧情,喜剧,碧翠丝·罗曼德,安德烈·杜索里埃
阿姆斯特丹的水鬼,7.2,1171,迪克·麦斯,1988,105,322,6,荷兰,荷兰语,动作,惊悚,休伯·史塔普,莫妮卡·梵·德·冯
战争游戏,7.3,1261,约翰·班德汉姆,1983,114,277,12,美国,英语,剧情,惊悚,马修·布罗德里克,艾丽·西蒂
忠义群英,6.6,1283,唐基明,1989,94,331,7,香港,粤语,剧情,动作,郑少秋,洪金宝
靡菲斯特,8.0,1171,伊斯特凡·萨博,1981,144,266,18,西德,英语,剧情,战争,克劳斯.马利亚.布朗道尔,克蕾丝蒂娜.扬达
棒球英豪,8.9,1138,杉井仪三郎,1987,82,123,1,日本,日语,剧情,动画,三矢雄二,日高法子
天外来客,8.1,1194,让·吉罗,1981,98,189,5,法国,法语,喜剧,科幻,路易·德·菲奈斯,PhilippeBrizard
锦衣卫,6.3,1299,鲁俊谷,1984,88,329,16,香港,汉语普通话,动作,武侠,梁家仁,胡冠珍
末代皇后,6.7,1041,陈家林/孙清国,1987,105,208,8,中国大陆,汉语普通话,剧情,历史,潘虹,傅艺伟
杀人电梯,6.0,1522,迪克·麦斯,1983,99,51,0,荷兰,荷兰语,喜剧,科幻,休伯·史塔普,维力奇·范·阿麦莱
盖棺了结,6.9,1220,Gary Sherman,1981,94,288,9,美国,英语,悬疑,惊悚,詹姆斯·法伦蒂洛,梅乐蒂·安德森
脑髓地狱,7.2,1020,松本俊夫,1988,109,328,3,日本,日语,科幻,悬疑,松田洋治,桂枝雀
鬼媾人,5.7,1183,刘仕裕,1989,92,227,1,香港,粤语,喜剧,喜剧,王晶,关之琳
圣诞故事,7.8,1240,鲍勃·克拉克,1983,94,340,6,美国,英语,喜剧,家庭,彼得·比灵斯雷,梅林达·狄龙
铁幕性史,7.4,1221,尤利尤斯·马胡尔斯基,1984,120,403,5,波兰,波兰语,喜剧,科幻,维斯瓦夫·米赫尼科夫斯基,杰基·斯图尔
撞邪先生,6.2,1143,王晶,1988,92,216,4,香港,粤语,喜剧,爱情,钟镇涛,陈百祥
龙腾虎跃,6.0,1087,陈全,1983,92,115,3,香港,粤语,动作,动作,成龙,任世官
美国之旅,7.0,1179,约翰·兰迪斯,1988,116,231,4,美国,英语,剧情,喜剧,艾迪·墨菲,阿瑟尼奥·豪尔
爱的旅馆,7.0,1358,相米慎二,1985,88,155,2,日本,日语,剧情,情色,速水典子,寺田农
狐狸列那,8.5,1028,曼弗雷德·杜尼约克/何玉门/庄敏瑾,1989,78,133,4,中国大陆,汉语普通话,动画,儿童,无,无
宇宙奇趣录,7.5,1129,杰拉德·伯特顿,1981,86,316,5,加拿大,英语,动画,奇幻,罗德格尔·邦帕斯,约翰·坎迪
四眼仔,6.6,1439,于仁泰,1985,86,56,4,香港,粤语,剧情,剧情,谭咏麟,董骠
表错7日情,6.7,1091,张坚庭,1983,98,265,4,香港,粤语,喜剧,爱情,钟镇涛,叶童
一曲相思情未了,8.2,1179,史蒂夫·克洛夫斯,1989,114,360,12,美国,英语,剧情,爱情,杰夫·布里吉斯,米歇尔·菲佛
夕照街,7.9,1129,王好为,1983,110,254,5,中国大陆,汉语普通话,剧情,家庭,陈佩斯,陈佩斯
吸血鬼之吻,6.2,1005,Robert Bierman,1988,103,180,6,美国,英语,喜剧,恐怖,尼古拉斯·凯奇,玛利亚·康柯塔·阿隆索
古惑丑拍档,7.3,1178,罗杰·斯波蒂斯伍德,1989,97,218,1,美国,英语,喜剧,惊悚,汤姆·汉克斯,梅尔·温宁汉姆
在撒旦的阳光下,7.3,1012,莫里斯·皮亚拉,1987,93,304,14,法国,法语,剧情,剧情,热拉尔·德帕迪约,桑德里娜·博内尔
大审判,7.4,1173,西德尼·吕美特,1982,129,320,17,美国,英语,剧情,剧情,保罗·纽曼,夏洛特·兰普林
太空先锋,7.9,1231,菲利普·考夫曼,1983,193,315,10,美国,英语,剧情,历史,丹尼斯·奎德,山姆·夏普德
表哥到,6.4,1103,午马,1987,94,187,2,香港,粤语,喜剧,恐怖,吴耀汉,钟镇涛
少年福尔摩斯,6.7,1154,巴瑞·莱文森,1985,109,361,4,美国,英语,剧情,悬疑,尼古拉斯·罗尔,艾伦·考克斯
巴斯克维尔的猎犬,8.7,1092,Brian Mills,1988,105,153,1,英国,英语,悬疑,恐怖,杰瑞米·布雷特,爱德华·哈德威克
鸡尾酒,6.8,1167,罗杰·唐纳森,1988,104,305,14,美国,英语,喜剧,爱情,汤姆·克鲁斯,布莱恩·布朗
散弹露露,7.4,1126,乔纳森·戴米,1986,113,346,6,美国,英语,剧情,喜剧,杰夫·丹尼尔斯,梅兰尼·格里菲斯
丹东,7.8,1073,安杰伊·瓦伊达,1983,136,333,11,法国,法语,剧情,传记,热拉尔·德帕迪约,沃捷希奇·帕斯佐尼亚克
福尔摩斯：跳舞的人,9.1,1126,John Bruce,1984,50,133,0,英国,英语,剧情,悬疑,JeremyBrett,DavidBurke
十六支蜡烛,6.9,1153,约翰·休斯,1984,93,387,2,美国,英语,喜剧,爱情,莫利·林沃德,安东尼·迈克尔·豪尔
最后决战,8.1,1090,吕克·贝松,1983,92,259,16,法国,法语,科幻,科幻,皮埃尔·若利韦,让·布伊兹
恭喜发财,6.6,1045,石天,1985,91,154,3,香港,粤语,喜剧,喜剧,石天,谭咏麟
黑心鬼,6.3,1111,陈会毅,1988,95,249,1,香港,粤语,喜剧,恐怖,陈友,梅艳芳
鹰狼传奇,7.6,1125,理查德·唐纳,1985,121,229,4,美国,英语,剧情,喜剧,米歇尔·菲佛,马修·布罗德里克
马桶妖怪2,6.6,1408,阿尔贝·邦,1988,89,32,1,美国,英语,喜剧,恐怖,DamonMartin,罗亚尔·达诺
黑魔王,6.3,1144,雷德利·斯科特,1985,94,445,5,美国,英语,爱情,奇幻,汤姆·克鲁斯,米娅·萨拉
飞狼,8.5,1111,唐纳德·P·贝里萨里奥,1984,85,166,1,美国,英语,动作,科幻,冉-迈克尔·文森特,欧内斯特·博格宁
水手服与机关枪,7.1,1093,相米慎二,1981,112,370,8,日本,日语,动作,爱情,药师丸博子,渡边桓彦
烽火赤焰万里情,8.0,1108,沃伦·比蒂,1981,194,284,19,美国,英语,剧情,爱情,沃伦·比蒂,黛安·基顿
斑点带子案,9.2,1094,John Bruce,1984,50,168,2,英国,英语,剧情,犯罪,JeremyBrett,DavidBurke
标错参,6.9,1111,张坚庭,1987,90,214,2,香港,粤语,喜剧,犯罪,洪金宝,钟镇涛
心动,6.6,1124,陈方,1986,91,388,6,香港,粤语,剧情,爱情,江显扬,王祖贤
碧血剑,6.6,1046,张彻,1981,104,208,7,香港,汉语普通话,剧情,动作,郭追,文雪儿
龙珠剧场版：摩诃不可思议大冒险,7.9,1111,竹之内和久,1988,44,120,1,日本,日语,动作,动画,野泽雅子,古谷彻
人海孤鸿,6.8,1074,潘文杰,1989,90,197,5,香港,粤语,动作,动作,刘德华,莫少聪
发财秘笈,7.0,1088,高志森/黄百鸣,1989,85,210,6,香港,粤语,喜剧,喜剧,李美凤,郑文雅
三人世界,6.9,1040,冼杞然,1988,101,249,2,香港,粤语,喜剧,爱情,林子祥,郑裕玲
爱人同志,6.6,1050,黄泰来,1989,100,265,3,香港,粤语,剧情,战争,刘德华,钟楚红
武林志,6.8,1059,张华勋,1983,90,234,6,中国大陆,汉语普通话,剧情,动作,张云溪,李俊峰
群龙戏凤,6.9,1077,洪金宝,1989,95,254,5,香港,粤语,喜剧,动作,洪金宝,利智
月光光心慌慌2,6.2,1076,瑞克·罗森塔尔,1981,92,190,0,美国,英语,惊悚,恐怖,杰米·李·柯蒂斯,唐纳德·普利森斯
越战创伤,7.5,1128,布莱恩·德·帕尔玛,1989,113,221,10,美国,英语,剧情,战争,迈克尔·J·福克斯,西恩·潘
浴血擒魔,6.3,1114,乔治 P·科斯马图斯,1986,87,228,2,美国,英语,动作,惊悚,西尔维斯特·史泰龙,布里吉特·尼尔森
龙珠剧场版：魔神城内的睡美人,7.6,1097,西尾大介,1987,43,108,0,日本,日语,动作,动画,野泽雅子,田中真弓
夺命佳人,6.8,1010,孙仲,1987,92,215,3,香港,粤语,剧情,惊悚,林青霞,梁家辉
破茧威龙,7.0,1101,约翰·弗林,1989,109,195,4,美国,英语,动作,惊悚,西尔维斯特·史泰龙,唐纳德·萨瑟兰
八彩林亚珍,7.0,1295,吴宇森,1982,86,158,7,香港,粤语,喜剧,动作,萧芳芳,许冠英
大失踪,7.7,1079,科斯塔-加夫拉斯,1982,122,305,13,美国,英语,剧情,悬疑,杰克·莱蒙,茜茜·斯派塞克
美国舞男,6.7,1051,保罗·施拉德,1980,117,213,4,美国,英语,剧情,爱情,理查·基尔,劳伦·赫顿
眼镜蛇,7.4,1265,沃纳·赫尔佐格,1987,111,51,1,西德,英语,剧情,冒险,克劳斯·金斯基,KingAmpaw
钱作怪,6.7,1009,吴宇森,1980,101,202,7,香港,粤语,喜剧,动作,许冠英,陈琪琪
金大班的最后一夜,8.0,1069,白景瑞,1984,84,367,10,台湾,汉语普通话,剧情,剧情,姚炜,欧阳龙
龙年,6.6,1127,迈克尔·西米诺,1985,134,471,16,美国,汉语普通话,剧情,动作,尊龙,米基·洛克
再生人,6.8,1019,翁维铨,1981,80,310,3,香港,粤语,惊悚,恐怖,林子祥,张天爱
二二六,6.9,1105,五社英雄,1989,114,334,20,日本,日语,剧情,动作,三浦友和,竹中直人
惊异大奇航,7.2,1048,乔·丹特,1987,120,228,6,美国,英语,喜剧,动作,丹尼斯·奎德,马丁·肖特
孤身骑车人,8.9,1040,Paul Annett,1984,50,128,1,英国,英语,悬疑,犯罪,JeremyBrett,DavidBurke
再见王老五,7.1,1016,尔冬升,1989,94,250,7,香港,粤语,喜剧,喜剧,钟镇涛,张曼玉
十三号星期五3,6.0,1030,史蒂夫·迈纳,1982,95,181,0,美国,英语,恐怖,恐怖,DanaKimmell,PaulKratka
杀手的肖像,7.5,1006,约翰·麦克诺顿,1986,83,267,10,美国,英语,剧情,传记,MaryDemas,迈克尔·鲁克
天官赐福,6.4,1019,鲁俊谷,1985,92,293,4,香港,粤语,喜剧,喜剧,尔冬升,王祖贤
萨尔瓦多,8.1,1001,奥利佛·斯通,1986,122,200,9,英国,英语,剧情,惊悚,詹姆斯·伍兹,詹姆斯·贝鲁什
这个杀手不太冷,9.4,1275326,吕克·贝松,1994,110,229425,4467,法国,英语,剧情,动作,让·雷诺,娜塔莉·波特曼
肖申克的救赎,9.6,1396146,弗兰克·德拉邦特,1994,142,271156,7658,美国,英语,剧情,犯罪,蒂姆·罗宾斯,摩根·弗里曼
阿甘正传,9.4,1099509,罗伯特·泽米吉斯,1994,142,179382,3904,美国,英语,剧情,爱情,汤姆·汉克斯,罗宾·怀特
泰坦尼克号,9.3,1039984,詹姆斯·卡梅隆,1997,194,159009,2384,美国,英语,剧情,爱情,莱昂纳多·迪卡普里奥,凯特·温丝莱特
霸王别姬,9.6,1033745,陈凯歌,1993,171,220653,6330,中国大陆,汉语普通话,剧情,爱情,张国荣,张丰毅
海上钢琴师,9.2,815528,朱塞佩·托纳多雷,1998,165,147863,5266,意大利,英语,剧情,音乐,蒂姆·罗斯,普路特·泰勒·文斯
大话西游之大圣娶亲,9.2,768077,刘镇伟,1995,95,126080,3535,香港,粤语,喜剧,爱情,周星驰,吴孟达
楚门的世界,9.2,759086,彼得·威尔,1998,103,145702,4181,美国,英语,剧情,科幻,金·凯瑞,劳拉·琳妮
大话西游之月光宝盒,9.0,620067,刘镇伟,1995,87,59509,605,香港,粤语,喜剧,爱情,周星驰,吴孟达
剪刀手爱德华,8.7,639330,蒂姆·波顿,1990,105,99975,1890,美国,英语,剧情,爱情,约翰尼·德普,薇诺娜·瑞德
美丽人生,9.5,643694,罗伯托·贝尼尼,1997,116,133713,3100,意大利,意大利语,剧情,喜剧,罗伯托·贝尼尼,尼可莱塔·布拉斯基
唐伯虎点秋香,8.5,498306,李力持,1993,102,44091,241,香港,粤语,喜剧,爱情,周星驰,巩俐
辛德勒的名单,9.5,574173,史蒂文·斯皮尔伯格,1993,195,88212,1862,美国,英语,剧情,历史,连姆·尼森,本·金斯利
七宗罪,8.8,561979,大卫·芬奇,1995,127,83963,1597,美国,英语,剧情,悬疑,摩根·弗里曼,布拉德·皮特
情书,8.9,513880,岩井俊二,1995,117,120641,4114,日本,日语,剧情,爱情,中山美穗,丰川悦司
喜剧之王,8.7,471098,周星驰/李力持,1999,85,66406,1153,香港,粤语,剧情,喜剧,周星驰,张柏芝
搏击俱乐部,9.0,515620,大卫·芬奇,1999,139,103096,2319,美国,英语,剧情,动作,爱德华·诺顿,布拉德·皮特
闻香识女人,9.0,459431,马丁·布莱斯特,1992,157,88963,2181,美国,英语,剧情,剧情,阿尔·帕西诺,克里斯·奥唐纳
沉默的羔羊,8.8,467758,乔纳森·戴米,1991,118,68608,759,美国,英语,剧情,惊悚,朱迪·福斯特,安东尼·霍普金斯
黑客帝国,8.9,403334,莉莉·沃卓斯基/拉娜·沃卓斯基,1999,136,53477,690,美国,英语,动作,科幻,基努·里维斯,凯瑞-安·莫斯
狮子王,9.0,403509,罗杰·阿勒斯/罗伯·明可夫,1994,89,44843,353,美国,英语,剧情,动画,乔纳森·泰勒·托马斯,马修·布罗德里克
重庆森林,8.7,441550,王家卫,1994,102,92176,2058,香港,粤语,剧情,爱情,林青霞,金城武
低俗小说,8.8,461820,昆汀·塔伦蒂诺,1994,154,88069,1265,美国,英语,剧情,喜剧,约翰·特拉沃尔塔,乌玛·瑟曼
东邪西毒,8.6,340176,王家卫,1994,100,49958,1706,香港,粤语,剧情,动作,张国荣,林青霞
活着,9.2,410627,张艺谋,1994,132,82796,1991,中国大陆,汉语普通话,剧情,家庭,葛优,巩俐
勇敢的心,8.9,370761,梅尔·吉布森,1995,177,59081,1001,美国,英语,剧情,动作,梅尔·吉布森,苏菲·玛索
射雕英雄传之东成西就,8.7,362461,刘镇伟,1993,113,56683,321,香港,粤语,喜剧,奇幻,梁朝伟,林青霞
阳光灿烂的日子,8.8,360181,姜文,1994,134,61966,1446,中国大陆,汉语普通话,剧情,爱情,夏雨,宁静
心灵捕手,8.8,375591,格斯·范·桑特,1997,126,67470,2076,美国,英语,剧情,剧情,马特·达蒙,罗宾·威廉姆斯
拯救大兵瑞恩,8.9,343873,史蒂文·斯皮尔伯格,1998,169,43186,725,美国,英语,剧情,历史,汤姆·汉克斯,汤姆·塞兹摩尔
两杆大烟枪,9.1,353022,盖·里奇,1998,107,67540,637,英国,英语,剧情,喜剧,杰森·弗莱明,德克斯特·弗莱彻
春光乍泄,8.9,342898,王家卫,1997,96,72510,2262,香港,粤语,剧情,爱情,张国荣,梁朝伟
幽灵公主,8.8,314796,宫崎骏,1997,134,40337,668,日本,日语,动画,奇幻,松田洋治,石田百合子
青蛇,8.5,286967,徐克,1993,99,45042,1138,香港,粤语,剧情,爱情,张曼玉,王祖贤
阿飞正传,8.5,277759,王家卫,1990,94,57500,1403,香港,粤语,剧情,爱情,张国荣,张曼玉
猜火车,8.5,295904,丹尼·博伊尔,1996,94,55201,1198,英国,英语,剧情,犯罪,伊万·麦克格雷格,艾文·布莱纳
甜蜜蜜,8.8,292302,陈可辛,1996,118,59831,1783,香港,粤语,剧情,爱情,黎明,张曼玉
第六感,8.8,308551,M·奈特·沙马兰,1999,107,62250,786,美国,英语,剧情,悬疑,布鲁斯·威利斯,海利·乔·奥斯蒙
爱在黎明破晓前,8.8,302340,理查德·林克莱特,1995,101,74237,2033,美国,英语,剧情,爱情,伊桑·霍克,朱莉·德尔佩
小鬼当家,8.2,244854,克里斯·哥伦布,1990,103,19684,85,美国,英语,喜剧,喜剧,麦考利·卡尔金,乔·佩西
饮食男女,9.1,290719,李安,1994,124,67204,1586,台湾,汉语普通话,剧情,家庭,郎雄,杨贵媚
九品芝麻官,8.3,258610,王晶,1994,108,19433,119,香港,粤语,喜剧,古装,周星驰,吴孟达
菊次郎的夏天,8.8,258428,北野武,1999,121,59983,1459,日本,日语,剧情,喜剧,北野武,关口雄介
变脸,8.4,260905,吴宇森,1997,138,31025,314,美国,英语,动作,科幻,约翰·特拉沃尔塔,尼古拉斯·凯奇
新龙门客栈,8.5,241715,李惠民,1992,88,28536,344,香港,汉语普通话,动作,爱情,张曼玉,林青霞
食神,7.9,242956,李力持/周星驰,1996,88,18291,143,香港,粤语,喜剧,动作,周星驰,莫文蔚
纵横四海,8.7,209280,吴宇森,1991,108,33352,312,香港,粤语,剧情,喜剧,周润发,张国荣
大内密探零零发,7.7,219145,谷德昭/周星驰,1996,89,16091,119,香港,粤语,喜剧,动作,周星驰,刘嘉玲
国产凌凌漆,8.2,223711,李力持/周星驰,1994,83,21436,185,香港,汉语普通话,喜剧,动作,周星驰,袁咏仪
侧耳倾听,8.8,235174,近藤喜文,1995,111,47943,1209,日本,日语,剧情,爱情,本名阳子,小林桂树
诺丁山,7.9,227551,罗杰·米歇尔,1999,124,47471,850,英国,英语,喜剧,爱情,朱莉娅·罗伯茨,休·格兰特
美国丽人,8.5,227049,萨姆·门德斯,1999,122,42038,1303,美国,英语,剧情,爱情,凯文·史派西,安妮特·贝宁
侏罗纪公园,8.1,202759,史蒂文·斯皮尔伯格,1993,127,27498,218,美国,英语,科幻,惊悚,山姆·尼尔,劳拉·邓恩
夜访吸血鬼,8.3,221442,尼尔·乔丹,1994,123,41616,591,美国,英语,剧情,惊悚,布拉德·皮特,汤姆·克鲁斯
武状元苏乞儿,7.6,190314,陈嘉上,1992,96,10353,89,香港,粤语,喜剧,动作,周星驰,张敏
玩具总动员,8.3,195038,约翰·拉塞特,1995,81,17013,137,美国,英语,喜剧,动画,汤姆·汉克斯,蒂姆·艾伦
变相怪杰,7.8,181354,查克·拉塞尔,1994,101,15930,84,美国,英语,喜剧,奇幻,金·凯瑞,卡梅隆·迪亚兹
英国病人,8.5,204829,安东尼·明格拉,1996,162,38893,962,美国,英语,剧情,爱情,拉尔夫·费因斯,朱丽叶·比诺什
终结者2：审判日,8.6,186754,詹姆斯·卡梅隆,1991,137,17444,191,美国,英语,动作,科幻,阿诺·施瓦辛格,琳达·汉密尔顿
黑衣人,8.0,193764,巴里·索南菲尔德,1997,98,17907,85,美国,英语,喜剧,动作,威尔·史密斯,汤米·李·琼斯
教父3,8.8,178117,弗朗西斯·福特·科波拉,1990,170,19314,320,美国,英语,剧情,犯罪,阿尔·帕西诺,黛安·基顿
甲方乙方,8.3,175606,冯小刚,1997,90,22880,219,中国大陆,汉语普通话,喜剧,喜剧,葛优,刘蓓
小鞋子,9.2,200167,马基德·马基迪,1997,89,42174,1231,伊朗,波斯语,剧情,家庭,法拉赫阿米尔·哈什米安,默罕默德·阿米尔·纳吉
西雅图未眠夜,7.9,182500,诺拉·艾芙隆,1993,105,33046,686,美国,英语,剧情,喜剧,汤姆·汉克斯,梅格·瑞恩
逃学威龙,7.7,166577,陈嘉上,1991,100,10133,41,香港,粤语,喜剧,动作,周星驰,张敏
鹿鼎记,8.0,176429,王晶,1992,110,10468,63,香港,粤语,喜剧,动作,周星驰,吴孟达
碟中谍,8.1,168038,布莱恩·德·帕尔玛,1996,110,18846,109,美国,英语,动作,惊悚,汤姆·克鲁斯,强·沃特
罗拉快跑,8.1,175794,汤姆·提克威,1998,81,31126,768,德国,德语,动作,惊悚,弗朗卡·波滕特,莫里兹·布雷多
独立日,8.0,177773,罗兰·艾默里奇,1996,145,22656,259,美国,英语,动作,科幻,威尔·史密斯,比尔·普尔曼
花木兰,7.7,155733,巴里·库克/托尼·班克罗夫特,1998,88,13888,119,美国,英语,剧情,动画,温明娜,艾迪·墨菲
燃情岁月,8.8,176951,爱德华·兹威克,1994,133,34710,1183,美国,英语,剧情,爱情,布拉德·皮特,安东尼·霍普金斯
百变星君,7.5,156962,叶伟民,1995,92,9584,30,香港,粤语,喜剧,科幻,周星驰,吴孟达
勇闯夺命岛,8.6,173803,迈克尔·贝,1996,136,22449,259,美国,英语,动作,冒险,肖恩·康纳利,尼古拉斯·凯奇
喜宴,8.9,184013,李安,1993,108,38851,818,台湾,汉语普通话,剧情,喜剧,赵文瑄,郎雄
人鬼情未了,8.2,158493,杰瑞·扎克,1990,127,20623,250,美国,英语,剧情,爱情,帕特里克·斯威兹,黛米·摩尔
整蛊专家,7.5,131853,王晶,1991,110,8576,35,香港,粤语,喜剧,爱情,刘德华,周星驰
暗战,8.4,141979,杜琪峰,1999,93,21230,268,香港,粤语,剧情,动作,刘德华,刘青云
心慌方,7.9,154093,文森佐·纳塔利,1997,90,28165,400,加拿大,英语,科幻,悬疑,妮可·德波儿,妮基·瓜达尼
第五元素,7.9,146795,吕克·贝松,1997,126,18288,170,法国,英语,动作,科幻,布鲁斯·威利斯,加里·奥德曼
