name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
夺命凶灵,7.1,1250,大卫·柯南伯格,大卫·柯南伯格,詹妮弗·欧内尔/StephenLack/帕特里克·麦高汉/劳伦斯·戴恩/迈克尔·艾恩塞德,科幻/恐怖,加拿大,英语,1981,103
火宅之人,8.2,1235,深作欣二,檀一雄,绪形拳/石田良子/原田美枝子/松坂庆子/荒井注/檀富美/井川比佐志/石桥莲司/真田广之/下条阿童木/相马刚三/山谷初男,剧情,日本,日语,1986,133
另一个女人,8.2,1220,伍迪·艾伦,伍迪·艾伦,吉娜·罗兰兹/米亚·法罗/伊安·霍姆/布莱思·丹纳/吉恩·哈克曼,剧情,美国,英语,1988,81
鬼恋,6.2,1544,西德尼·J·弗里尔,弗兰克·德·费里塔,芭芭拉·赫希/罗恩·西维尔/大卫·拉比奥萨/乔治·科,悬疑/惊悚/恐怖,美国,英语,1982,125
死亡计中计,7.8,1438,西德尼·吕美特,杰伊·普莱森·艾伦,迈克尔·凯恩/克里斯托弗·里夫/黛恩·坎农/艾琳·沃斯/亨瑞·琼斯,喜剧/悬疑/惊悚/犯罪,美国,英语,1982,116
十字街头,8.6,1218,沃尔特·希尔,John Fusco,拉尔夫·马奇奥/杰米·格尔兹/史蒂夫·瓦伊,剧情/爱情/悬疑/音乐,美国,英语,1986,99
好姻缘,7.5,1168,埃里克·侯麦,埃里克·侯麦,碧翠丝·罗曼德/安德烈·杜索里埃/费奥多尔·阿特金/阿丽尔·朵巴丝勒/海盖特费格特,剧情/喜剧/爱情,法国,法语,1982,97
阿姆斯特丹的水鬼,7.2,1171,迪克·麦斯,迪克·麦斯,休伯·史塔普/莫妮卡·梵·德·冯/塞尔日-亨利·瓦尔克/坦内克·哈茨祖克/维姆扎默,动作/惊悚/恐怖,荷兰,荷兰语/西班牙语/汉语普通话/英语,1988,105
战争游戏,7.3,1261,约翰·班德汉姆,劳伦斯·拉斯科,马修·布罗德里克/艾丽·西蒂,剧情/惊悚,美国,英语,1983,114
忠义群英,6.6,1283,唐基明,曾瑾昌,郑少秋/洪金宝/梁朝伟/张学友/林国斌/莫少聪/午马/罗烈/金燕玲/成奎安,剧情/动作/犯罪,香港,粤语,1989,94
靡菲斯特,8.0,1171,伊斯特凡·萨博,伊斯特凡·萨博,克劳斯.马利亚.布朗道尔/克蕾丝蒂娜.扬达/罗尔夫.霍庇,剧情/战争,西德/匈牙利/奥地利,英语/匈牙利语/德语,1981,144
棒球英豪,8.9,1138,杉井仪三郎,高星由美子,三矢雄二/日高法子/难波圭一,剧情/动画,日本,日语,1987,82
天外来客,8.1,1194,让·吉罗,Jean Halain,路易·德·菲奈斯/PhilippeBrizard/让·卡尔梅/雅克·维列雷,喜剧/科幻,法国,法语,1981,98
锦衣卫,6.3,1299,鲁俊谷,鲁俊谷,梁家仁/胡冠珍/谷峰/刘永/陈楼,动作/武侠/古装,香港,汉语普通话,1984,88
末代皇后,6.7,1041,陈家林/孙清国,王庆祥(原著),潘虹/傅艺伟/姜文/正华/刘威,剧情/历史,中国大陆/香港,汉语普通话,1987,105
杀人电梯,6.0,1522,迪克·麦斯,迪克·麦斯,休伯·史塔普/维力奇·范·阿麦莱/JosinevanDalsum/LizSnoyink/WiskeSterringa/HuibBroos/PieterLutz/JohanHobo/DickScheffer/MatthiasMaat/GervanGroningen/JanAnneDrenth/EmmaOnrust/SydneyKuyer/CorWitschge,喜剧/科幻/惊悚/恐怖/奇幻,荷兰,荷兰语,1983,99
盖棺了结,6.9,1220,Gary Sherman,Alex Stern,詹姆斯·法伦蒂洛/梅乐蒂·安德森/杰克·艾伯森/DennisRedfield/NancyLocke/丽萨·布伦特/罗伯特·英格兰德,悬疑/惊悚/恐怖,美国,英语,1981,94
脑髓地狱,7.2,1020,松本俊夫,松本俊夫,松田洋治/桂枝雀/室田日出男,科幻/悬疑/恐怖,日本,日语,1988,109
鬼媾人,5.7,1183,刘仕裕,王晶,王晶/关之琳/陈百祥/夏文汐/曹查理/莫少聪/叶汉良,喜剧,香港,粤语,1989,92
圣诞故事,7.8,1240,鲍勃·克拉克,Jean Shepherd,彼得·比灵斯雷/梅林达·狄龙/达伦·麦克加文,喜剧/家庭,美国/加拿大,英语,1983,94
铁幕性史,7.4,1221,尤利尤斯·马胡尔斯基,尤利尤斯·马胡尔斯基,维斯瓦夫·米赫尼科夫斯基/杰基·斯图尔/奥尔基尔德·鲁卡斯瑟维克茨/多萝塔·斯大林斯卡/JanuszMichalowski/PiotrStefaniak/JuliuszLubicz-Lisowski/ZofiaPlewinska/BozenaStryjkówna/伯格斯拉娃·帕韦莱茨/HannaStankówna/贝娅塔·蒂希基维茨/瑞丝扎德·哈宁/BarbaraLudwizanka/MiroslawaMarcheluk,喜剧/科幻/冒险,波兰,波兰语,1984,120
撞邪先生,6.2,1143,王晶,王晶,钟镇涛/陈百祥/郑裕玲/刘家荣/万梓良/邱淑贞/张凤妮,喜剧/爱情/恐怖,香港,粤语,1988,92
龙腾虎跃,6.0,1087,陈全,罗维,成龙/任世官/惠天赐/韩国材/林银珠/权永文/田俊/陈慧楼/石天/马场/彭刚/米奇/叶照旭/金万希,动作,香港,粤语,1983,92
美国之旅,7.0,1179,约翰·兰迪斯,贝瑞·布劳斯坦,艾迪·墨菲/阿瑟尼奥·豪尔/詹姆斯·厄尔·琼斯/约翰·阿莫斯/玛奇·辛克莱/沙里·海德利/艾瑞琪·拉·塞拉/弗兰基·费森/瓦妮莎·贝尔·卡洛威/路易·安德森/杰克·斯坦菲尔德/卡尔文·洛克哈特/艾莉森·迪安/保罗·贝茨,剧情/喜剧/爱情,美国,英语,1988,116
爱的旅馆,7.0,1358,相米慎二,石井隆,速水典子/寺田农/志水季里子/中川梨绘/伊武雅刀/万田久子/尾美利德/佐藤浩市,剧情/情色,日本,日语,1985,88
狐狸列那,8.5,1028,曼弗雷德·杜尼约克/何玉门/庄敏瑾,歌德,,动画/儿童,中国大陆/西德,汉语普通话/德语,1989,78
宇宙奇趣录,7.5,1129,杰拉德·伯特顿,Daniel Goldberg,罗德格尔·邦帕斯/约翰·坎迪/杰姬·布罗斯,动画/奇幻/冒险,加拿大,英语,1981,86
四眼仔,6.6,1439,于仁泰,黄百鸣,谭咏麟/董骠/邓碧云/邓丽盈,剧情,香港,粤语,1985,86
表错7日情,6.7,1091,张坚庭,张坚庭,钟镇涛/叶童/陈友/梅艳芳/王晶,喜剧/爱情,香港,粤语,1983,98
一曲相思情未了,8.2,1179,史蒂夫·克洛夫斯,史蒂夫·克洛夫斯,杰夫·布里吉斯/米歇尔·菲佛/博·布里奇斯/EllieRaab/山德·贝克利,剧情/爱情/音乐,美国,英语,1989,114
夕照街,7.9,1129,王好为,苏叔阳,陈佩斯,剧情/家庭,中国大陆,汉语普通话,1983,110
吸血鬼之吻,6.2,1005,Robert Bierman,Joseph Minion,尼古拉斯·凯奇/玛利亚·康柯塔·阿隆索/詹妮弗·比尔斯,喜剧/恐怖/奇幻,美国,英语/德语,1988,103
古惑丑拍档,7.3,1178,罗杰·斯波蒂斯伍德,丹尼斯·施赖克,汤姆·汉克斯/梅尔·温宁汉姆/格雷格·T·尼尔森/雷金纳德·维尔约翰逊,喜剧/惊悚/犯罪,美国,英语,1989,97
在撒旦的阳光下,7.3,1012,莫里斯·皮亚拉,莫里斯·皮亚拉,热拉尔·德帕迪约/桑德里娜·博内尔/莫里斯·皮亚拉,剧情,法国,法语,1987,93
大审判,7.4,1173,西德尼·吕美特,大卫·马梅,保罗·纽曼/夏洛特·兰普林/杰克·瓦尔登/詹姆斯·梅森,剧情,美国,英语,1982,129
太空先锋,7.9,1231,菲利普·考夫曼,菲利普·考夫曼,丹尼斯·奎德/山姆·夏普德/斯科特·格伦/艾德·哈里斯/弗莱德·沃德,剧情/历史/冒险,美国,英语/俄语,1983,193
表哥到,6.4,1103,午马,张丽玲,吴耀汉/钟镇涛/午马/黄韵诗/孟海/太保/李志杰/田俊/叶荣祖/田青/西瓜刨,喜剧/恐怖/奇幻,香港,粤语,1987,94
少年福尔摩斯,6.7,1154,巴瑞·莱文森,阿瑟·柯南·道尔,尼古拉斯·罗尔/艾伦·考克斯/索菲娅·沃德/安东尼·希金斯/苏珊·弗利特伍德/弗雷迪·琼斯/奈杰尔·斯托克/罗杰·阿什顿-格里菲斯,剧情/悬疑/冒险,美国,英语,1985,109
巴斯克维尔的猎犬,8.7,1092,Brian Mills,阿瑟·柯南·道尔,杰瑞米·布雷特/爱德华·哈德威克/克里斯托弗·塔柏,悬疑/恐怖/犯罪,英国,英语,1988,105
鸡尾酒,6.8,1167,罗杰·唐纳森,海伍德·古尔德,汤姆·克鲁斯/布莱恩·布朗/伊丽莎白·苏/丽莎·贝恩斯/劳伦斯·拉金贝尔/凯莉·林奇/吉娜·格申/罗伯特·唐利/艾伦·弗雷/克里斯·欧文斯/路易斯·费雷拉,喜剧/爱情,美国,英语,1988,104
散弹露露,7.4,1126,乔纳森·戴米,E·马克斯·弗莱,杰夫·丹尼尔斯/梅兰尼·格里菲斯/雷·利奥塔/George'Red'Schwartz/莱布·兰斯基/崔西·沃特,剧情/喜剧/犯罪,美国,英语,1986,113
丹东,7.8,1073,安杰伊·瓦伊达,让-克洛德·卡里埃,热拉尔·德帕迪约/沃捷希奇·帕斯佐尼亚克/AnneAlvaro/洛朗·布兰切/帕特里斯·夏侯,剧情/传记/历史,法国/波兰/原西德,法语/波兰语,1983,136
福尔摩斯：跳舞的人,9.1,1126,John Bruce,Arthur Conan Doyle,JeremyBrett/DavidBurke/TennielEvans,剧情/悬疑,英国,英语,1984,50
十六支蜡烛,6.9,1153,约翰·休斯,约翰·休斯,莫利·林沃德/安东尼·迈克尔·豪尔/迈克尔·舍夫林/约翰·库萨克,喜剧/爱情,美国,英语,1984,93
最后决战,8.1,1090,吕克·贝松,皮埃尔·若利韦,皮埃尔·若利韦/让·布伊兹/让·雷诺,科幻,法国,法语,1983,92
恭喜发财,6.6,1045,石天,黄百鸣,石天/谭咏麟,喜剧,香港,粤语,1985,91
黑心鬼,6.3,1111,陈会毅,文隽,陈友/梅艳芳/午马/叶德娴/莫少聪,喜剧/恐怖/鬼怪,香港,粤语,1988,95
鹰狼传奇,7.6,1125,理查德·唐纳,Edward Khmara,米歇尔·菲佛/马修·布罗德里克/鲁特格尔·哈尔,剧情/喜剧/爱情/奇幻/冒险,美国,英语,1985,121
马桶妖怪2,6.6,1408,阿尔贝·邦,Dennis Paoli,DamonMartin/罗亚尔·达诺/菲尔·方德卡罗,喜剧/恐怖,美国,英语,1988,89
黑魔王,6.3,1144,雷德利·斯科特,威廉·乔兹伯格,汤姆·克鲁斯/米娅·萨拉/蒂姆·克里/大卫·本奈特/罗伯特·皮卡多/艾丽斯·普莱坦/比利·巴蒂/科克·哈伯特/基兰·沙阿/安娜贝勒·拉尼翁,爱情/奇幻/冒险,美国/英国,英语/意大利语,1985,94
飞狼,8.5,1111,唐纳德·P·贝里萨里奥,唐纳德·P·贝里萨里奥,冉-迈克尔·文森特/欧内斯特·博格宁/阿历克斯·考德,动作/科幻/冒险,美国,英语,1984,85
水手服与机关枪,7.1,1093,相米慎二,田中阳造,药师丸博子/渡边桓彦/三国连太郎/柄本明/寺田农,动作/爱情,日本,日语,1981,112
烽火赤焰万里情,8.0,1108,沃伦·比蒂,沃伦·比蒂,沃伦·比蒂/黛安·基顿/杰克·尼科尔森/爱德华·赫曼/玛伦·斯塔普莱顿/吉恩·哈克曼,剧情/爱情/传记/历史,美国,英语/俄语/德语/法语/芬兰语,1981,194
斑点带子案,9.2,1094,John Bruce,Arthur Conan Doyle,JeremyBrett/DavidBurke/DavidBurke,剧情/犯罪,英国,英语,1984,50
标错参,6.9,1111,张坚庭,罗启锐,洪金宝/钟镇涛/王祖贤/梁珊/曹查理/陈友,喜剧/犯罪,香港,粤语,1987,90
心动,6.6,1124,陈方,陈方,江显扬/王祖贤/吴夏萍/石修/鲍起静/邹世孝,剧情/爱情,香港,粤语,1986,91
碧血剑,6.6,1046,张彻,倪匡,郭追/文雪儿/江生/井莉/龙天翔,剧情/动作/武侠/古装,香港,汉语普通话,1981,104
龙珠剧场版：摩诃不可思议大冒险,7.9,1111,竹之内和久,鸟山明,野泽雅子/古谷彻/鹤广美/田中真弓/宫内幸平/大冢周夫/永井一郎/铃置洋孝,动作/动画/家庭/冒险,日本,日语,1988,44
人海孤鸿,6.8,1074,潘文杰,徐達初,刘德华/莫少聪/罗美薇/王钟,动作,香港,粤语,1989,90
发财秘笈,7.0,1088,高志森/黄百鸣,,李美凤/郑文雅/杨宝玲/黄百鸣/黄秋生,喜剧,香港,粤语,1989,85
三人世界,6.9,1040,冼杞然,陈庆嘉,林子祥/郑裕玲/关之琳/周慧敏/刘嘉玲/罗美薇/卢冠廷/金燕玲/周文健,喜剧/爱情,香港,粤语,1988,101
爱人同志,6.6,1050,黄泰来,高振伟,刘德华/钟楚红/成奎安,剧情/战争,香港,粤语,1989,100
武林志,6.8,1059,张华勋,谢洪,张云溪/李俊峰/李德玉/戈春艳/艾海提/庞万灵/葛存壮/瓦尔斯/朗斯/封锡钧/江庚辰/柴建朝/王利平/郭良/许敏勇,剧情/动作,中国大陆,汉语普通话,1983,90
群龙戏凤,6.9,1077,洪金宝,阮继志,洪金宝/利智/孙越/莫少聪/袁洁莹/卢冠廷/孟海/岑建勋/刘家良/元奎/林正英/张坚庭/曾志伟/玛利亚/楼南光/文隽/陈龙/狄威/叶璇/钟发/周比利/埃迪·马赫/米奇,喜剧/动作/爱情,香港,粤语,1989,95
月光光心慌慌2,6.2,1076,瑞克·罗森塔尔,约翰·卡朋特,杰米·李·柯蒂斯/唐纳德·普利森斯/CharlesCyphers/杰弗瑞·克莱默/兰斯·盖斯特,惊悚/恐怖,美国,英语,1981,92
越战创伤,7.5,1128,布莱恩·德·帕尔玛,大卫·拉贝,迈克尔·J·福克斯/西恩·潘/DonHarvey/约翰·C·赖利/约翰·雷吉扎莫,剧情/战争/冒险,美国,英语,1989,113
浴血擒魔,6.3,1114,乔治 P·科斯马图斯,西尔维斯特·史泰龙,西尔维斯特·史泰龙/布里吉特·尼尔森/雷尼·桑托尼/安德鲁·罗宾逊,动作/惊悚/犯罪,美国,英语,1986,87
龙珠剧场版：魔神城内的睡美人,7.6,1097,西尾大介,鸟山明,野泽雅子/田中真弓/古谷彻/小山茉美/鹤广美/龙田直树/渡边菜生子/宫内幸平/乡里大辅/田中亮一,动作/动画/家庭/冒险,日本,日语,1987,43
夺命佳人,6.8,1010,孙仲,罗锦辉,林青霞/梁家辉/麦洁文,剧情/惊悚,香港,粤语,1987,92
破茧威龙,7.0,1101,约翰·弗林,理查德·史密斯,西尔维斯特·史泰龙/唐纳德·萨瑟兰/约翰·阿莫斯/索尼·兰哈姆/汤姆·塞兹摩尔/弗兰克·麦克雷,动作/惊悚/犯罪,美国,英语,1989,109
八彩林亚珍,7.0,1295,吴宇森,吴宇森,萧芳芳/许冠英/李琳琳/陈星/胡枫/罗文/胡大为/曹查理/简而清/李名炀,喜剧/动作,香港,粤语,1982,86
大失踪,7.7,1079,科斯塔-加夫拉斯,科斯塔-加夫拉斯,杰克·莱蒙/茜茜·斯派塞克/梅勒妮·梅隆/约翰·希亚/大卫·科列侬,剧情/悬疑/惊悚/历史,美国,英语/西班牙语,1982,122
美国舞男,6.7,1051,保罗·施拉德,保罗·施拉德,理查·基尔/劳伦·赫顿/赫克托·埃里仲杜,剧情/爱情/惊悚/犯罪,美国,英语/瑞典语,1980,117
眼镜蛇,7.4,1265,沃纳·赫尔佐格,沃纳·赫尔佐格,克劳斯·金斯基/KingAmpaw/若泽·卢戈伊,剧情/冒险,西德/加纳,英语,1987,111
钱作怪,6.7,1009,吴宇森,吴宇森,许冠英/陈琪琪/林正英/古国华/唐晶,喜剧/动作/冒险,香港,粤语,1980,101
金大班的最后一夜,8.0,1069,白景瑞,白先勇,姚炜/欧阳龙/魏平澳/蔡琴/慕思成/曹健/沈海蓉/雷鸣/钱璐/徐淑媛/周迎迪/邱淑宜/金波/魏苏,剧情,台湾,汉语普通话,1984,84
龙年,6.6,1127,迈克尔·西米诺,迈克尔·西米诺,尊龙/米基·洛克/LeonardTermo/Ariane,剧情/动作/犯罪,美国,汉语普通话/英语/粤语/波兰语/越南语,1985,134
再生人,6.8,1019,翁维铨,翁维铨,林子祥/张天爱/谢贤,惊悚/恐怖,香港,粤语,1981,80
二二六,6.9,1105,五社英雄,笠原和夫,三浦友和/竹中直人/本木雅弘/萩原健一,剧情/动作/战争,日本,日语,1989,114
惊异大奇航,7.2,1048,乔·丹特,奇普·普罗瑟,丹尼斯·奎德/马丁·肖特/梅格·瑞恩/凯文·麦卡锡/菲奥娜·刘易斯/弗农·威尔斯/罗伯特·皮卡多/温迪·夏尔/哈罗德·西尔维斯特/威廉·沙勒特/亨利·吉布森/约翰·霍拉/马克·L·泰勒/奥森·比恩/凯文·霍克斯/凯瑟琳·弗里曼,喜剧/动作/科幻/犯罪/冒险,美国,英语,1987,120
孤身骑车人,8.9,1040,Paul Annett,阿瑟·柯南·道尔,JeremyBrett/DavidBurke/BarbaraWilshere,悬疑/犯罪,英国,英语,1984,50
再见王老五,7.1,1016,尔冬升,王之一,钟镇涛/张曼玉/郑丹瑞/林建明/胡枫/沈殿霞/曾志伟/午马/张坚庭/王小凤/成奎安,喜剧,香港,粤语,1989,94
十三号星期五3,6.0,1030,史蒂夫·迈纳,Carol Watson,DanaKimmell/PaulKratka/TracieSavage/RichardBrooker,恐怖,美国,英语,1982,95
杀手的肖像,7.5,1006,约翰·麦克诺顿,Richard Fire,MaryDemas/迈克尔·鲁克/AnneBartoletti,剧情/传记/犯罪,美国,英语,1986,83
天官赐福,6.4,1019,鲁俊谷,鲁俊谷,尔冬升/王祖贤/汪禹/董骠/罗烈,喜剧,香港,粤语,1985,92
萨尔瓦多,8.1,1001,奥利佛·斯通,奥利佛·斯通,詹姆斯·伍兹/詹姆斯·贝鲁什/约翰·萨维奇/迈克尔·墨菲/托尼·普拉纳,剧情/惊悚/传记/战争,英国/美国,英语/西班牙语,1986,122
