name,rate,rating_people,director,year,movietime,main_country,main_language,main_genre,second_genre,main_actor,second_actor
斑点带子案,9.2,1094,John Bruce,1984,50,英国,英语,剧情,犯罪,JeremyBrett,DavidBurke
标错参,6.9,1111,张坚庭,1987,90,香港,粤语,喜剧,犯罪,洪金宝,钟镇涛
心动,6.6,1124,陈方,1986,91,香港,粤语,剧情,爱情,江显扬,王祖贤
碧血剑,6.6,1046,张彻,1981,104,香港,汉语普通话,剧情,动作,郭追,文雪儿
龙珠剧场版：摩诃不可思议大冒险,7.9,1111,竹之内和久,1988,44,日本,日语,动作,动画,野泽雅子,古谷彻
人海孤鸿,6.8,1074,潘文杰,1989,90,香港,粤语,动作,动作,刘德华,莫少聪
发财秘笈,7.0,1088,高志森,1989,85,香港,粤语,喜剧,喜剧,李美凤,郑文雅
三人世界,6.9,1040,冼杞然,1988,101,香港,粤语,喜剧,爱情,林子祥,郑裕玲
爱人同志,6.6,1050,黄泰来,1989,100,香港,粤语,剧情,战争,刘德华,钟楚红
武林志,6.8,1059,张华勋,1983,90,中国大陆,汉语普通话,剧情,动作,张云溪,李俊峰
群龙戏凤,6.9,1077,洪金宝,1989,95,香港,粤语,喜剧,动作,洪金宝,利智
月光光心慌慌2,6.2,1076,瑞克·罗森塔尔,1981,92,美国,英语,惊悚,恐怖,杰米·李·柯蒂斯,唐纳德·普利森斯
越战创伤,7.5,1128,布莱恩·德·帕尔玛,1989,113,美国,英语,剧情,战争,迈克尔·J·福克斯,西恩·潘
浴血擒魔,6.3,1114,乔治 P·科斯马图斯,1986,87,美国,英语,动作,惊悚,西尔维斯特·史泰龙,布里吉特·尼尔森
龙珠剧场版：魔神城内的睡美人,7.6,1097,西尾大介,1987,43,日本,日语,动作,动画,野泽雅子,田中真弓
夺命佳人,6.8,1010,孙仲,1987,92,香港,粤语,剧情,惊悚,林青霞,梁家辉
破茧威龙,7.0,1101,约翰·弗林,1989,109,美国,英语,动作,惊悚,西尔维斯特·史泰龙,唐纳德·萨瑟兰
八彩林亚珍,7.0,1295,吴宇森,1982,86,香港,粤语,喜剧,动作,萧芳芳,许冠英
大失踪,7.7,1079,科斯塔-加夫拉斯,1982,122,美国,英语,剧情,悬疑,杰克·莱蒙,茜茜·斯派塞克
美国舞男,6.7,1051,保罗·施拉德,1980,117,美国,英语,剧情,爱情,理查·基尔,劳伦·赫顿
眼镜蛇,7.4,1265,沃纳·赫尔佐格,1987,111,德国,英语,剧情,冒险,克劳斯·金斯基,KingAmpaw
钱作怪,6.7,1009,吴宇森,1980,101,香港,粤语,喜剧,动作,许冠英,陈琪琪
金大班的最后一夜,8.0,1069,白景瑞,1984,84,台湾,汉语普通话,剧情,剧情,姚炜,欧阳龙
龙年,6.6,1127,迈克尔·西米诺,1985,134,美国,汉语普通话,剧情,动作,尊龙,米基·洛克
再生人,6.8,1019,翁维铨,1981,80,香港,粤语,惊悚,恐怖,林子祥,张天爱
二二六,6.9,1105,五社英雄,1989,114,日本,日语,剧情,动作,三浦友和,竹中直人
惊异大奇航,7.2,1048,乔·丹特,1987,120,美国,英语,喜剧,动作,丹尼斯·奎德,马丁·肖特
孤身骑车人,8.9,1040,Paul Annett,1984,50,英国,英语,悬疑,犯罪,JeremyBrett,DavidBurke
再见王老五,7.1,1016,尔冬升,1989,94,香港,粤语,喜剧,喜剧,钟镇涛,张曼玉
十三号星期五3,6.0,1030,史蒂夫·迈纳,1982,95,美国,英语,恐怖,恐怖,DanaKimmell,PaulKratka
杀手的肖像,7.5,1006,约翰·麦克诺顿,1986,83,美国,英语,剧情,传记,MaryDemas,迈克尔·鲁克
天官赐福,6.4,1019,鲁俊谷,1985,92,香港,粤语,喜剧,喜剧,尔冬升,王祖贤
萨尔瓦多,8.1,1001,奥利佛·斯通,1986,122,英国,英语,剧情,惊悚,詹姆斯·伍兹,詹姆斯·贝鲁什
这个杀手不太冷,9.4,1275326,吕克·贝松,1994,110,法国,英语,剧情,动作,让·雷诺,娜塔莉·波特曼
肖申克的救赎,9.6,1396146,弗兰克·德拉邦特,1994,142,美国,英语,剧情,犯罪,蒂姆·罗宾斯,摩根·弗里曼
阿甘正传,9.4,1099509,罗伯特·泽米吉斯,1994,142,美国,英语,剧情,爱情,汤姆·汉克斯,罗宾·怀特
泰坦尼克号,9.3,1039984,詹姆斯·卡梅隆,1997,194,美国,英语,剧情,爱情,莱昂纳多·迪卡普里奥,凯特·温丝莱特
霸王别姬,9.6,1033745,陈凯歌,1993,171,中国大陆,汉语普通话,剧情,爱情,张国荣,张丰毅
海上钢琴师,9.2,815528,朱塞佩·托纳多雷,1998,165,意大利,英语,剧情,音乐,蒂姆·罗斯,普路特·泰勒·文斯
大话西游之大圣娶亲,9.2,768077,刘镇伟,1995,95,香港,粤语,喜剧,爱情,周星驰,吴孟达
楚门的世界,9.2,759086,彼得·威尔,1998,103,美国,英语,剧情,科幻,金·凯瑞,劳拉·琳妮
大话西游之月光宝盒,9.0,620067,刘镇伟,1995,87,香港,粤语,喜剧,爱情,周星驰,吴孟达
剪刀手爱德华,8.7,639330,蒂姆·波顿,1990,105,美国,英语,剧情,爱情,约翰尼·德普,薇诺娜·瑞德
美丽人生,9.5,643694,罗伯托·贝尼尼,1997,116,意大利,意大利语,剧情,喜剧,罗伯托·贝尼尼,尼可莱塔·布拉斯基
唐伯虎点秋香,8.5,498306,李力持,1993,102,香港,粤语,喜剧,爱情,周星驰,巩俐
辛德勒的名单,9.5,574173,史蒂文·斯皮尔伯格,1993,195,美国,英语,剧情,历史,连姆·尼森,本·金斯利
七宗罪,8.8,561979,大卫·芬奇,1995,127,美国,英语,剧情,悬疑,摩根·弗里曼,布拉德·皮特
情书,8.9,513880,岩井俊二,1995,117,日本,日语,剧情,爱情,中山美穗,丰川悦司
喜剧之王,8.7,471098,周星驰,1999,85,香港,粤语,剧情,喜剧,周星驰,张柏芝
搏击俱乐部,9.0,515620,大卫·芬奇,1999,139,美国,英语,剧情,动作,爱德华·诺顿,布拉德·皮特
闻香识女人,9.0,459431,马丁·布莱斯特,1992,157,美国,英语,剧情,剧情,阿尔·帕西诺,克里斯·奥唐纳
沉默的羔羊,8.8,467758,乔纳森·戴米,1991,118,美国,英语,剧情,惊悚,朱迪·福斯特,安东尼·霍普金斯
黑客帝国,8.9,403334,莉莉·沃卓斯基,1999,136,美国,英语,动作,科幻,基努·里维斯,凯瑞-安·莫斯
狮子王,9.0,403509,罗杰·阿勒斯,1994,89,美国,英语,剧情,动画,乔纳森·泰勒·托马斯,马修·布罗德里克
重庆森林,8.7,441550,王家卫,1994,102,香港,粤语,剧情,爱情,林青霞,金城武
低俗小说,8.8,461820,昆汀·塔伦蒂诺,1994,154,美国,英语,剧情,喜剧,约翰·特拉沃尔塔,乌玛·瑟曼
东邪西毒,8.6,340176,王家卫,1994,100,香港,粤语,剧情,动作,张国荣,林青霞
活着,9.2,410627,张艺谋,1994,132,中国大陆,汉语普通话,剧情,家庭,葛优,巩俐
勇敢的心,8.9,370761,梅尔·吉布森,1995,177,美国,英语,剧情,动作,梅尔·吉布森,苏菲·玛索
射雕英雄传之东成西就,8.7,362461,刘镇伟,1993,113,香港,粤语,喜剧,奇幻,梁朝伟,林青霞
阳光灿烂的日子,8.8,360181,姜文,1994,134,中国大陆,汉语普通话,剧情,爱情,夏雨,宁静
心灵捕手,8.8,375591,格斯·范·桑特,1997,126,美国,英语,剧情,剧情,马特·达蒙,罗宾·威廉姆斯
拯救大兵瑞恩,8.9,343873,史蒂文·斯皮尔伯格,1998,169,美国,英语,剧情,历史,汤姆·汉克斯,汤姆·塞兹摩尔
两杆大烟枪,9.1,353022,盖·里奇,1998,107,英国,英语,剧情,喜剧,杰森·弗莱明,德克斯特·弗莱彻
春光乍泄,8.9,342898,王家卫,1997,96,香港,粤语,剧情,爱情,张国荣,梁朝伟
幽灵公主,8.8,314796,宫崎骏,1997,134,日本,日语,动画,奇幻,松田洋治,石田百合子
青蛇,8.5,286967,徐克,1993,99,香港,粤语,剧情,爱情,张曼玉,王祖贤
阿飞正传,8.5,277759,王家卫,1990,94,香港,粤语,剧情,爱情,张国荣,张曼玉
猜火车,8.5,295904,丹尼·博伊尔,1996,94,英国,英语,剧情,犯罪,伊万·麦克格雷格,艾文·布莱纳
甜蜜蜜,8.8,292302,陈可辛,1996,118,香港,粤语,剧情,爱情,黎明,张曼玉
第六感,8.8,308551,M·奈特·沙马兰,1999,107,美国,英语,剧情,悬疑,布鲁斯·威利斯,海利·乔·奥斯蒙
爱在黎明破晓前,8.8,302340,理查德·林克莱特,1995,101,美国,英语,剧情,爱情,伊桑·霍克,朱莉·德尔佩
小鬼当家,8.2,244854,克里斯·哥伦布,1990,103,美国,英语,喜剧,喜剧,麦考利·卡尔金,乔·佩西
饮食男女,9.1,290719,李安,1994,124,台湾,汉语普通话,剧情,家庭,郎雄,杨贵媚
九品芝麻官,8.3,258610,王晶,1994,108,香港,粤语,喜剧,古装,周星驰,吴孟达
菊次郎的夏天,8.8,258428,北野武,1999,121,日本,日语,剧情,喜剧,北野武,关口雄介
变脸,8.4,260905,吴宇森,1997,138,美国,英语,动作,科幻,约翰·特拉沃尔塔,尼古拉斯·凯奇
新龙门客栈,8.5,241715,李惠民,1992,88,香港,汉语普通话,动作,爱情,张曼玉,林青霞
食神,7.9,242956,李力持,1996,88,香港,粤语,喜剧,动作,周星驰,莫文蔚
纵横四海,8.7,209280,吴宇森,1991,108,香港,粤语,剧情,喜剧,周润发,张国荣
大内密探零零发,7.7,219145,谷德昭,1996,89,香港,粤语,喜剧,动作,周星驰,刘嘉玲
国产凌凌漆,8.2,223711,李力持,1994,83,香港,汉语普通话,喜剧,动作,周星驰,袁咏仪
侧耳倾听,8.8,235174,近藤喜文,1995,111,日本,日语,剧情,爱情,本名阳子,小林桂树
诺丁山,7.9,227551,罗杰·米歇尔,1999,124,英国,英语,喜剧,爱情,朱莉娅·罗伯茨,休·格兰特
美国丽人,8.5,227049,萨姆·门德斯,1999,122,美国,英语,剧情,爱情,凯文·史派西,安妮特·贝宁
侏罗纪公园,8.1,202759,史蒂文·斯皮尔伯格,1993,127,美国,英语,科幻,惊悚,山姆·尼尔,劳拉·邓恩
夜访吸血鬼,8.3,221442,尼尔·乔丹,1994,123,美国,英语,剧情,惊悚,布拉德·皮特,汤姆·克鲁斯
武状元苏乞儿,7.6,190314,陈嘉上,1992,96,香港,粤语,喜剧,动作,周星驰,张敏
玩具总动员,8.3,195038,约翰·拉塞特,1995,81,美国,英语,喜剧,动画,汤姆·汉克斯,蒂姆·艾伦
变相怪杰,7.8,181354,查克·拉塞尔,1994,101,美国,英语,喜剧,奇幻,金·凯瑞,卡梅隆·迪亚兹
英国病人,8.5,204829,安东尼·明格拉,1996,162,美国,英语,剧情,爱情,拉尔夫·费因斯,朱丽叶·比诺什
终结者2：审判日,8.6,186754,詹姆斯·卡梅隆,1991,137,美国,英语,动作,科幻,阿诺·施瓦辛格,琳达·汉密尔顿
黑衣人,8.0,193764,巴里·索南菲尔德,1997,98,美国,英语,喜剧,动作,威尔·史密斯,汤米·李·琼斯
教父3,8.8,178117,弗朗西斯·福特·科波拉,1990,170,美国,英语,剧情,犯罪,阿尔·帕西诺,黛安·基顿
甲方乙方,8.3,175606,冯小刚,1997,90,中国大陆,汉语普通话,喜剧,喜剧,葛优,刘蓓
小鞋子,9.2,200167,马基德·马基迪,1997,89,伊朗,波斯语,剧情,家庭,法拉赫阿米尔·哈什米安,默罕默德·阿米尔·纳吉
西雅图未眠夜,7.9,182500,诺拉·艾芙隆,1993,105,美国,英语,剧情,喜剧,汤姆·汉克斯,梅格·瑞恩
逃学威龙,7.7,166577,陈嘉上,1991,100,香港,粤语,喜剧,动作,周星驰,张敏
鹿鼎记,8.0,176429,王晶,1992,110,香港,粤语,喜剧,动作,周星驰,吴孟达
碟中谍,8.1,168038,布莱恩·德·帕尔玛,1996,110,美国,英语,动作,惊悚,汤姆·克鲁斯,强·沃特
罗拉快跑,8.1,175794,汤姆·提克威,1998,81,德国,德语,动作,惊悚,弗朗卡·波滕特,莫里兹·布雷多
独立日,8.0,177773,罗兰·艾默里奇,1996,145,美国,英语,动作,科幻,威尔·史密斯,比尔·普尔曼
花木兰,7.7,155733,巴里·库克,1998,88,美国,英语,剧情,动画,温明娜,艾迪·墨菲
燃情岁月,8.8,176951,爱德华·兹威克,1994,133,美国,英语,剧情,爱情,布拉德·皮特,安东尼·霍普金斯
百变星君,7.5,156962,叶伟民,1995,92,香港,粤语,喜剧,科幻,周星驰,吴孟达
勇闯夺命岛,8.6,173803,迈克尔·贝,1996,136,美国,英语,动作,冒险,肖恩·康纳利,尼古拉斯·凯奇
喜宴,8.9,184013,李安,1993,108,台湾,汉语普通话,剧情,喜剧,赵文瑄,郎雄
人鬼情未了,8.2,158493,杰瑞·扎克,1990,127,美国,英语,剧情,爱情,帕特里克·斯威兹,黛米·摩尔
整蛊专家,7.5,131853,王晶,1991,110,香港,粤语,喜剧,爱情,刘德华,周星驰
暗战,8.4,141979,杜琪峰,1999,93,香港,粤语,剧情,动作,刘德华,刘青云
心慌方,7.9,154093,文森佐·纳塔利,1997,90,加拿大,英语,科幻,悬疑,妮可·德波儿,妮基·瓜达尼
第五元素,7.9,146795,吕克·贝松,1997,126,法国,英语,动作,科幻,布鲁斯·威利斯,加里·奥德曼
十二猴子,8.1,148999,特瑞·吉列姆,1995,129,美国,英语,科幻,悬疑,布鲁斯·威利斯,布拉德·皮特
非常嫌疑犯,8.6,152948,布莱恩·辛格,1995,106,德国,英语,剧情,悬疑,史蒂芬·鲍德温,加布里埃尔·伯恩
木乃伊,7.8,126962,斯蒂芬·索莫斯,1999,125,美国,英语,动作,奇幻,布兰登·费舍,蕾切尔·薇兹
家有喜事,8.3,126273,高志森,1992,100,香港,粤语,剧情,喜剧,张国荣,周星驰
牯岭街少年杀人事件,8.8,139565,杨德昌,1991,237,台湾,汉语普通话,剧情,犯罪,张震,杨静怡
空中监狱,8.1,132522,西蒙·韦斯特,1997,115,美国,英语,动作,惊悚,尼古拉斯·凯奇,约翰·库萨克
大红灯笼高高挂,8.5,126560,张艺谋,1991,125,中国大陆,汉语普通话,剧情,历史,巩俐,马精武
精灵鼠小弟,7.6,111550,罗伯·明可夫,1999,84,美国,英语,喜剧,家庭,迈克尔·J·福克斯,吉娜·戴维斯
情人,8.1,128319,让-雅克·阿诺,1992,115,法国,英语,剧情,爱情,珍·玛奇,梁家辉
天使之城,7.9,127054,布拉德·塞伯宁,1998,114,美国,英语,剧情,爱情,尼古拉斯·凯奇,梅格·瑞恩
审死官,7.6,113663,杜琪峰,1992,102,香港,粤语,喜剧,古装,周星驰,梅艳芳
绿里奇迹,8.7,136320,弗兰克·德拉邦特,1999,189,美国,英语,剧情,悬疑,汤姆·汉克斯,大卫·摩斯
四月物语,8.1,125930,岩井俊二,1998,67,日本,日语,爱情,爱情,松隆子,田边诚一
赌圣,7.6,109097,元奎,1990,101,香港,粤语,喜剧,动作,周星驰,张敏
末路狂花,8.7,130859,雷德利·斯科特,1991,130,美国,英语,剧情,惊悚,吉娜·戴维斯,苏珊·萨兰登
鹿鼎记2：神龙教,7.8,117143,王晶,1992,102,香港,粤语,喜剧,动作,周星驰,邱淑贞
笑傲江湖2：东方不败,8.4,113079,程小东,1992,107,香港,粤语,剧情,爱情,李连杰,林青霞
宝莲灯,7.9,97693,常光希,1999,85,中国大陆,汉语普通话,动画,动画,姜文,徐帆
燕尾蝶,8.6,120266,岩井俊二,1996,148,日本,日语,剧情,犯罪,恰拉,伊藤步
廊桥遗梦,8.6,121139,克林特·伊斯特伍德,1995,135,美国,英语,剧情,爱情,克林特·伊斯特伍德,梅丽尔·斯特里普
未麻的部屋,8.9,135411,今敏,1997,81,日本,日语,动画,惊悚,岩男润子,松本梨香
枪火,8.7,126796,杜琪峰,1999,84,香港,粤语,剧情,动作,吴镇宇,任达华
玩具总动员2,8.2,111062,约翰·拉塞特,1999,92,美国,英语,喜剧,动画,汤姆·汉克斯,蒂姆·艾伦
赌侠,7.6,101375,王晶,1990,104,香港,粤语,剧情,喜剧,刘德华,周星驰
逃学威龙2,7.5,99852,陈嘉上,1992,97,香港,粤语,喜剧,喜剧,周星驰,张敏
不见不散,7.8,109236,冯小刚,1998,103,中国大陆,汉语普通话,喜剧,爱情,葛优,徐帆
天生一对,8.3,123569,南希·迈耶斯,1998,127,美国,英语,喜剧,爱情,琳赛·洛翰,丹尼斯·奎德
真实的谎言,8.1,113810,詹姆斯·卡梅隆,1994,141,美国,英语,喜剧,动作,阿诺·施瓦辛格,杰米·李·柯蒂斯
落水狗,8.3,126219,昆汀·塔伦蒂诺,1992,99,美国,英语,惊悚,犯罪,哈威·凯特尔,蒂姆·罗斯
一树梨花压海棠,8.1,117792,阿德里安·莱恩,1997,137,美国,英语,剧情,爱情,杰瑞米·艾恩斯,梅兰尼·格里菲斯
有话好好说,8.2,110497,张艺谋,1997,90,中国大陆,汉语普通话,剧情,喜剧,姜文,李保田
笑林小子,7.8,90341,朱延平,1994,87,香港,汉语普通话,喜剧,喜剧,林志颖,郝劭文
小鬼当家2,7.8,93522,克里斯·哥伦布,1992,120,美国,英语,喜剧,喜剧,麦考利·卡尔金,乔·佩西
千钧一发,8.7,120564,安德鲁·尼科尔,1997,106,美国,英语,剧情,科幻,伊桑·霍克,乌玛·瑟曼
红猪,8.4,116882,宫崎骏,1992,94,日本,日语,喜剧,动画,森山周一郎,加藤登纪子
美女与野兽,8.4,99274,加里·特洛斯达勒,1991,84,美国,英语,喜剧,爱情,佩吉·奥哈拉,罗比·本森
我是谁,7.4,87053,陈木胜,1998,120,香港,英语,喜剧,动作,成龙,法拉美穗
本能,7.7,105324,保罗·范霍文,1992,127,美国,英语,爱情,悬疑,迈克尔·道格拉斯,莎朗·斯通
惊情四百年,7.8,110640,弗朗西斯·福特·科波拉,1992,128,美国,英语,爱情,恐怖,加里·奥德曼,薇诺娜·瑞德
方世玉,7.8,87964,元奎,1993,100,香港,粤语,喜剧,动作,李连杰,萧芳芳
侏罗纪公园2：失落的世界,7.5,91546,史蒂文·斯皮尔伯格,1997,129,美国,英语,动作,科幻,杰夫·高布伦,朱丽安·摩尔
一个都不能少,7.5,96322,张艺谋,1999,106,中国大陆,晋语,剧情,喜剧,魏敏芝,张慧科
破坏之王,7.5,90529,李力持,1994,100,香港,粤语,喜剧,动作,周星驰,吴孟达
倩女幽魂2：人间道,7.8,90617,程小东,1990,104,香港,粤语,爱情,奇幻,张国荣,王祖贤
回魂夜,7.9,97598,刘镇伟,1995,82,香港,粤语,喜剧,恐怖,周星驰,莫文蔚
黄飞鸿,8.0,86255,徐克,1991,134,香港,粤语,剧情,动作,李连杰,元彪
完美的世界,9.1,112201,克林特·伊斯特伍德,1993,138,美国,英语,剧情,犯罪,凯文·科斯特纳,劳拉·邓恩
一级恐惧,8.4,111953,格里高利·霍布里特,1996,129,美国,英语,剧情,悬疑,理查·基尔,劳拉·琳妮
漂亮女人,7.9,99495,盖瑞·马歇尔,1990,119,美国,英语,喜剧,爱情,理查·基尔,朱莉娅·罗伯茨
她比烟花寂寞,8.3,95348,安南德·图克尔,1998,121,英国,英语,剧情,音乐,艾米丽·沃森,瑞切尔·格里菲斯
倚天屠龙记之魔教教主,7.5,85090,王晶,1993,99,香港,粤语,动作,奇幻,李连杰,张敏
勇敢者的游戏,8.1,93402,乔·庄斯顿,1995,104,美国,英语,动作,奇幻,罗宾·威廉姆斯,乔纳森·海德
101真狗,7.4,79522,斯蒂芬·赫瑞克,1996,103,美国,英语,喜剧,犯罪,格伦·克洛斯,杰夫·丹尼尔斯
追随,8.9,102855,克里斯托弗·诺兰,1998,69,英国,英语,悬疑,惊悚,杰里米·西奥伯德,亚历克斯·霍
太极张三丰,7.6,79151,袁和平,1993,96,香港,粤语,喜剧,动作,李连杰,杨紫琼
泰山,7.6,77253,Chris Buck,1999,88,美国,英语,剧情,动画,托尼·戈德温,明妮·德里弗
不一样的天空,8.6,95196,拉斯·霍尔斯道姆,1993,118,美国,英语,剧情,爱情,约翰尼·德普,莱昂纳多·迪卡普里奥
赌侠2：上海滩赌圣,7.4,71466,王晶,1991,116,香港,粤语,喜剧,奇幻,周星驰,巩俐
千王之王2000,6.8,73767,王晶,1999,91,香港,粤语,喜剧,喜剧,周星驰,张家辉
天才瑞普利,8.2,96167,安东尼·明格拉,1999,139,美国,英语,剧情,惊悚,马特·达蒙,格温妮斯·帕特洛
修女也疯狂,8.0,80739,埃米利·阿朵里诺,1992,100,美国,英语,喜剧,音乐,乌比·戈德堡,玛吉·史密斯
黄飞鸿之三：狮王争霸,7.8,75388,徐克,1993,109,香港,粤语,动作,武侠,李连杰,关之琳
堕落天使,8.2,92431,王家卫,1995,90,香港,粤语,剧情,喜剧,黎明,李嘉欣
偷天陷阱,7.8,82074,乔恩·阿米尔,1999,113,美国,英语,动作,爱情,肖恩·康纳利,凯瑟琳·泽塔-琼斯
名侦探柯南：引爆摩天楼,8.3,78678,儿玉兼嗣,1997,95,日本,英语,喜剧,动画,高山南,山崎和佳奈
星愿,7.1,79017,马楚成,1999,96,香港,粤语,剧情,爱情,任贤齐,张柏芝
济公,7.2,72889,程小东,1993,89,香港,粤语,喜剧,喜剧,周星驰,张曼玉
我的父亲母亲,8.0,82923,张艺谋,1999,89,中国大陆,汉语普通话,剧情,爱情,章子怡,郑昊
午夜凶铃,7.4,85204,中田秀夫,1998,96,日本,日语,悬疑,恐怖,松岛菜菜子,真田广之
断头谷,7.6,86251,蒂姆·波顿,1999,105,美国,英语,悬疑,恐怖,约翰尼·德普,克里斯蒂娜·里奇
古惑仔之人在江湖,7.8,75790,刘伟强,1996,97,香港,粤语,动作,犯罪,郑伊健,陈小春
生死时速,8.1,83436,扬·德·邦特,1994,116,美国,英语,动作,惊悚,基努·里维斯,桑德拉·布洛克
土拨鼠之日,8.5,92866,哈罗德·雷米斯,1993,101,美国,英语,剧情,喜剧,比尔·默瑞,安迪·麦克道威尔
国家公敌,8.1,82081,托尼·斯科特,1998,132,美国,英语,剧情,动作,威尔·史密斯,吉恩·哈克曼
圣诞夜惊魂,8.2,82827,亨利·塞利克,1993,76,美国,英语,剧情,动画,丹尼·艾夫曼,克里斯·萨兰登
蓝白红三部曲之蓝,8.5,79489,克日什托夫·基耶斯洛夫斯基,1993,98,法国,法语,剧情,爱情,朱丽叶·比诺什,贝努特·里格恩特
名侦探柯南：世纪末的魔术师,8.5,76816,儿玉兼嗣,1999,100,日本,日语,喜剧,动画,高山南,山崎和佳奈
岁月的童话,8.6,86726,高畑勋,1991,118,日本,德语,剧情,爱情,今井美树,柳叶敏郎
天生杀人狂,8.0,84689,奥利佛·斯通,1994,118,美国,英语,剧情,动作,伍迪·哈里森,朱丽叶特·刘易斯
洛城机密,8.7,89075,柯蒂斯·汉森,1997,138,美国,英语,剧情,悬疑,凯文·史派西,罗素·克劳
推手,8.4,85371,李安,1991,105,台湾,汉语普通话,剧情,家庭,郎雄,王莱
黄飞鸿之二：男儿当自强,7.9,68338,徐克,1992,113,香港,粤语,动作,爱情,李连杰,关之琳
中央车站,8.7,79783,沃尔特·塞勒斯,1998,113,巴西,葡萄牙语,剧情,剧情,费尔兰德·蒙特纳哥,马里利娅·佩拉
四个婚礼和一个葬礼,7.4,78876,迈克·内威尔,1994,117,英国,英语,剧情,喜剧,休·格兰特,安迪·麦克道威尔
电子情书,7.8,78967,诺拉·艾芙隆,1998,119,美国,英语,喜剧,爱情,汤姆·汉克斯,梅格·瑞恩
小鬼当家3,7.6,54344,拉加·高斯内尔,1997,102,美国,英语,喜剧,喜剧,亚历克斯·D·林兹,奥莱克·克鲁帕
星球大战前传1：幽灵的威胁,8.1,75955,乔治·卢卡斯,1999,136,美国,英语,动作,科幻,连姆·尼森,伊万·麦克格雷格
美国派,7.3,73630,克里斯·韦兹,1999,95,美国,英语,喜剧,爱情,贾森·比格斯,克里斯·克莱因
精武英雄,8.3,69315,陈嘉上,1994,103,香港,英语,剧情,动作,李连杰,中山忍
芳芳,8.1,73289,亚历山大·雅丁,1993,85,法国,法语,喜剧,爱情,苏菲·玛索,文森特·佩雷斯
钢琴课,8.0,70507,简·坎皮恩,1993,121,新西兰,英语,剧情,爱情,霍利·亨特,哈威·凯特尔
逃学威龙3之龙过鸡年,7.3,61890,王晶,1993,89,香港,粤语,喜剧,喜剧,周星驰,梅艳芳
尖峰时刻,7.0,60517,布莱特·拉特纳,1998,98,美国,英语,喜剧,动作,成龙,克里斯·塔克
算死草,6.9,64156,马伟豪,1997,85,香港,粤语,剧情,喜剧,周星驰,葛民辉
理智与情感,8.3,73623,李安,1995,136,美国,英语,剧情,爱情,艾玛·汤普森,凯特·温丝莱特
盗火线,8.4,75160,迈克尔·曼,1995,170,美国,英语,剧情,动作,阿尔·帕西诺,罗伯特·德尼罗
我最好朋友的婚礼,7.4,70466,P·J·霍根,1997,105,美国,英语,喜剧,爱情,朱莉娅·罗伯茨,德蒙特·莫罗尼
红番区,7.4,57610,唐季礼,1995,104,香港,粤语,喜剧,动作,成龙,梅艳芳
蓝白红三部曲之红,8.7,69288,克日什托夫·基耶斯洛夫斯基,1994,99,法国,法语,剧情,爱情,伊莲娜·雅各布,让-路易·特兰蒂尼昂
97家有喜事,7.5,60858,张坚庭,1997,90,香港,粤语,喜剧,喜剧,周星驰,黄百鸣
攻壳机动队,8.9,77910,押井守,1995,83,日本,日语,动作,科幻,田中敦子,大塚明夫
美少年之恋,7.5,72435,杨凡,1998,101,香港,粤语,剧情,爱情,冯德伦,吴彦祖
王牌对王牌,8.5,76448,F·加里·格雷,1998,140,美国,英语,剧情,动作,塞缪尔·杰克逊,凯文·史派西
虫虫危机,7.8,66855,约翰·拉塞特,1998,95,美国,英语,喜剧,动画,大卫·弗利,凯文·史派西
小武,8.4,71195,贾樟柯,1998,108,香港,晋语,剧情,剧情,王宏伟,郝鸿建
倩女幽魂3：道道道,7.4,60565,程小东,1991,109,香港,粤语,动作,爱情,梁朝伟,张学友
心理游戏,7.7,74525,大卫·芬奇,1997,129,美国,英语,动作,悬疑,迈克尔·道格拉斯,西恩·潘
大开眼戒,7.8,70659,斯坦利·库布里克,1999,159,英国,英语,剧情,悬疑,汤姆·克鲁斯,妮可·基德曼
东方不败风云再起,7.3,60488,李惠民,1993,93,香港,粤语,动作,爱情,林青霞,王祖贤
星河战队,7.8,68449,保罗·范霍文,1997,129,美国,英语,动作,科幻,卡斯帕·凡·迪恩,迪娜·迈耶
莎翁情史,7.3,65618,约翰·马登,1998,123,英国,英语,剧情,喜剧,约瑟夫·费因斯,格温妮斯·帕特洛
没完没了,7.6,62557,冯小刚,1999,95,中国大陆,汉语普通话,剧情,喜剧,葛优,吴倩莲
三毛从军记,8.4,56529,张建亚,1992,90,中国大陆,汉语普通话,剧情,喜剧,贾林,魏宗万
赌神2,7.7,51772,王晶,1994,126,香港,粤语,喜剧,动作,周润发,梁家辉
费城故事,8.6,68719,乔纳森·戴米,1993,125,美国,英语,剧情,同性,汤姆·汉克斯,丹泽尔·华盛顿
美国X档案,8.5,70399,托尼·凯耶,1998,119,美国,英语,剧情,犯罪,爱德华·诺顿,爱德华·福隆
心动,8.2,65895,张艾嘉,1999,115,香港,粤语,爱情,爱情,金城武,梁咏琪
花火,8.6,49697,北野武,1997,103,日本,日语,剧情,爱情,北野武,岸本加世子
梦旅人,8.3,63039,岩井俊二,1996,72,日本,日语,剧情,奇幻,恰拉,浅野忠信
魔鬼代言人,8.2,68994,泰勒·海克福德,1997,144,美国,英语,剧情,悬疑,基努·里维斯,阿尔·帕西诺
